source,target,prediction
Panos E. Trahanias,Wolfram Burgard,P
Toniann Pitassi,Wolfram Burgard,P
Antonis A. Argyros,Wolfram Burgard,N
Kenneth Y. Goldberg,Wolfram Burgard,P
MuDer Jeng,Wolfram Burgard,N
Ivan W. Selesnick,Wolfram Burgard,N
Magid Igbaria,Koen De Bosschere,P
Michiel Ronsse,Koen De Bosschere,P
Isabella Merlo,Koen De Bosschere,N
Stephen H. Edwards,Koen De Bosschere,N
Q. M. Jonathan Wu,Leen Stougie,N
Gordon L. Stüber,Leen Stougie,N
Ari Paasio,Leen Stougie,N
Sven Oliver Krumke,Leen Stougie,P
Francisco Javier López-Fraguas,Leen Stougie,N
Bernard F. Buxton,Leen Stougie,N
Valdis Berzins,Leen Stougie,P
Hans-Werner Gellersen,Lars C. Wolf,P
Michael Beigl,Lars C. Wolf,N
Yucel Altunbasak,Lars C. Wolf,N
Theo Ungerer,Lars C. Wolf,P
Hans-Werner Gellersen,Theo Ungerer,N
Michael Beigl,Theo Ungerer,N
Luca Iocchi,Theo Ungerer,N
Brendan D. McKay,Theo Ungerer,P
Mohammed Javeed Zaki,Eugenio Di Sciascio,N
Saverio Mascolo,Eugenio Di Sciascio,P
Francesco M. Donini,Eugenio Di Sciascio,P
Giacomo Piscitelli,Eugenio Di Sciascio,P
Marina Mongiello,Eugenio Di Sciascio,P
Mohammed Javeed Zaki,Isidore Rigoutsos,P
Robert C. MacGregor,Isidore Rigoutsos,N
Mohammed Javeed Zaki,Peter Arbenz,P
Harald C. Gall,Peter Arbenz,P
Mohammed Javeed Zaki,Stijn de Waele,N
Ying Li,Stijn de Waele,N
Sungshin Kim,Stijn de Waele,N
Ilias Iliadis,Mario Pickavet,N
Wenjie He,Mario Pickavet,N
Benny Van Houdt,Mario Pickavet,N
Sergey V. Avgustinovich,Mario Pickavet,N
Edleno Silva de Moura,Mario Pickavet,N
Ilias Iliadis,Rami G. Melhem,P
Roman Kuc,Rami G. Melhem,N
Renata Wassermann,Rami G. Melhem,N
Wen-Jing Hsu,Rami G. Melhem,P
Heinz K. Klein,Mark Hepworth,N
David Taniar,Mark Hepworth,N
Leung Tsang,Mark Hepworth,N
R. Chandrasekaran,Shoji Makino,N
R. Chandrasekaran,Stefan Andrei,N
Wei-Ngan Chin,Stefan Andrei,N
Michael A. Zazanis,Stefan Andrei,N
Lambert Spaanenburg,Stefan Andrei,N
Tadeusz A. Wysocki,Stefan Andrei,N
R. Chandrasekaran,Varghese S. Jacob,P
Perry R. Cook,Varghese S. Jacob,P
R. Chandrasekaran,William Golden,N
Wei-Pang Yang,William Golden,N
Sharon M. Crook,William Golden,N
Philip Powell,William Golden,P
Venugopal V. Veeravalli,William Golden,N
Thierry Turletti,Christine Guillemot,N
Daniel Zappala,Christine Guillemot,N
Andreas Blass,Christine Guillemot,N
Thierry Turletti,François Baccelli,P
Mariusz Wozniak,Shiuh-Jeng Wang,N
Mariusz Wozniak,Werner Retschitzegger,N
Donald C. Wunsch,Werner Retschitzegger,N
Amílcar Sernadas,António Pacheco,N
Cristina Sernadas,António Pacheco,N
Paulo Mateus,António Pacheco,N
Cristina Sernadas,Arnold L. Rosenberg,P
Randolph L. Moses,Arnold L. Rosenberg,P
Jie Chen 0005,Arnold L. Rosenberg,N
Dieter Merkl,Arnold L. Rosenberg,P
Paolo Fiorini,António de Brito Ferrari,N
Selim G. Akl,António de Brito Ferrari,N
Paolo Fiorini,Jia Li,N
Webb Miller,Jia Li,N
Richard Ford,Jia Li,N
Luis Gravano,Jia Li,P
Paolo Fiorini,Keith M. Martin,P
Paolo Fiorini,Lei-da Chen,N
David Horn,Lei-da Chen,N
Selim G. Akl,Lewis M. Mackenzie,P
Tsorng-Lin Chia,Lewis M. Mackenzie,N
Richard R. Brooks,Lewis M. Mackenzie,P
Selim G. Akl,Oleg Pikhurko,N
Juan C. Cubero,Lance R. Williams,N
Zidong Wang,Lance R. Williams,N
José Duato,Lance R. Williams,P
Fulvio Babich,Guido Montorsi,N
Hsiao-Rong Tyan,Guido Montorsi,N
Denis Thérien,Guido Montorsi,N
Fulvio Babich,Peter B. Borwein,N
Christian Germain,Peter B. Borwein,N
Albert Atserias,Antônio Carlos da Rocha Costa,N
David E. Booth,Antônio Carlos da Rocha Costa,N
William A. Pearlman,Antônio Carlos da Rocha Costa,N
Albert Atserias,Hiroo Iwata,N
Yookun Cho,Hiroo Iwata,N
Michel Deza,Hiroo Iwata,N
Albert Atserias,José M. Quintana,N
Paulo Roberto Freire Cunha,José M. Quintana,N
David E. Booth,Eero Sormunen,N
Md. Saidur Rahman 0001,Eero Sormunen,N
Vijay Varadharajan,Eero Sormunen,N
Masami Ito,Eero Sormunen,N
David E. Booth,Jeffery L. Kennington,N
Miro Kraetzl,Jeffery L. Kennington,N
D. Robert Iskander,Jeffery L. Kennington,N
Bram van Ginneken,Jeffery L. Kennington,N
Jürgen Dassow,Anuj Dawar,N
Peter Dadam,Anuj Dawar,P
Jürgen Dassow,Beat Jeckelmann,N
Matthew Ming-Fai Yuen,Beat Jeckelmann,N
Akio Koyama,Beat Jeckelmann,N
Ralph Etienne-Cummings,Beat Jeckelmann,N
Matthew Hennessy,Beat Jeckelmann,N
Jürgen Dassow,Ji-Ye Mao,N
Francesco Pinciroli,Ji-Ye Mao,N
Mathew J. Palakal,Ji-Ye Mao,N
M. Lynne Markus,Ji-Ye Mao,P
Jian Ma 0008,Ji-Ye Mao,P
Ron Chi-Wai Kwok,Ji-Ye Mao,P
Peter Dadam,John G. Gammack,N
Lisa Zhang,John G. Gammack,N
Peter Dadam,Kimmen Sjölander,N
Steven D. Galbraith,Kimmen Sjölander,P
Susana Nieva,Kimmen Sjölander,N
Peter Dadam,Klara Kedem,P
Frank De Clerck,Klara Kedem,N
Tadashi Ishihara,Klara Kedem,N
Peter Dadam,Manfred Reichert,P
Golan Yona,Manfred Reichert,N
Changjiu Zhou,Manfred Reichert,N
Thomas Bauer,Manfred Reichert,P
John Fox,Manfred Reichert,P
Kosaburo Hashiguchi,Manfred Reichert,N
Golan Yona,Anuj Srivastava,N
Golan Yona,Dinesh P. Mehta,N
Tracy Camp,Dinesh P. Mehta,N
Chein-I Chang,Dinesh P. Mehta,N
Golan Yona,Ran El-Yaniv,P
Ron Meir,Ran El-Yaniv,P
Xun Yu Zhou,Ran El-Yaniv,N
Pierre Matet,Ran El-Yaniv,N
Steven S. Seiden,Ran El-Yaniv,P
Schahram Dustdar,Ran El-Yaniv,N
Naftali Tishby,Ran El-Yaniv,P
Michael Ben-Or,Ran El-Yaniv,P
Lionel Moisan,Anup Basu,N
Kazuo Murota,Anup Basu,N
Lionel Moisan,Bidyut Baran Chaudhuri,N
Kar-Han Tan,Bidyut Baran Chaudhuri,N
Roy Want,Bidyut Baran Chaudhuri,P
Lionel Moisan,Jenq Kuen Lee,N
Sonia Fahmy,Jenq Kuen Lee,N
John A. Rose,Jenq Kuen Lee,N
Shi-Chun Tsai,Jenq Kuen Lee,P
Gang Wang,Eckart Zitzler,N
Robert D. Galliers,Eckart Zitzler,P
Costas Courcoubetis,Eckart Zitzler,N
Timothy W. Finin,Anupam Joshi,P
Yelena Yesha,Anupam Joshi,P
Timothy W. Finin,Henry Markram,N
Timothy W. Finin,Katia P. Sycara,P
Bin Yu,Katia P. Sycara,P
Walter F. Tichy,Katia P. Sycara,P
Jeffrey B. Remmel,Katia P. Sycara,P
John Mylopoulos,Katia P. Sycara,P
Igor E. Zverovich,Katia P. Sycara,N
Massimo Paolucci 0001,Katia P. Sycara,P
Timothy W. Finin,Yelena Yesha,P
Teresa Head-Gordon,Yelena Yesha,N
H. Raghav Rao,Yelena Yesha,P
Sam Kwong,Yelena Yesha,P
Yelena Yesha,Ranulph Glanville,N
Kalle Lyytinen,Ranulph Glanville,N
Shivkumar Kalyanaraman,Nasir Ghani,N
Jinwoo Kim 0001,Nasir Ghani,N
Deepak Kapur,Nasir Ghani,N
Shivkumar Kalyanaraman,Peter G. Harrison,N
Guoan Bi,Peter G. Harrison,P
William M. Tierney,Peter G. Harrison,P
Michael W. Berry,Peter G. Harrison,P
Shivkumar Kalyanaraman,Yuri Gurevich,P
Joseph S. Valacich,Yuri Gurevich,P
John S. Baras,Yuri Gurevich,P
Henry Fuchs,Aníbal Ollero,P
Henry Fuchs,Claudio S. Pinhanez,P
Hun-ok Lim,Claudio S. Pinhanez,N
Cheng-Yan Kao,Claudio S. Pinhanez,N
Edmund K. Burke,Claudio S. Pinhanez,N
Henry Fuchs,Joseph A. Konstan,P
Loren G. Terveen,Joseph A. Konstan,P
Ludger van Elst,Aníbal R. Figueiras-Vidal,N
Francisco Herrera,Aníbal R. Figueiras-Vidal,P
Jeffrey L. Solka,Xiaoqiu Huang 0001,N
Tao Jiang 0001,Xiaoqiu Huang 0001,P
Srinivas Aluru,Xiaoqiu Huang 0001,N
Kun-Mao Chao,Xiaoqiu Huang 0001,P
Renate A. Schmidt,Xiaoqiu Huang 0001,N
Anthony V. Robins,Xiaoqiu Huang 0001,N
Martin Karsten,Xiaoqiu Huang 0001,N
Ching-Fang Liaw,Apostolos Gkamas,N
Tibor Szabó,Apostolos Gkamas,N
John W. Fowler,Apostolos Gkamas,N
Juha Karhunen,Apostolos Gkamas,N
Ching-Fang Liaw,Marc Denecker,N
Robert M. Freund,Marc Denecker,N
Hui-Lan Lu,Marc Denecker,N
Ofer Arieli,Marc Denecker,N
Tibor Szabó,Van H. Vu,P
Nicholas C. Wormald,Van H. Vu,P
Antônio C. Roque-da-Silva,Van H. Vu,N
Camillo Fiorentini,Van H. Vu,N
Tatsuya Maruta,Van H. Vu,N
John W. Fowler,Ronald L. Graham,N
Chung-Kuan Cheng,Ronald L. Graham,P
Andrew Chi-Chih Yao,Ronald L. Graham,P
Juha Karhunen,Pedro López 0001,N
Alexandre X. Falcão,Pedro López 0001,N
Ubbo Visser,Pedro López 0001,N
Ivan Bratko,Appie van de Liefvoort,N
Johann Gasteiger,Appie van de Liefvoort,N
Eric Jui-Lin Lu,Appie van de Liefvoort,N
Ivan Bratko,Atsuo Murata,N
Eldar Fischer,Atsuo Murata,N
Betty Salzberg,Atsuo Murata,N
François Charpillet,Atsuo Murata,N
Johann Gasteiger,Eric Walter,N
Boris T. Polyak,Eric Walter,N
Soo-Mook Moon,Eric Walter,N
Ali El-Hajj,Eric Walter,N
Hong-Yuan Mark Liao,Eric Walter,N
Refael Hassin,Eric Walter,N
Johann Gasteiger,Igor S. Pandzic,P
Johann Gasteiger,Nguyen T. Thao,N
Luis E. Anido-Rifón,Nguyen T. Thao,N
Jun Li,Nguyen T. Thao,P
Eric Jui-Lin Lu,Yvon Maday,N
Mila Nikolova,Yvon Maday,N
Hadas Shachnai,Luís Moniz Pereira,P
PooGyeon Park,Luís Moniz Pereira,N
Samir Khuller,Hanan Samet,P
Walter Vogler,Hanan Samet,P
Gísli R. Hjaltason,Hanan Samet,P
Aline Chevalier,Hanan Samet,N
Marcin Paprzycki,Hanan Samet,P
Vance Faber,Aslihan Celik,N
Anindya Datta,Aslihan Celik,P
Gyula O. H. Katona,Aslihan Celik,N
Jeffrey F. Cohn,Aslihan Celik,N
Nicola Olivetti,Aslihan Celik,N
Vance Faber,William S. Evans,P
Eyal Kushilevitz,William S. Evans,P
David G. Kirkpatrick,William S. Evans,P
Fernando J. Von Zuben,William S. Evans,N
Alexa T. McCray,William S. Evans,P
Christiane Frougny,Arcangelo Distante,N
Christiane Frougny,Haruhisa Takahashi,N
Dani Lischinski,Haruhisa Takahashi,N
Chris Walshaw,Haruhisa Takahashi,N
Jin Xu,Haruhisa Takahashi,N
Art B. Owen,Archan Misra,N
Guillermo Rodríguez,Archan Misra,N
Ralf R. Müller,Archan Misra,N
Dug Hun Hong,Archan Misra,N
Art B. Owen,José-Luis Pérez-de-la-Cruz,N
Claude Kirchner,José-Luis Pérez-de-la-Cruz,N
Ana García-Serrano,José-Luis Pérez-de-la-Cruz,N
Sascha Ossowski,José-Luis Pérez-de-la-Cruz,N
Art B. Owen,Shin'ichi Oishi,N
Ralf R. Müller,Filippo Menczer,N
Craig W. Kirkwood,Filippo Menczer,N
Farshad Khorrami,Filippo Menczer,N
Dug Hun Hong,Yorick Wilks,N
Ramjee Prasad,Yorick Wilks,P
Kieron O'Hara,Yorick Wilks,P
Susanne Lehner,Yorick Wilks,N
Nicola Blefari-Melazzi,Yorick Wilks,P
Roberto da Silva Bigonha,Yorick Wilks,N
Enrico Franconi,Yorick Wilks,P
Mounia Lalmas,Ari Freund 0001,N
Pamela Samuelson,Ari Freund 0001,P
Mounia Lalmas,Ian Ruthven,P
Luc Longpré,Ian Ruthven,N
C. J. van Rijsbergen,Ian Ruthven,P
Pamela Samuelson,Russell Housley,N
David A. Wagner 0001,Russell Housley,P
David López Vilariño,Dieter Baum,N
Wolfgang Nejdl,Dieter Baum,N
Michael Krauthammer,Dieter Baum,N
Yoshitsugu Yamamoto,Dieter Baum,N
Michael Gertz,Dieter Baum,N
Gavin C. Cawley,Dieter Baum,N
Gi-Hong Im,Dieter Baum,N
Leslaw K. Bieniasz,Dieter Baum,N
David López Vilariño,Xose Manuel Pardo,P
Diego Cabello,Xose Manuel Pardo,P
Ondrej Sýkora,Xose Manuel Pardo,N
Scott O. Bradner,Xose Manuel Pardo,N
Cairong Zou,Xose Manuel Pardo,N
Martin Karsten,Xose Manuel Pardo,N
Alain Lascoux,Luis Martínez-López,N
Yon Dohn Chung,Luis Martínez-López,N
William J. Stewart,Luis Martínez-López,N
János C. Fodor,Luis Martínez-López,P
Roberto Cipolla,Luis Martínez-López,N
Alain Lascoux,Martin Buss,N
Günther Schmidt,Martin Buss,P
Carmen Coll,Martin Buss,N
Alain Lascoux,Masaru Uchiyama,P
H. C. Huang,Masaru Uchiyama,N
M. N. S. Swamy,Masaru Uchiyama,P
Jin-Soo Kim,Masaru Uchiyama,P
Nabanita Das,Masaru Uchiyama,N
Pedro Rangel Henriques,Maciej Drozdowski,N
Seth Lloyd,H. C. Huang,N
Minder Chen,H. C. Huang,N
Li Deng 0001,H. C. Huang,N
Seth Lloyd,Jeffrey H. Shapiro,N
Hoi-Kwong Lo,Jeffrey H. Shapiro,N
John W. Fisher III,Jeffrey H. Shapiro,N
Seth Lloyd,John Riedl,N
Alberto H. F. Laender,John Riedl,P
Loren G. Terveen,John Riedl,P
Jürgen Wolff von Gudenberg,John Riedl,N
Wen-Wei Lin,John Riedl,P
Seth Lloyd,Tetsuya Ishikawa,N
Hans-Arno Jacobsen,Tetsuya Ishikawa,N
Tianping Chen,Tetsuya Ishikawa,N
András Frank,Satoru Iwata 0001,P
Dae-Jin Kim,Satoru Iwata 0001,N
James F. Geelen,Satoru Iwata 0001,N
Tamás Fleiner,Satoru Iwata 0001,P
Tao Lin,Arie Feuer,N
Tao Lin,Flávio Oquendo,P
Alex Alves Freitas,Flávio Oquendo,P
Tao Lin,Jouni Pulliainen,N
Jing-Sheng Song,Jouni Pulliainen,N
Tao Lin,Liping Liu,N
Monika Rauch Henzinger,Liping Liu,N
Olof B. Widlund,Liping Liu,N
Marc Alexa,Liping Liu,N
Rajendra P. Srivastava,Liping Liu,N
Prakash P. Shenoy,Liping Liu,N
Tao Lin,Weldon A. Lodwick,N
Stephen Harris,Weldon A. Lodwick,N
John N. Carter,Weldon A. Lodwick,N
Tao Lin,William Bialek,N
Ahmed Helmy,William Bialek,N
Paul Le Guernic,William Bialek,P
Nick Rushby,William Bialek,N
Anna Liu,Ian Gorton,P
Alexander J. Smola,Ian Gorton,P
Jirí Wiedermann,Ian Gorton,N
Annie I. Antón,Ian Gorton,P
Costas N. Georghiades,Ian Gorton,N
Karsten Schwan,Ian Gorton,P
Anna Liu,Nathan Linial,P
Tracy Hall,Nathan Linial,N
Jirí Matousek 0001,Nathan Linial,P
Bu-Sung Lee,Nathan Linial,P
Josien P. W. Pluim,Arie Hordijk,N
Josien P. W. Pluim,Denis Naddef,N
Yuval Shavitt,Denis Naddef,N
Massimo Melucci,Denis Naddef,N
Thomas M. Liebling,Denis Naddef,N
James F. Power,Denis Naddef,N
Valentina S. Harizanov,Denis Naddef,N
Josien P. W. Pluim,José Luiz Fiadeiro,N
Leonid Khachiyan,José Luiz Fiadeiro,P
Andrzej Tarlecki,José Luiz Fiadeiro,P
Harold N. Gabow,José Luiz Fiadeiro,P
Michel Wermelinger,José Luiz Fiadeiro,P
Justo Puerto,Arie Tamir,N
Wlodzimierz Ogryczak,Arie Tamir,N
Janusz A. Starzyk,Arie Tamir,N
Justo Puerto,Elena Fernández,P
Ron Oliver,Elena Fernández,N
Ante Graovac,Elena Fernández,N
Kwei-Jay Lin,Elena Fernández,N
Ram D. Gopal,Elena Fernández,P
Erica Melis,Elena Fernández,N
Wlodzimierz Ogryczak,David N. Kennedy,N
Edward Herskovits,David N. Kennedy,N
Erik De Schutter,David N. Kennedy,N
Giorgio A. Ascoli,David N. Kennedy,N
P. Mark Kayll,David N. Kennedy,N
Pascale Charpin,David N. Kennedy,N
Akira Ito,David N. Kennedy,N
Nguyen Huong Lam,David N. Kennedy,N
Arthur W. Toga,David N. Kennedy,N
Roberto Scopigno,David N. Kennedy,N
Wlodzimierz Ogryczak,Renata Mansini,N
Ulrich Pferschy,Renata Mansini,P
Janusz A. Starzyk,Neal Glew,N
Riste Skrekovski,Neal Glew,N
David Walker,Neal Glew,P
Mohamed Cheriet,Neal Glew,N
Gadi Fibich,Joachim Hammer,P
Tzong-Chen Wu,Joachim Hammer,N
Lode Nachtergaele,Joachim Hammer,P
Abdelsalam Helal,Joachim Hammer,P
Mikhail J. Atallah,Joachim Hammer,P
Gadi Fibich,Lazaros F. Merakos,N
Alexandros Kaloxylos,Lazaros F. Merakos,P
Jan A. Van Mieghem,Lazaros F. Merakos,N
Frank Plastria,Lazaros F. Merakos,N
Gadi Fibich,Muxiang Zhang,N
Michael F. P. O'Boyle,Muxiang Zhang,N
Salvatore Sessa,Muxiang Zhang,N
Pak-Lok Poon,Muxiang Zhang,N
Gadi Fibich,Rumen Andonov,N
J. Alison Noble,Rumen Andonov,P
Nicola Yanev,Rumen Andonov,P
Karen R. Sollins,Lakhmi C. Jain,P
Ravi Jain,Lakhmi C. Jain,P
Boris N. Khoromskij,Lakhmi C. Jain,N
Jeng-Shyang Pan,Lakhmi C. Jain,P
Damminda Alahakoon,Lakhmi C. Jain,P
Anthony M. Bloch,Mary Zajicek,N
Christophe De Vleeschouwer,Mary Zajicek,N
Andrea E. F. Clementi,Mary Zajicek,N
Michael R. Berthold,Mary Zajicek,N
Y. H. Chen,Mary Zajicek,N
Alois Knoll,Mary Zajicek,N
James A. Bucklew,Mary Zajicek,N
Pablo Varona,Mary Zajicek,N
Jochen Lang,Hendrik P. A. Lensch,N
Jinde Cao,Hendrik P. A. Lensch,N
Rudolf Freund,Hendrik P. A. Lensch,N
Wolfgang Heidrich,Hendrik P. A. Lensch,P
Marcus A. Magnor,Hendrik P. A. Lensch,P
Matt Welsh,Hendrik P. A. Lensch,N
Jochen Lang,Marcus A. Magnor,N
Lin Yang,Marcus A. Magnor,N
Giuseppe Longo,Marcus A. Magnor,N
Bernd Girod,Marcus A. Magnor,P
Jörg Haber,Marcus A. Magnor,P
Franco Barbanera,Marcus A. Magnor,N
Jochen Lang,Ruey-Feng Chang,N
Michael O. Ball,Ruey-Feng Chang,N
Sujit Dey,Ruey-Feng Chang,P
Leah A. Lievrouw,Ruey-Feng Chang,N
Jochen Lang,Ziming Liu,N
Scott A. Mahlke,Ziming Liu,N
Michael Luby,Ziming Liu,N
Hideaki Takanobu,Ziming Liu,N
Andrew Chi-Sing Leung,Ziming Liu,N
Philippe Loubaton,Parag C. Pendharkar,N
Giangiacomo Gerla,Parag C. Pendharkar,N
Adam Kalai,Parag C. Pendharkar,N
James A. Rodger,Parag C. Pendharkar,P
Yehuda Roditty,José E. Moreira,N
Antonio González 0001,José E. Moreira,P
Tsuhan Chen,Michael Clausen,N
Arno Scharl,Michael Clausen,N
Tsuhan Chen,Shing-Chow Chan,P
Bernhard Koerber,Shing-Chow Chan,N
Tsuhan Chen,Xiaola Lin,P
Rolf Klein,Xiaola Lin,P
Randall J. LeVeque,Xiaola Lin,N
Micha Sharir,Ross D. King,P
Hannu Toivonen,Ross D. King,P
Stefan Kramer 0001,Ross D. King,P
Masahiko Yachida,Ross D. King,P
T. Yung Kong,Ross D. King,N
Valerio Pascucci,Herbert Edelsbrunner,P
Mohsen A. Jafari,Herbert Edelsbrunner,P
Simon Parsons,Herbert Edelsbrunner,P
Valerio Pascucci,Ian D. Walker,P
Todd M. Austin,Ian D. Walker,P
Valerio Pascucci,Rafael A. Irizarry,N
Hajo Broersma,Rafael A. Irizarry,N
Julio Ortega,Rafael A. Irizarry,N
Terence P. Speed,Rafael A. Irizarry,N
Jean-Pierre Barbot,Koichi Niijima,N
John Guckenheimer,Koichi Niijima,N
Jean-Pierre Barbot,Wei Kang 0001,N
Oliver Riordan,Wei Kang 0001,N
Arthur J. Krener,Wei Kang 0001,N
Jeremy P. Spinrad,Wei Kang 0001,N
Ashfaq A. Khokhar,Wei Kang 0001,N
Zhen Liu,Aristide Mingozzi,P
Xavier Pueyo,Aristide Mingozzi,N
Zhen Liu,Haesun Park,P
Weili Wu,Haesun Park,P
Kewen Wang,Haesun Park,N
Zhen Liu,Weili Wu,P
Ronald Chung,Weili Wu,N
Jianhua Sun,Weili Wu,P
Stein W. Wallace,Aristidis Likas,N
Stein W. Wallace,Chung-Lin Huang,N
Mathias Paulin,Chung-Lin Huang,N
Wen-Liang Hwang,Chung-Lin Huang,P
Brad A. Myers,Chung-Lin Huang,P
Yiu-Wing Leung,Kam-yiu Lam,N
Joseph L. Hellerstein,Kam-yiu Lam,P
Adriano Camps,Kam-yiu Lam,N
Kostas J. Kyriakopoulos,Kam-yiu Lam,N
Yiu-Wing Leung,Nobuaki Minematsu,N
Fernando G. Lobo,Nobuaki Minematsu,N
Sy-Yen Kuo,Nobuaki Minematsu,P
Luc Florack,George N. Rouskas,N
Soe-Tsyr Yuan,George N. Rouskas,N
Baochun Li,Konstantinos I. Diamantaras,P
Danny Raz,Konstantinos I. Diamantaras,P
Harold C. Relyea,Nelson Maculan,N
Francesco Maffioli,Nelson Maculan,P
Abilio Lucena,Nelson Maculan,N
Yu-Kwong Kwok,Nelson Maculan,P
Seungwon Choi,Fritz H. Grupe,N
William L. Kuechler Jr.,Fritz H. Grupe,N
Jun Zhang,Fritz H. Grupe,N
Makoto Takizawa 0001,Fritz H. Grupe,N
Rainer E. Burkard,Fritz H. Grupe,N
Seungwon Choi,Tao Tang,N
Furio Honsell,Tao Tang,N
Peter Schröder,Tao Tang,N
Usama M. Fayyad,Tao Tang,N
Ningning Yan,Tao Tang,N
Wenbin Liu,Tao Tang,N
Seungwon Choi,Tolga M. Duman,N
Kenichi Morita,Tolga M. Duman,N
Edward G. Coffman Jr.,Tolga M. Duman,N
Sherif Kamel,Tolga M. Duman,N
Fernando A. C. Gomide,Tolga M. Duman,N
Yucel Altunbasak,Tolga M. Duman,N
Stefano Stramigioli,Tolga M. Duman,N
Maria Petrou,Farrokh Marvasti,N
Nohpill Park,Farrokh Marvasti,N
Bane V. Vasic,Farrokh Marvasti,N
Alan L. Yuille,Genghua Fan,P
Kate J. Garland,Genghua Fan,N
Tasso J. Kaper,Sivan Toledo,N
Christoph Lüth,Sivan Toledo,N
Stefano Lonardi,Sivan Toledo,P
Tasso J. Kaper,Stefano Russo,N
Moreno Falaschi,Stefano Russo,P
Anuj Dawar,Stefano Russo,P
Hirohisa Hirukawa,Stefano Russo,P
Tasso J. Kaper,Sylvie Galichet,N
Roberto Bagnara,Sylvie Galichet,N
Martin Erwig,Arjen P. de Vries,P
Erik Reinhard,Arjen P. de Vries,N
Christine M. O'Keefe,Arjen P. de Vries,N
Martin Erwig,Sujoy Ghose,N
Daniel Thalmann,Sujoy Ghose,P
Erik Reinhard,Olivier Bonaventure,N
Li Lin,Olivier Bonaventure,N
Christine M. O'Keefe,Kurt Maly,P
Christine M. O'Keefe,Martin S. Olivier,N
Jan H. P. Eloff,Martin S. Olivier,P
Anantaram Balakrishnan,Luciano Alparone,N
Gilles Burel,Luciano Alparone,N
Li-Da Tong,Luciano Alparone,N
Uri Wilensky,Luciano Alparone,N
Anantaram Balakrishnan,Xiu Ye,N
Carol Friedman,Xiu Ye,N
David Clark,Raffaele Giancarlo,N
Mary Czerwinski,Raffaele Giancarlo,P
Andrew Hunter,Raffaele Giancarlo,N
Soo Ngee Koh,Raffaele Giancarlo,N
David Sankoff,Raffaele Giancarlo,P
Seng Wai Loke,Riichiro Mizoguchi,P
Peter Scheuermann,Riichiro Mizoguchi,P
Debasis Kundu,Riichiro Mizoguchi,N
Leslie P. Willcocks,Armando Barreto,N
Ignacio Requena,Armando Blanco,P
José L. Verdegay,Armando Blanco,P
Martin Vetterli,Armando Blanco,P
Rajiv Kohli,Armando Blanco,N
Ignacio Requena,Miguel Delgado,P
János C. Fodor,Miguel Delgado,P
Martin Vetterli,Thomas M. Liebling,P
Martín Matamala,Thomas M. Liebling,N
Rajiv Kohli,K. R. Ramakrishnan,N
Bhavani M. Thuraisingham,K. R. Ramakrishnan,P
Rajiv Kohli,Xavier Pueyo,N
Chiang Kao,Xavier Pueyo,N
Luiz Velho,Xavier Pueyo,N
Jinchao Xu,Xavier Pueyo,N
David A. Patterson,Halim Yanikomeroglu,N
Hamid Aghvami,Halim Yanikomeroglu,N
Sayandev Mukherjee,Halim Yanikomeroglu,N
Olli Nevalainen,Halim Yanikomeroglu,N
David A. Patterson,Seng Wai Loke,P
Rafael Domínguez-Castro,Seng Wai Loke,N
Demetres D. Kouvatsos,Karl Jug,N
Roman Borisyuk,Karl Jug,N
Demetres D. Kouvatsos,Simonetta Balsamo,N
Esther M. Arkin,Simonetta Balsamo,P
Paola Inverardi,Simonetta Balsamo,P
Bin Li,Simonetta Balsamo,N
Tracy Camp,Piero Fariselli,N
Tomoya Enokido,Piero Fariselli,N
Moez Limayem,Piero Fariselli,N
Christopher J. Rawlings,Piero Fariselli,N
Vincenza Carchiolo,Piero Fariselli,N
Tracy Camp,Richard E. Ladner,P
Mourad Chabane Oussalah,Richard E. Ladner,N
Monika Agrawal,Armin B. Cremers,N
Joel David Hamkins,Armin B. Cremers,N
Tong Zhang 0001,Armin B. Cremers,P
Monika Agrawal,Masaaki Honda,N
Kim-Chuan Toh,Masaaki Honda,N
Isabelle E. Magnin,Masaaki Honda,N
Monika Agrawal,Olivier Besson,N
Antonella Molinaro,Olivier Besson,N
Masayuki Kawamata,Olivier Besson,N
Joel David Hamkins,Helmut Prodinger,P
Patrizio Tomei,Helmut Prodinger,N
Anthony Finkelstein,Helmut Prodinger,P
Guy Louchard,Helmut Prodinger,P
Jocelyne Troccaz,Helmut Prodinger,P
Tong Zhang 0001,Bo Hu,N
Chung-Kuan Cheng,Bo Hu,N
Malgorzata Marek-Sadowska,Bo Hu,N
Norman C. Beaulieu,Bo Hu,N
Luc Devroye,Bo Hu,N
Tong Zhang 0001,Luis E. Anido-Rifón,N
Bertrand Meyer 0001,Luis E. Anido-Rifón,N
Jae-Nam Lee,Luis E. Anido-Rifón,N
Klaus Havelund,Armin Biere,P
Manfred Broy,Armin Biere,P
Angèle M. Hamel,Armin Biere,N
Klaus Havelund,Grigore Rosu,N
David Sankoff,Grigore Rosu,N
Jacques Ferber,Grigore Rosu,N
Klaus Havelund,Manish Parashar,N
Hunter G. Hoffman,Manish Parashar,N
Ralph L. Keeney,Manish Parashar,N
Haris Lekatsas,Manish Parashar,N
Nikolaos Papaspyrou,Manish Parashar,N
C. Victor Jongeneel,Manish Parashar,N
Manfred Broy,Jerry Fjermestad,P
Erich Novak,Jerry Fjermestad,N
