,source,target,prediction
88248,Nathalie Japkowicz,Tianzi Jiang,N
88249,Nathalie Japkowicz,Tianzi Jiang,N
88250,Nathalie Japkowicz,Tianzi Jiang,N
88251,Mitsuo Gen,Tibor Braun,N
88252,Mitsuo Gen,Tibor Braun,N
88253,Mitsuo Gen,Tibor Braun,N
88254,Alireza Karimi,Tibor Braun,N
88255,Alireza Karimi,Tibor Braun,N
88256,Alireza Karimi,Tibor Braun,N
88257,Young-Bae Ko,Tibor Cinkler,N
88258,Young-Bae Ko,Tibor Cinkler,N
88259,Young-Bae Ko,Tibor Cinkler,N
88260,Marco Gori,Tibor Cinkler,N
88261,Marco Gori,Tibor Cinkler,N
88262,Marco Gori,Tibor Cinkler,N
88263,Jian-Xin Xu 0001,Tibor Cinkler,N
88264,Jian-Xin Xu 0001,Tibor Cinkler,N
88265,Jian-Xin Xu 0001,Tibor Cinkler,N
88266,Albert M. Chan,Tibor Cinkler,N
88267,Albert M. Chan,Tibor Cinkler,N
88268,Albert M. Chan,Tibor Cinkler,N
88269,Gavriel Salvendy,Tibor Csendes,N
88270,Gavriel Salvendy,Tibor Csendes,N
88271,Gavriel Salvendy,Tibor Csendes,N
88272,Hans Lehrach,Tibor Csendes,N
88273,Hans Lehrach,Tibor Csendes,N
88274,Hans Lehrach,Tibor Csendes,N
88275,Conor Heneghan,Tibor Jordán,N
88276,Conor Heneghan,Tibor Jordán,N
88277,Conor Heneghan,Tibor Jordán,N
88278,David T. Stanton,Tibor Jordán,N
88279,David T. Stanton,Tibor Jordán,N
88280,David T. Stanton,Tibor Jordán,N
88281,Paul M. J. Van den Hof,Tibor Szabó,N
88282,Paul M. J. Van den Hof,Tibor Szabó,N
88283,Paul M. J. Van den Hof,Tibor Szabó,N
88284,Bertrand M. Hochwald,Tibor Szabó,N
88285,Bertrand M. Hochwald,Tibor Szabó,N
88286,Bertrand M. Hochwald,Tibor Szabó,N
88287,Chung-Ping Chung,Tien-Fu Chen,N
88288,Chung-Ping Chung,Tien-Fu Chen,N
88289,Chung-Ping Chung,Tien-Fu Chen,N
88290,Jean Jyh-Jiun Shann,Tien-Fu Chen,N
88291,Jean Jyh-Jiun Shann,Tien-Fu Chen,N
88292,Jean Jyh-Jiun Shann,Tien-Fu Chen,N
88293,Tatsuya Maruta,Tien-Fu Chen,N
88294,Tatsuya Maruta,Tien-Fu Chen,N
88295,Tatsuya Maruta,Tien-Fu Chen,N
88296,Jae Soo Yoo,Tien-Fu Chen,N
88297,Jae Soo Yoo,Tien-Fu Chen,N
88298,Jae Soo Yoo,Tien-Fu Chen,N
88299,Mikhail H. Klin,Tien-Fu Chen,N
88300,Mikhail H. Klin,Tien-Fu Chen,N
88301,Mikhail H. Klin,Tien-Fu Chen,N
88302,James A. Foster,Tien-Fu Chen,N
88303,James A. Foster,Tien-Fu Chen,N
88304,James A. Foster,Tien-Fu Chen,N
88305,Chi-Keung Tang,Tien-Tsin Wong,N
88306,Chi-Keung Tang,Tien-Tsin Wong,N
88307,Chi-Keung Tang,Tien-Tsin Wong,N
88308,Chi-Sing Leung,Tien-Tsin Wong,N
88309,Chi-Sing Leung,Tien-Tsin Wong,N
88310,Chi-Sing Leung,Tien-Tsin Wong,N
88311,Steven T. Dougherty,Tien-Tsin Wong,N
88312,Steven T. Dougherty,Tien-Tsin Wong,N
88313,Steven T. Dougherty,Tien-Tsin Wong,N
88314,Benar Fux Svaiter,Tien-Tsin Wong,N
88315,Benar Fux Svaiter,Tien-Tsin Wong,N
88316,Benar Fux Svaiter,Tien-Tsin Wong,N
88317,Andrean Goede,Tien-Tsin Wong,N
88318,Andrean Goede,Tien-Tsin Wong,N
88319,Andrean Goede,Tien-Tsin Wong,N
88320,Jacques A. de Guise,Tieniu Tan,N
88321,Jacques A. de Guise,Tieniu Tan,N
88322,Jacques A. de Guise,Tieniu Tan,N
88323,Milan Randic,Tieniu Tan,N
88324,Milan Randic,Tieniu Tan,N
88325,Milan Randic,Tieniu Tan,N
88326,Kevin Burrage,Till Mossakowski,N
88327,Kevin Burrage,Till Mossakowski,N
88328,Kevin Burrage,Till Mossakowski,N
88329,Rui T. Valadas,Tim Bergin,N
88330,Rui T. Valadas,Tim Bergin,N
88331,Rui T. Valadas,Tim Bergin,N
88332,Erik G. Ström,Tim C. Tozer,N
88333,Erik G. Ström,Tim C. Tozer,N
88334,Erik G. Ström,Tim C. Tozer,N
88335,Mayuram S. Krishnan,Tim Culver,N
88336,Mayuram S. Krishnan,Tim Culver,N
88337,Mayuram S. Krishnan,Tim Culver,N
88338,W. Eric L. Grimson,Tim Culver,N
88339,W. Eric L. Grimson,Tim Culver,N
88340,W. Eric L. Grimson,Tim Culver,N
88341,Graham Cameron,Tim J. P. Hubbard,N
88342,Graham Cameron,Tim J. P. Hubbard,N
88343,Graham Cameron,Tim J. P. Hubbard,N
88344,Heikki Lehväslaiho,Tim J. P. Hubbard,N
88345,Heikki Lehväslaiho,Tim J. P. Hubbard,N
88346,Heikki Lehväslaiho,Tim J. P. Hubbard,N
88347,James A. Smith,Tim J. P. Hubbard,N
88348,James A. Smith,Tim J. P. Hubbard,N
88349,James A. Smith,Tim J. P. Hubbard,N
88350,Shaul Markovitch,Tim J. P. Hubbard,N
88351,Shaul Markovitch,Tim J. P. Hubbard,N
88352,Shaul Markovitch,Tim J. P. Hubbard,N
88353,Ying Hu,Tim Menzies,N
88354,Ying Hu,Tim Menzies,N
88355,Ying Hu,Tim Menzies,N
88356,Li Deng,Tim Menzies,N
88357,Li Deng,Tim Menzies,N
88358,Li Deng,Tim Menzies,N
88359,Antonio Fernández-Caballero,Tim Menzies,N
88360,Antonio Fernández-Caballero,Tim Menzies,N
88361,Antonio Fernández-Caballero,Tim Menzies,N
88362,Li-Da Tong,Tim Penttila,N
88363,Li-Da Tong,Tim Penttila,N
88364,Li-Da Tong,Tim Penttila,N
88365,J. Wenny Rahayu,Tim Sheard,N
88366,J. Wenny Rahayu,Tim Sheard,N
88367,J. Wenny Rahayu,Tim Sheard,N
88368,Alain Guénoche,Tim Sheard,N
88369,Alain Guénoche,Tim Sheard,N
88370,Alain Guénoche,Tim Sheard,N
88371,Carlos Munuera,Tim Weitzel,N
88372,Carlos Munuera,Tim Weitzel,N
88373,Carlos Munuera,Tim Weitzel,N
88374,Arno Scharl,Timon C. Du,N
88375,Arno Scharl,Timon C. Du,N
88376,Arno Scharl,Timon C. Du,N
88377,Tran Cao Son,Timon C. Du,N
88378,Tran Cao Son,Timon C. Du,N
88379,Tran Cao Son,Timon C. Du,N
88380,Dirk Janssens,Timon C. Du,N
88381,Dirk Janssens,Timon C. Du,N
88382,Dirk Janssens,Timon C. Du,N
88383,Esmond G. Ng,Timothy A. Davis 0001,N
88384,Esmond G. Ng,Timothy A. Davis 0001,N
88385,Esmond G. Ng,Timothy A. Davis 0001,N
88386,Hideaki Takanobu,Timothy A. Davis 0001,N
88387,Hideaki Takanobu,Timothy A. Davis 0001,N
88388,Hideaki Takanobu,Timothy A. Davis 0001,N
88389,Mikkel Thorup,Timothy Clark,N
88390,Mikkel Thorup,Timothy Clark,N
88391,Mikkel Thorup,Timothy Clark,N
88392,Zbigniew Lonc,Timothy Clark,N
88393,Zbigniew Lonc,Timothy Clark,N
88394,Zbigniew Lonc,Timothy Clark,N
88395,Yi Zhang,Timothy J. Lowe,N
88396,Yi Zhang,Timothy J. Lowe,N
88397,Yi Zhang,Timothy J. Lowe,N
88398,B. John Oommen,Timothy J. Lowe,N
88399,B. John Oommen,Timothy J. Lowe,N
88400,B. John Oommen,Timothy J. Lowe,N
88401,Chin-Chen Chang 0001,Timothy K. Shih,N
88402,Chin-Chen Chang 0001,Timothy K. Shih,N
88403,Chin-Chen Chang 0001,Timothy K. Shih,N
88404,Iuon-Chang Lin,Timothy K. Shih,N
88405,Iuon-Chang Lin,Timothy K. Shih,N
88406,Iuon-Chang Lin,Timothy K. Shih,N
88407,Qing Li 0001,Timothy K. Shih,N
88408,Qing Li 0001,Timothy K. Shih,N
88409,Qing Li 0001,Timothy K. Shih,N
88410,Sheng-Tun Li,Timothy K. Shih,N
88411,Sheng-Tun Li,Timothy K. Shih,N
88412,Sheng-Tun Li,Timothy K. Shih,N
88413,Won Kim 0001,Timothy K. Shih,N
88414,Won Kim 0001,Timothy K. Shih,N
88415,Won Kim 0001,Timothy K. Shih,N
88416,Dong Xuan,Timothy K. Shih,N
88417,Dong Xuan,Timothy K. Shih,N
88418,Dong Xuan,Timothy K. Shih,N
88419,W. Eric L. Grimson,Timothy K. Shih,N
88420,W. Eric L. Grimson,Timothy K. Shih,N
88421,W. Eric L. Grimson,Timothy K. Shih,N
88422,Walter Kellermann,Timothy Lethbridge,N
88423,Walter Kellermann,Timothy Lethbridge,N
88424,Walter Kellermann,Timothy Lethbridge,N
88425,Juan Liu,Timothy Lethbridge,N
88426,Juan Liu,Timothy Lethbridge,N
88427,Juan Liu,Timothy Lethbridge,N
88428,James F. Power,Timothy M. Chan,N
88429,James F. Power,Timothy M. Chan,N
88430,James F. Power,Timothy M. Chan,N
88431,Jin Xu,Timothy M. Chan,N
88432,Jin Xu,Timothy M. Chan,N
88433,Jin Xu,Timothy M. Chan,N
88434,Benjamin Doerr,Timothy M. Chan,N
88435,Benjamin Doerr,Timothy M. Chan,N
88436,Benjamin Doerr,Timothy M. Chan,N
88437,Mark N. Ellingham,Timothy M. Chan,N
88438,Mark N. Ellingham,Timothy M. Chan,N
88439,Mark N. Ellingham,Timothy M. Chan,N
88440,Jack H. Koolen,Timothy Mark Pinkston,N
88441,Jack H. Koolen,Timothy Mark Pinkston,N
88442,Jack H. Koolen,Timothy Mark Pinkston,N
88443,Yuji Oie,Timothy Mark Pinkston,N
88444,Yuji Oie,Timothy Mark Pinkston,N
88445,Yuji Oie,Timothy Mark Pinkston,N
88446,Takanori Shibata,Timothy Mark Pinkston,N
88447,Takanori Shibata,Timothy Mark Pinkston,N
88448,Takanori Shibata,Timothy Mark Pinkston,N
88449,Shi-Jinn Horng,Timothy Mark Pinkston,N
88450,Shi-Jinn Horng,Timothy Mark Pinkston,N
88451,Shi-Jinn Horng,Timothy Mark Pinkston,N
88452,Sachin S. Sapatnekar,Timothy N. Davidson,N
88453,Sachin S. Sapatnekar,Timothy N. Davidson,N
88454,Sachin S. Sapatnekar,Timothy N. Davidson,N
88455,Larry L. Peterson,Timothy Roscoe,N
88456,Larry L. Peterson,Timothy Roscoe,N
88457,Larry L. Peterson,Timothy Roscoe,N
88458,Aristidis Likas,Timothy Roscoe,N
88459,Aristidis Likas,Timothy Roscoe,N
88460,Aristidis Likas,Timothy Roscoe,N
88461,Deepa Kundur,Timothy W. Finin,N
88462,Deepa Kundur,Timothy W. Finin,N
88463,Deepa Kundur,Timothy W. Finin,N
88464,Eshel Ben-Jacob,Timothy W. Finin,N
88465,Eshel Ben-Jacob,Timothy W. Finin,N
88466,Eshel Ben-Jacob,Timothy W. Finin,N
88467,Alfred Taudes,Timothy W. Finin,N
88468,Alfred Taudes,Timothy W. Finin,N
88469,Alfred Taudes,Timothy W. Finin,N
88470,Marc J. van Kreveld,Timothy W. Finin,N
88471,Marc J. van Kreveld,Timothy W. Finin,N
88472,Marc J. van Kreveld,Timothy W. Finin,N
88473,Subhash Bhalla,Tin Kam Ho,N
88474,Subhash Bhalla,Tin Kam Ho,N
88475,Subhash Bhalla,Tin Kam Ho,N
88476,Sos S. Agaian,Tin Kam Ho,N
88477,Sos S. Agaian,Tin Kam Ho,N
88478,Sos S. Agaian,Tin Kam Ho,N
88479,Ali F. Farhoomand,Tin Kam Ho,N
88480,Ali F. Farhoomand,Tin Kam Ho,N
88481,Ali F. Farhoomand,Tin Kam Ho,N
88482,Vladimir Brusic,Tin Wee Tan,N
88483,Vladimir Brusic,Tin Wee Tan,N
88484,Vladimir Brusic,Tin Wee Tan,N
88485,Nathalie Japkowicz,Tin Wee Tan,N
88486,Nathalie Japkowicz,Tin Wee Tan,N
88487,Nathalie Japkowicz,Tin Wee Tan,N
88488,Yong He,Ting Chen,N
88489,Yong He,Ting Chen,N
88490,Yong He,Ting Chen,N
88491,Mark A. Duchaineau,Ting Chen,N
88492,Mark A. Duchaineau,Ting Chen,N
88493,Mark A. Duchaineau,Ting Chen,N
88494,Marianne Winslett,Ting Yu,N
88495,Marianne Winslett,Ting Yu,N
88496,Marianne Winslett,Ting Yu,N
88497,Fakhri Karray,Ting Yu,N
88498,Fakhri Karray,Ting Yu,N
88499,Fakhri Karray,Ting Yu,N
88500,Pierre Alliez,Ting Yu,N
88501,Pierre Alliez,Ting Yu,N
88502,Pierre Alliez,Ting Yu,N
88503,Martin Leucker,Ting Yu,N
88504,Martin Leucker,Ting Yu,N
88505,Martin Leucker,Ting Yu,N
88506,Hirohisa Hirukawa,Ting Yu,N
88507,Hirohisa Hirukawa,Ting Yu,N
88508,Hirohisa Hirukawa,Ting Yu,N
88509,Ashish Goel,Ting Yu,N
88510,Ashish Goel,Ting Yu,N
88511,Ashish Goel,Ting Yu,N
88512,Marc Daumas,Ting-Peng Liang,N
88513,Marc Daumas,Ting-Peng Liang,N
88514,Marc Daumas,Ting-Peng Liang,N
88515,Enrico Zio,Ting-Peng Liang,N
88516,Enrico Zio,Ting-Peng Liang,N
88517,Enrico Zio,Ting-Peng Liang,N
88518,Fu-Shiung Hsieh,Ting-Peng Liang,N
88519,Fu-Shiung Hsieh,Ting-Peng Liang,N
88520,Fu-Shiung Hsieh,Ting-Peng Liang,N
88521,Yue-Shan Chang,Ting-Peng Liang,N
88522,Yue-Shan Chang,Ting-Peng Liang,N
88523,Yue-Shan Chang,Ting-Peng Liang,N
88524,Imrich Vrto,Tiziana Calamoneri,N
88525,Imrich Vrto,Tiziana Calamoneri,N
88526,Imrich Vrto,Tiziana Calamoneri,N
88527,Miriam Di Ianni,Tiziana Calamoneri,N
88528,Miriam Di Ianni,Tiziana Calamoneri,N
88529,Miriam Di Ianni,Tiziana Calamoneri,N
88530,Yongduek Seo,Tiziana Calamoneri,N
88531,Yongduek Seo,Tiziana Calamoneri,N
88532,Yongduek Seo,Tiziana Calamoneri,N
88533,Mircea R. Stan,Tiziana Calamoneri,N
88534,Mircea R. Stan,Tiziana Calamoneri,N
88535,Mircea R. Stan,Tiziana Calamoneri,N
88536,Roy Dz-Ching Ju,Tiziana Calamoneri,N
88537,Roy Dz-Ching Ju,Tiziana Calamoneri,N
88538,Roy Dz-Ching Ju,Tiziana Calamoneri,N
88539,Enrico Macii,Tiziana Catarci,N
88540,Enrico Macii,Tiziana Catarci,N
88541,Enrico Macii,Tiziana Catarci,N
88542,Joe D. Warren,Tiziana Catarci,N
88543,Joe D. Warren,Tiziana Catarci,N
88544,Joe D. Warren,Tiziana Catarci,N
88545,Guanrong Chen,Tiziana Catarci,N
88546,Guanrong Chen,Tiziana Catarci,N
88547,Guanrong Chen,Tiziana Catarci,N
88548,Bertram Ludäscher,Tiziana Catarci,N
88549,Bertram Ludäscher,Tiziana Catarci,N
88550,Bertram Ludäscher,Tiziana Catarci,N
88551,Steve Reeves,Tiziana Catarci,N
88552,Steve Reeves,Tiziana Catarci,N
88553,Steve Reeves,Tiziana Catarci,N
88554,Hugh Glaser,Tiziana Margaria,N
88555,Hugh Glaser,Tiziana Margaria,N
88556,Hugh Glaser,Tiziana Margaria,N
88557,Yiyan Wu,Tjeng Thiang Tjhung,N
88558,Yiyan Wu,Tjeng Thiang Tjhung,N
88559,Yiyan Wu,Tjeng Thiang Tjhung,N
88560,Zhide Hu,Tjeng Thiang Tjhung,N
88561,Zhide Hu,Tjeng Thiang Tjhung,N
88562,Zhide Hu,Tjeng Thiang Tjhung,N
88563,Ronaldo Fumio Hashimoto,Tobias Nipkow,N
88564,Ronaldo Fumio Hashimoto,Tobias Nipkow,N
88565,Ronaldo Fumio Hashimoto,Tobias Nipkow,N
88566,Stephen B. Wicker,Toby Berger,N
88567,Stephen B. Wicker,Toby Berger,N
88568,Stephen B. Wicker,Toby Berger,N
88569,Michal Parnas,Toby Berger,N
88570,Michal Parnas,Toby Berger,N
88571,Michal Parnas,Toby Berger,N
88572,John A. Clark,Toby Berger,N
88573,John A. Clark,Toby Berger,N
88574,John A. Clark,Toby Berger,N
88575,Holger Karl,Toby J. Gibson,N
88576,Holger Karl,Toby J. Gibson,N
88577,Holger Karl,Toby J. Gibson,N
88578,Patrick Th. Eugster,Toby J. Gibson,N
88579,Patrick Th. Eugster,Toby J. Gibson,N
88580,Patrick Th. Eugster,Toby J. Gibson,N
88581,S. Seshadri,Toby J. Gibson,N
88582,S. Seshadri,Toby J. Gibson,N
88583,S. Seshadri,Toby J. Gibson,N
88584,Joseph O'Rourke,Toby J. Gibson,N
88585,Joseph O'Rourke,Toby J. Gibson,N
88586,Joseph O'Rourke,Toby J. Gibson,N
88587,Wanlei Zhou,Toby Walsh,N
88588,Wanlei Zhou,Toby Walsh,N
88589,Wanlei Zhou,Toby Walsh,N
88590,Masayuki Murata,Toby Walsh,N
88591,Masayuki Murata,Toby Walsh,N
88592,Masayuki Murata,Toby Walsh,N
88593,Ron Sun,Toby Walsh,N
88594,Ron Sun,Toby Walsh,N
88595,Ron Sun,Toby Walsh,N
88596,Chaitali Chakrabarti,Todd M. Austin,N
88597,Chaitali Chakrabarti,Todd M. Austin,N
88598,Chaitali Chakrabarti,Todd M. Austin,N
88599,Haruhisa Takahashi,Todd M. Austin,N
88600,Haruhisa Takahashi,Todd M. Austin,N
88601,Haruhisa Takahashi,Todd M. Austin,N
88602,Bashar Nuseibeh,Todd M. Austin,N
88603,Bashar Nuseibeh,Todd M. Austin,N
88604,Bashar Nuseibeh,Todd M. Austin,N
88605,Naonori Ueda,Todd M. Austin,N
88606,Naonori Ueda,Todd M. Austin,N
88607,Naonori Ueda,Todd M. Austin,N
88608,Rakesh Kumar,Todd M. Austin,N
88609,Rakesh Kumar,Todd M. Austin,N
88610,Rakesh Kumar,Todd M. Austin,N
88611,Hans De Meyer,Todd R. Johnson,N
88612,Hans De Meyer,Todd R. Johnson,N
88613,Hans De Meyer,Todd R. Johnson,N
88614,Nobuaki Minematsu,Todd R. Johnson,N
88615,Nobuaki Minematsu,Todd R. Johnson,N
88616,Nobuaki Minematsu,Todd R. Johnson,N
88617,Alain Guénoche,Todd R. Johnson,N
88618,Alain Guénoche,Todd R. Johnson,N
88619,Alain Guénoche,Todd R. Johnson,N
88620,Tarek M. Sobh,Todd R. Johnson,N
88621,Tarek M. Sobh,Todd R. Johnson,N
88622,Tarek M. Sobh,Todd R. Johnson,N
88623,Gabriele Steidl,Tohru Kikuno,N
88624,Gabriele Steidl,Tohru Kikuno,N
88625,Gabriele Steidl,Tohru Kikuno,N
88626,Robert A. Greenes,Tohru Kikuno,N
88627,Robert A. Greenes,Tohru Kikuno,N
88628,Robert A. Greenes,Tohru Kikuno,N
88629,Illah R. Nourbakhsh,Tohru Kikuno,N
88630,Illah R. Nourbakhsh,Tohru Kikuno,N
88631,Illah R. Nourbakhsh,Tohru Kikuno,N
88632,Valerie E. Taylor,Tohru Nitta,N
88633,Valerie E. Taylor,Tohru Nitta,N
88634,Valerie E. Taylor,Tohru Nitta,N
88635,Nam Chul Kim,Tohru Nitta,N
88636,Nam Chul Kim,Tohru Nitta,N
88637,Nam Chul Kim,Tohru Nitta,N
88638,Bing Zeng,Tohru Nitta,N
88639,Bing Zeng,Tohru Nitta,N
88640,Bing Zeng,Tohru Nitta,N
88641,Yucel Altunbasak,Tolga M. Duman,N
88642,Yucel Altunbasak,Tolga M. Duman,N
88643,Yucel Altunbasak,Tolga M. Duman,N
88644,Stefano Stramigioli,Tolga M. Duman,N
88645,Stefano Stramigioli,Tolga M. Duman,N
88646,Stefano Stramigioli,Tolga M. Duman,N
88647,Fernando A. C. Gomide,Tolga M. Duman,N
88648,Fernando A. C. Gomide,Tolga M. Duman,N
88649,Fernando A. C. Gomide,Tolga M. Duman,N
88650,Seungwon Choi,Tolga M. Duman,N
88651,Seungwon Choi,Tolga M. Duman,N
88652,Seungwon Choi,Tolga M. Duman,N
88653,Edward G. Coffman Jr.,Tolga M. Duman,N
88654,Edward G. Coffman Jr.,Tolga M. Duman,N
88655,Edward G. Coffman Jr.,Tolga M. Duman,N
88656,Kenichi Morita,Tolga M. Duman,N
88657,Kenichi Morita,Tolga M. Duman,N
88658,Kenichi Morita,Tolga M. Duman,N
88659,Ross T. Whitaker,Tolga Tasdizen,N
88660,Ross T. Whitaker,Tolga Tasdizen,N
88661,Ross T. Whitaker,Tolga Tasdizen,N
88662,Stanley Osher,Tolga Tasdizen,N
88663,Stanley Osher,Tolga Tasdizen,N
88664,Stanley Osher,Tolga Tasdizen,N
88665,Guy Fitzgerald,Tom Bohman,N
88666,Guy Fitzgerald,Tom Bohman,N
88667,Guy Fitzgerald,Tom Bohman,N
88668,George Loizou,Tom Bohman,N
88669,George Loizou,Tom Bohman,N
88670,George Loizou,Tom Bohman,N
88671,Steve Counsell,Tom Bohman,N
88672,Steve Counsell,Tom Bohman,N
88673,Steve Counsell,Tom Bohman,N
88674,Uwe Quasthoff,Tom Chen,N
88675,Uwe Quasthoff,Tom Chen,N
88676,Uwe Quasthoff,Tom Chen,N
88677,Kimito Funatsu,Tom Chen,N
88678,Kimito Funatsu,Tom Chen,N
88679,Kimito Funatsu,Tom Chen,N
88680,Alan C. Evans,Tom Chen,N
88681,Alan C. Evans,Tom Chen,N
88682,Alan C. Evans,Tom Chen,N
88683,David T. Blaauw,Tom Duckett,N
88684,David T. Blaauw,Tom Duckett,N
88685,David T. Blaauw,Tom Duckett,N
88686,Pat Langley,Tom Fawcett,N
88687,Pat Langley,Tom Fawcett,N
88688,Pat Langley,Tom Fawcett,N
88689,Pieter W. Adriaans,Tom Fawcett,N
88690,Pieter W. Adriaans,Tom Fawcett,N
88691,Pieter W. Adriaans,Tom Fawcett,N
88692,Robert C. Powers,Tom Fawcett,N
88693,Robert C. Powers,Tom Fawcett,N
88694,Robert C. Powers,Tom Fawcett,N
88695,Zbigniew Kalbarczyk,Tom Fawcett,N
88696,Zbigniew Kalbarczyk,Tom Fawcett,N
88697,Zbigniew Kalbarczyk,Tom Fawcett,N
88698,Brian E. Carpenter,Tom Heskes,N
88699,Brian E. Carpenter,Tom Heskes,N
88700,Brian E. Carpenter,Tom Heskes,N
88701,Peter Eades,Tom Heskes,N
88702,Peter Eades,Tom Heskes,N
88703,Peter Eades,Tom Heskes,N
88704,Simon Haykin,Tom Heskes,N
88705,Simon Haykin,Tom Heskes,N
88706,Simon Haykin,Tom Heskes,N
88707,Hiroshi Maehara,Tom Heskes,N
88708,Hiroshi Maehara,Tom Heskes,N
88709,Hiroshi Maehara,Tom Heskes,N
88710,Peter J. Bentley,Tom Heskes,N
88711,Peter J. Bentley,Tom Heskes,N
88712,Peter J. Bentley,Tom Heskes,N
88713,Angelo Montanari,Tom M. Mitchell,N
88714,Angelo Montanari,Tom M. Mitchell,N
88715,Angelo Montanari,Tom M. Mitchell,N
88716,Jian Feng,Tom M. Mitchell,N
88717,Jian Feng,Tom M. Mitchell,N
88718,Jian Feng,Tom M. Mitchell,N
88719,Cem Ersoy,Tom M. Mitchell,N
88720,Cem Ersoy,Tom M. Mitchell,N
88721,Cem Ersoy,Tom M. Mitchell,N
88722,Michel Wermelinger,Tom Mens,N
88723,Michel Wermelinger,Tom Mens,N
88724,Michel Wermelinger,Tom Mens,N
88725,Steve Vinoski,Tom Mens,N
88726,Steve Vinoski,Tom Mens,N
88727,Steve Vinoski,Tom Mens,N
88728,Toby J. Gibson,Tom Mens,N
88729,Toby J. Gibson,Tom Mens,N
88730,Toby J. Gibson,Tom Mens,N
88731,George M. Giaglis,Tom Murray,N
88732,George M. Giaglis,Tom Murray,N
88733,George M. Giaglis,Tom Murray,N
88734,Ren-Hung Hwang,Tom Ziemke,N
88735,Ren-Hung Hwang,Tom Ziemke,N
88736,Ren-Hung Hwang,Tom Ziemke,N
88737,Pascal Fouillat,Tom Ziemke,N
88738,Pascal Fouillat,Tom Ziemke,N
88739,Pascal Fouillat,Tom Ziemke,N
88740,Rida T. Farouki,Tomas Sauer,N
88741,Rida T. Farouki,Tomas Sauer,N
88742,Rida T. Farouki,Tomas Sauer,N
88743,Mohan Krishnamoorthy,Tomas Sauer,N
88744,Mohan Krishnamoorthy,Tomas Sauer,N
88745,Mohan Krishnamoorthy,Tomas Sauer,N
88746,Gareth J. Monkman,Tomas Sauer,N
88747,Gareth J. Monkman,Tomas Sauer,N
88748,Gareth J. Monkman,Tomas Sauer,N
88749,Alessandro Rizzi,Tomas Sauer,N
88750,Alessandro Rizzi,Tomas Sauer,N
88751,Alessandro Rizzi,Tomas Sauer,N
88752,Mohammed Zaki 0001,Tomasa Calvo,N
88753,Mohammed Zaki 0001,Tomasa Calvo,N
88754,Mohammed Zaki 0001,Tomasa Calvo,N
88755,Michael Segal 0001,Tomasa Calvo,N
88756,Michael Segal 0001,Tomasa Calvo,N
88757,Michael Segal 0001,Tomasa Calvo,N
88758,Hans G. Kerkhoff,Tomasz Luczak,N
88759,Hans G. Kerkhoff,Tomasz Luczak,N
88760,Hans G. Kerkhoff,Tomasz Luczak,N
88761,Delin Chu,Tomasz Luczak,N
88762,Delin Chu,Tomasz Luczak,N
88763,Delin Chu,Tomasz Luczak,N
88764,Tugrul Dayar,Tomasz Luczak,N
88765,Tugrul Dayar,Tomasz Luczak,N
88766,Tugrul Dayar,Tomasz Luczak,N
88767,Christof Paar,Tomasz Luczak,N
88768,Christof Paar,Tomasz Luczak,N
88769,Christof Paar,Tomasz Luczak,N
88770,Terence D. Todd,Tomasz Luczak,N
88771,Terence D. Todd,Tomasz Luczak,N
88772,Terence D. Todd,Tomasz Luczak,N
88773,Antony Galton,Tomasz Luczak,N
88774,Antony Galton,Tomasz Luczak,N
88775,Antony Galton,Tomasz Luczak,N
88776,Marc Teboulle,Tomasz Luczak,N
88777,Marc Teboulle,Tomasz Luczak,N
88778,Marc Teboulle,Tomasz Luczak,N
88779,Xiaochuan Pan,Tomaz Pisanski,N
88780,Xiaochuan Pan,Tomaz Pisanski,N
88781,Xiaochuan Pan,Tomaz Pisanski,N
88782,Tosiyasu L. Kunii,Tomaz Pisanski,N
88783,Tosiyasu L. Kunii,Tomaz Pisanski,N
88784,Tosiyasu L. Kunii,Tomaz Pisanski,N
88785,Ping Li,Tommaso Toffoli,N
88786,Ping Li,Tommaso Toffoli,N
88787,Ping Li,Tommaso Toffoli,N
88788,Daniela Calvetti,Tommaso Toffoli,N
88789,Daniela Calvetti,Tommaso Toffoli,N
88790,Daniela Calvetti,Tommaso Toffoli,N
88791,Alan S. Willsky,Tommi S. Jaakkola,N
88792,Alan S. Willsky,Tommi S. Jaakkola,N
88793,Alan S. Willsky,Tommi S. Jaakkola,N
88794,Angèle M. Hamel,Tommi S. Jaakkola,N
88795,Angèle M. Hamel,Tommi S. Jaakkola,N
88796,Angèle M. Hamel,Tommi S. Jaakkola,N
88797,Erik D. Demaine,Tommi S. Jaakkola,N
88798,Erik D. Demaine,Tommi S. Jaakkola,N
88799,Erik D. Demaine,Tommi S. Jaakkola,N
88800,Ming-Yang Kao,Tommi S. Jaakkola,N
88801,Ming-Yang Kao,Tommi S. Jaakkola,N
88802,Ming-Yang Kao,Tommi S. Jaakkola,N
88803,Fabio Ganovelli,Tommi S. Jaakkola,N
88804,Fabio Ganovelli,Tommi S. Jaakkola,N
88805,Fabio Ganovelli,Tommi S. Jaakkola,N
88806,Steve Whittaker,Tommy Guess,N
88807,Steve Whittaker,Tommy Guess,N
88808,Steve Whittaker,Tommy Guess,N
88809,Peter M. Athanas,Tommy Guess,N
88810,Peter M. Athanas,Tommy Guess,N
88811,Peter M. Athanas,Tommy Guess,N
