source,target,prediction
Yves Edel,Stefan Haar,P
Janan T. Eppig,Stefan Haar,N
Philip M. Papadopoulos,Stefan Haar,N
Erich Novak,Stefan Heinrich,N
Andrea Masini,Stefan Heinrich,N
Dan Rubenstein,Stefan Heinrich,N
Gail C. Murphy,Stefan Heinrich,N
Elsa L. Gunter,Stefan Helber,N
Hajo Broersma,Stefan Helber,N
B. Prabhakaran,Stefan Hougardy,P
Gerhard Sagerer,Stefan Hougardy,P
Taghi M. Khoshgoftaar,Stefan Hougardy,N
J. Leon Zhao,Stefan Jablonski,N
Matthias Holzbock,Stefan Jablonski,N
Sachar Paulus,Stefan Jablonski,P
M. Shamim Khan,Stefan Jablonski,P
Curtis A. Siller Jr.,Stefan Jablonski,P
Theo A. Arentze,Stefan Kaiser,N
Nikolaus Hansen,Stefan Kern,P
Nageswara S. V. Rao,Stefan Kern,N
Boris Pittel,Stefan Kern,N
José González,Stefan Kern,N
Zhenyue Zhang,Stefan Kern,P
Rafael A. Irizarry,Stefan Kern,N
Theodor J. Stewart,Stefan Koch,P
Mike A. Steel,Stefan Koch,N
Jee-Hwan Ryu,Stefan Koch,N
L. Paul Chew,Stefan Koch,N
Luc De Raedt,Stefan Kramer 0001,N
Saso Dzeroski,Stefan Kramer 0001,P
Hossam Afifi,Stefan Kramer 0001,N
N. V. Vinodchandran,Stefan Kramer 0001,N
Enno Ohlebusch,Stefan Kurtz,P
Yair Bartal,Stefan Kurtz,N
Ioan Tomescu,Stefan Kurtz,P
Sachar Paulus,Stefan Kurtz,N
Juan Carlos Ruiz-Molina,Stefan Kurtz,P
Genghua Fan,Stefan Kurtz,N
James A. Reggia,Stefan Kurtz,N
Rainer Steinwandt,Stefan Leue,P
Marco Gilli,Stefan Nickel,P
Hans L. Bodlaender,Stefan Nickel,N
Shi-Nine Yang,Stefan Nickel,P
Maarten H. van Emden,Stefan Nickel,P
Dmitrii Lozovanu,Stefan Pickl,N
Johann Hurink,Stefan Pickl,N
Ulrich Faigle,Stefan Pickl,N
George K. Matsopoulos,Stefan Preitl,P
Alain Giorgetti,Stefan Preitl,P
Plamen P. Angelov,Stefan Preitl,P
Albin J. Gasiewski,Stefan Preitl,P
P. Paulraja,Stefan Rotter,P
Alberto Isidori,Stefan Rotter,N
Theo Ungerer,Stefan Rotter,N
Nikos Tsourveloudis,Stefan Rotter,P
Gregor Engels,Stefan Sauer 0001,N
Martin J. Bastiaans,Stefan Sauer 0001,P
Aude Billard,Stefan Schaal,N
Jon Atli Benediktsson,Stefan Schaal,P
Jawad A. Salehi,Stefan Schaal,P
Enrico Puppo,Stefan Schaal,P
Antonio Tornambè,Stefan Szeider,P
Zhizheng Zhang,Stefan Szeider,N
Michael Ulbrich,Stefan Ulbrich,N
Peter Winker,Stefan Ulbrich,P
Olivier D. Faugeras,Stefan Ulbrich,N
Shuly Wintner,Stefan Ulbrich,P
Tsuyoshi Takagi,Stefan Volkwein,P
A. Volgenant,Stefan Voß,N
Ulrich Derigs,Stefan Voß,N
Mehmet Emin Aydin,Stefan Voß,P
Ulrich Neumann,Stefan Voß,P
Ching-Yung Lin,Stefan Voß,N
Mark T. Leung,Stefan Wermter,N
Alexandre Varnek,Stefan Wermter,P
Charles A. Bouman,Stefan Wermter,P
Richard D. Braatz,Stefan Wermter,N
Mark Doernhoefer,Stefan Wermter,N
Arturo Carpi,Stefan Wermter,P
Jen-Yao Chung,Stefan Wermter,P
Aapo Hyvärinen,Stefan Wolf 0001,P
Elizabeth M. Jewkes,Stefan Wolf 0001,N
Daniel Berg,Stefan Wolf 0001,N
Sai Cheong Fok,Stefan Wolf 0001,P
Carla Simone,Stefania Bandini,N
Michiel Steyaert,Stefania Bandini,N
Fabio Martinelli,Stefania Gnesi,N
Gian Luigi Ferrari,Stefania Gnesi,N
Marco Pistore,Stefania Gnesi,P
Ugo Montanari,Stefania Gnesi,P
Xiaofang Zhou,Stefania Gnesi,P
Upamanyu Madhow,Stefania Gnesi,P
Domingo Morales,Stefania Gnesi,P
Johannes Tausch,Stefania Gnesi,N
Jeffrey E. Teich,Stefania Gnesi,P
Colin McDiarmid,Stefanie Gerke,P
Gilles Mauris,Stefanie Gerke,N
William R. Pulleyblank,Stefanie Gerke,P
Rogelio Lozano,Stefanie Gerke,P
Özgür Ulusoy,Stefanie Gerke,N
Charles D. Hansen,Stefano A. Cerri,N
Harry M. Sneed,Stefano A. Cerri,P
Chanhee Oh,Stefano A. Cerri,P
Hai Jin 0001,Stefano A. Cerri,N
Jean-Jacques Quisquater,Stefano A. Cerri,N
Andrea Masini,Stefano Baratella,N
Ann Blandford,Stefano Baratella,N
Michiel Ronsse,Stefano Baratella,N
Silvia Giordano,Stefano Baratella,N
Andrea Garzelli,Stefano Baronti,N
Heinrich Wansing,Stefano Baronti,N
Peter Adams,Stefano Baronti,P
Thomas Villmann,Stefano Baronti,N
Barrett R. Bryant,Stefano Baronti,N
Chiara Petrioli,Stefano Basagni,N
Philippe Bolon,Stefano Basagni,P
Anton J. Hopfinger,Stefano Basagni,P
Philippe L. Toint,Stefano Basagni,N
Mats Dahlström,Stefano Battilotti,N
Wen-De Zhong,Stefano Battilotti,N
Armando Blanco,Stefano Battilotti,N
Uffe Kock Wiil,Stefano Battilotti,P
Viliam Geffert,Stefano Benati,N
Robin J. Evans 0001,Stefano Benati,N
Silvio Valentini,Stefano Berardi,P
Ashraf Elnagar,Stefano Berardi,P
Robert Fullér,Stefano Berardi,N
Igor Dolinka,Stefano Berardi,P
Bostjan Bresar,Stefano Berardi,P
Francesca Rossi,Stefano Bistarelli,N
Giampaolo Bella,Stefano Bistarelli,P
Roger T. Alexander,Stefano Bistarelli,N
J. V. Tucker,Stefano Bistarelli,N
Achille Pattavina,Stefano Bregni,P
Michael S. Lew,Stefano Bregni,N
A. Volgenant,Stefano Bregni,P
Antonio De Maio,Stefano Buzzi,P
H. Vincent Poor,Stefano Buzzi,N
Heung-Yeung Shum,Stefano Buzzi,N
Chih-Jen Lin,Stefano Buzzi,P
Nesar Ahmad,Stefano Buzzi,P
Ana María Moreno 0001,Stefano Buzzi,P
Ming-Tat Ko,Stefano Buzzi,P
Gerhard Weikum,Stefano Ceri,P
Hans-Jörg Schek,Stefano Ceri,N
Michael J. Carey 0001,Stefano Ceri,P
Rakesh Agrawal 0001,Stefano Ceri,P
Serge Abiteboul,Stefano Ceri,P
Yannis E. Ioannidis,Stefano Ceri,P
Jorge S. Marques,Stefano Ceri,N
Kimberly A. Neuendorf,Stefano Ceri,P
Jonathan M. Williams,Stefano Ceri,N
Sirkka L. Jarvenpaa,Stefano Chessa,N
Eduardo Mario Nebot,Stefano Chessa,N
Ernest A. Edmonds,Stefano Chessa,N
François P. M. Piquemal,Stefano Chessa,P
Peter Mihók,Stefano Chessa,P
Ingo Schiermeyer,Stefano Chessa,N
Giovanni Semeraro,Stefano Ferilli,P
Sunan Huang 0001,Stefano Ferilli,N
Takako Takai-Igarashi,Stefano Ferilli,P
Takayoshi Muto,Stefano Fusi,P
Gerhard Reinelt,Stefano Fusi,P
Stefanos D. Kollias,Stefano Fusi,P
Ron van der Meyden,Stefano Fusi,P
Antonella Santone,Stefano Fusi,N
James H. Bramble,Stefano Giordani,P
Marcelo Negreiros,Stefano Giordani,P
David R. Kaeli,Stefano Giordani,N
Frédéric Maffray,Stefano Giordani,P
Guillermo Gallego 0001,Stefano Giordani,P
Marco Listanti,Stefano Giordano,N
Mohammad Taghi Hajiaghayi,Stefano Giordano,P
Ron D. Appel,Stefano Giordano,P
Monika Rauch Henzinger,Stefano Leonardi,N
S. Muthukrishnan,Stefano Leonardi,N
René Bañares-Alcántara,Stefano Leonardi,N
Sergey Melnik 0001,Stefano Leonardi,N
Marzio Marseguerra,Stefano Leonardi,N
Gaetano Quattrocchi,Stefano Leonardi,N
M. Omair Ahmad,Stefano Leonardi,N
Jin-yi Cai,Stefano Leonardi,P
Xian-Da Zhang,Stefano Leonardi,N
Dan L. Shunk,Stefano Levialdi,P
Jaap Hage,Stefano Levialdi,N
Jens Lechtenbörger,Stefano Levialdi,P
Hikaru Inooka,Stefano Levialdi,P
Alberto Apostolico,Stefano Lonardi,N
Svante Janson,Stefano Lonardi,P
Wojciech Szpankowski,Stefano Lonardi,N
Dragomir R. Radev,Stefano Lonardi,P
Elena Ferrari,Stefano Lonardi,N
Hiroshi Yasuda,Stefano Lonardi,P
Panagiotis Demestichas,Stefano Lucidi,P
Zhi-Hao Cao,Stefano Lucidi,P
Randall D. Beer,Stefano Lucidi,P
José M. Pinto,Stefano Marcugini,P
John R. Anderson,Stefano Marcugini,P
Eva K. Lee,Stefano Marcugini,N
Alexander Barg,Stefano Marcugini,P
Tapas Kanungo,Stefano Marcugini,N
Ruiliang Pu,Stefano Marcugini,N
Haris Lekatsas,Stefano Merler,P
Fabio Alessi,Stefano Merler,N
Géza Tóth,Stefano Merler,P
James G. Nagy,Stefano Merler,P
Rhan Ha,Stefano Merler,N
Franca Rinaldi,Stefano Miani,P
Raffaele Pesenti,Stefano Miani,N
Chin-Wan Chung,Stefano Miani,P
Luca Maria Gambardella,Stefano Nolfi,N
Ravindra K. Ahuja,Stefano Pallottino,P
Roberto Tadei,Stefano Pallottino,P
Floriana Esposito,Stefano Pallottino,N
Yskandar Hamam,Stefano Paraboschi,P
Ralph E. Gomory,Stefano Paraboschi,P
Vittorio Maniezzo,Stefano Rizzi,P
Jian Tang 0001,Stefano Rizzi,N
Sven de Vries,Stefano Rizzi,N
Brunilde Sansò,Stefano Rizzi,P
Patricia Flatley Brennan,Stefano Rizzi,P
Lauri Savioja,Stefano Rizzi,P
Anuj Dawar,Stefano Russo,N
Moreno Falaschi,Stefano Russo,P
Kevin N. Vander Meulen,Stefano Russo,P
Hirohisa Hirukawa,Stefano Russo,N
Tasso J. Kaper,Stefano Russo,P
Cristina Tablino Possio,Stefano Serra Capizzano,P
Thomas Huckle,Stefano Serra Capizzano,N
Evangelos E. Milios,Stefano Serra Capizzano,N
Paul F. Dubois,Stefano Serra Capizzano,N
Marko M. Mäkelä,Stefano Serra Capizzano,N
Salvatore Caorsi,Stefano Serra Capizzano,P
Young C. Yoon,Stefano Serra Capizzano,N
Sonia Fahmy,Stefano Serra Capizzano,P
Alessandro Chiuso,Stefano Soatto,N
Man Leung Wong,Stefano Soatto,P
Nikos A. Vlassis,Stefano Soatto,N
Cathy H. Xia,Stefano Soatto,P
Yutaka Suzuki,Stefano Soatto,P
Jacquelien M. A. Scherpen,Stefano Stramigioli,N
Andrea Baschirotto,Stefano Stramigioli,N
Sy D. Friedman,Stefano Stramigioli,P
Catherine A. Meadows,Stefano Stramigioli,P
Christos Schizas,Stefanos D. Kollias,N
George Kormentzas,Stefanos D. Kollias,P
Georgios Tziritas,Stefanos D. Kollias,P
Giorgos B. Stamou,Stefanos D. Kollias,P
Ioannis Kompatsiaris,Stefanos D. Kollias,P
Michael G. Strintzis,Stefanos D. Kollias,N
Petros Maragos,Stefanos D. Kollias,P
Thomas S. Huang,Stefanos D. Kollias,P
Hillol Kargupta,Stefanos D. Kollias,P
Christine Bernardi,Stefanos D. Kollias,P
Zhaohao Sun,Stefanos D. Kollias,P
Angelos N. Rouskas,Stefanos Gritzalis,P
Costas Lambrinoudakis,Stefanos Gritzalis,P
Uwe Aßmann,Stefanos Gritzalis,N
Robert P. Sheridan,Stefanos Gritzalis,N
Jorge Oviedo,Stefanos Gritzalis,N
José Nelson Amaral,Stefanos Gritzalis,N
Ben Y. Zhao,Stefanos Gritzalis,N
Andreas S. Schulz,Steffen Hölldobler,P
Han-Xiong Li,Steffen Hölldobler,N
Florentin Wörgötter,Steffen Hölldobler,N
Brian L. Markham,Steffen Hölldobler,N
Gunter Grieser,Steffen Lange,P
Sandip Das 0001,Steffen Lange,P
Wai Chen,Steffen Lange,P
Andrzej Swierniak,Steffen Lange,N
Colin Studholme,Steffen Lange,N
Daryle Gardner-Bonneau,Steffen Lange,P
Alexander Maedche,Steffen Staab,P
Bharat K. Bhargava,Steffen Staab,N
David De Roure,Steffen Staab,P
David M. Pennock,Steffen Staab,P
Dieter Fensel,Steffen Staab,N
Elizabeth Chang 0001,Steffen Staab,N
Francis Heylighen,Steffen Staab,P
Frank van Harmelen,Steffen Staab,P
John A. Miller,Steffen Staab,P
Marianne Winslett,Steffen Staab,N
Morris Sloman,Steffen Staab,P
Patrick Thiran,Steffen Staab,P
Peter F. Patel-Schneider,Steffen Staab,P
Tharam S. Dillon,Steffen Staab,N
V. Richard Benjamins,Steffen Staab,N
Wei-Min Shen,Steffen Staab,P
Wil M. P. van der Aalst,Steffen Staab,P
Wolfgang Nejdl,Steffen Staab,P
York Sure,Steffen Staab,N
José Ferreira de Rezende,Steffen Staab,N
Jian Lu 0001,Steffen Staab,P
Hing-Fung Ting,Steffen van Bakel,P
Reihaneh Safavi-Naini,Steffen van Bakel,N
Stamatios V. Kartalopoulos,Steffen van Bakel,P
Haili Chui,Stefka Bouyuklieva,P
Ahmed K. Elhakeem,Stein W. Wallace,P
Rémi Monasson,Stein W. Wallace,P
Roland P. Malhamé,Stein W. Wallace,P
Shichao Zhang,Stein W. Wallace,P
Hung-Tat Tsui,Stein W. Wallace,P
Howard Falk,Stein W. Wallace,P
Vinko Erceg,Stelios H. Zanakis,N
Carl Pixley,Stelios H. Zanakis,P
Brian A. Malloy,Stelios H. Zanakis,N
Danny H. K. Tsang,Stelios H. Zanakis,P
Jiacun Wang,Stella N. Batalama,P
Mitchell M. Tseng,Stella N. Batalama,P
Sanming Zhou,Stella N. Batalama,P
Torsten Söderström,Stella N. Batalama,N
Doug Burger,Stella N. Batalama,N
Alan C. Evans,Stella N. Batalama,N
Andrew P. Sage,Stella N. Batalama,P
Andreas V. M. Herz,Sten Grillner,P
Arthur W. Toga,Sten Grillner,N
Erik De Schutter,Sten Grillner,P
Francesco Beltrame,Sten Grillner,P
Jaap van Pelt,Sten Grillner,P
Raphael Ritz,Sten Grillner,P
Shankar Subramaniam,Sten Grillner,N
Shiro Usui,Sten Grillner,P
Soo-Young Lee,Sten Grillner,P
Wang Yi 0001,Stephan Brandt,N
Aun Neow Poo,Stephan Brandt,N
Luiz A. DaSilva,Stephan Foldes,N
Rafael Molina,Stephan Foldes,N
Boris Pittel,Stephan Mertens,N
Manfred Klonz,Stephan Mertens,N
M. Randall Holmes,Stephan Mertens,P
Jean-Eric Pin,Stephan Olariu,P
Reda Alhajj,Stephan Olariu,N
Charles L. Brooks III,Stephan Olariu,N
Wolfgang Dahmen,Stephan Olariu,P
Edward A. Hirsch,Stephan Philippi,N
Sumit Ghosh,Stephan Winter 0001,P
Kang G. Shin,Stephan Winter 0001,N
Ujjwal Maulik,Stephan Winter 0001,P
Tai-Ann Chen,Stephan Winter 0001,N
Charles Knessl,Stephan Winter 0001,N
Andrea E. F. Clementi,Stephane Perennes,P
Andréa W. Richa,Stephane Perennes,P
Christos Kaklamanis,Stephane Perennes,N
Jorge Urrutia,Stephane Perennes,N
Michele Flammini,Stephane Perennes,N
Miriam Di Ianni,Stephane Perennes,N
Paolo Penna,Stephane Perennes,P
Andrei V. Kelarev,Stephane Perennes,P
Hongwei Liu,Stephanie A. Guerlain,N
Cho-Li Wang,Stephanie A. Guerlain,P
Michel Gendreau,Stephanie A. Guerlain,N
Rong Chen,Stephanie A. Guerlain,P
Lixin Shen,Stephanie M. Doane,N
Wei Wang 0010,Stephanie M. Doane,N
Stephen M. Robinson,Stephanie M. Doane,P
P. M. Melliar-Smith,Stephanie M. Doane,P
Mary Zajicek,Stephen A. Brewster,P
Richard J. Lipton,Stephen A. Gourley,N
Mark E. Watkins,Stephen A. Gourley,P
Hiroshi Takahashi,Stephen A. Gourley,P
Graham R. Nudd,Stephen A. Jarvis,P
Michel Mandjes,Stephen A. Jarvis,N
Daphne Koller,Stephen A. Jarvis,P
Haruhisa Takahashi,Stephen A. Jarvis,N
Bruce Hendrickson,Stephen A. Vavasis,N
Erik G. Boman,Stephen A. Vavasis,P
Jenq Kuen Lee,Stephen A. Vavasis,P
Stefan Grünewald,Stephen A. Vavasis,P
Cyril Gavoille,Stephen Alstrup,P
Theis Rauhe,Stephen Alstrup,P
Fan-Tien Cheng,Stephen Alstrup,P
I-Shyan Hwang,Stephen Alstrup,P
Ryutaroh Matsumoto,Stephen Alstrup,P
Joseph Naor,Stephen B. Furber,N
Maria Cristina Pinotti,Stephen B. Furber,P
Amit Basu,Stephen B. Wicker,N
Oded Berman,Stephen B. Wicker,N
George Stephanopoulos,Stephen Bostock,P
Razvan A. Satnoianu,Stephen Bostock,P
Chikit K. Au,Stephen Bostock,N
Jing Chen,Stephen Bostock,P
Michael R. Bussieck,Stephen C. Graves,P
Li Sheng 0001,Stephen C. Hayne,N
Oriol Serra,Stephen C. Hayne,P
Lorenzo Peretto,Stephen C. Hayne,N
George Havas,Stephen C. Hayne,P
Kouhei Ohnishi,Stephen C. Hayne,P
Mark Doernhoefer,Stephen C. Locke,P
Li Sheng 0001,Stephen C. Locke,N
Tamara Munzner,Stephen C. North,N
Ali Khaki-Sedigh,Stephen C. North,P
Tsong Yueh Chen,Stephen Downes,N
Mariano Alcañiz Raya,Stephen Downes,P
Amit Singhal,Stephen E. Robertson,P
Dale Schuurmans,Stephen E. Robertson,N
David Bodoff,Stephen E. Robertson,P
David Hawking,Stephen E. Robertson,N
Djoerd Hiemstra,Stephen E. Robertson,P
Dragomir R. Radev,Stephen E. Robertson,P
Eduard H. Hovy,Stephen E. Robertson,P
James Allan,Stephen E. Robertson,N
Mark Sanderson,Stephen E. Robertson,P
Philip Resnik,Stephen E. Robertson,P
Ralph M. Weischedel,Stephen E. Robertson,N
W. Bruce Croft,Stephen E. Robertson,N
Wessel Kraaij,Stephen E. Robertson,P
Xiangji Huang,Stephen E. Robertson,P
Warwick Harvey,Stephen E. Robertson,P
Hemant K. Jain,Stephen E. Robertson,N
Mani Soma,Stephen E. Robertson,P
Marcello Pelillo,Stephen E. Robertson,N
Lech Józwiak,Stephen F. Bush,P
Barry Lee,Stephen F. McCormick,N
Daniel J. Quinlan,Stephen F. McCormick,N
Panayot S. Vassilevski,Stephen F. McCormick,N
Ibrahim H. Osman,Stephen F. McCormick,N
Dong-Ho Lee,Stephen F. McCormick,N
Christian A. Duncan,Stephen G. Kobourov,P
Rudolf Fleischer,Stephen G. Kobourov,N
Therese C. Biedl,Stephen G. Kobourov,N
Chung-Chi Hsieh,Stephen G. Kobourov,N
Christopher Metz,Stephen G. Kobourov,N
Norman W. Paton,Stephen G. Oliver,P
Terri K. Attwood,Stephen G. Oliver,P
Robert Mifflin,Stephen G. Oliver,N
Chao-Min Chiu,Stephen G. Oliver,N
Richard G. Baraniuk,Stephen G. Oliver,N
Marek Reformat,Stephen G. Simpson,N
Adel M. Aladwani,Stephen G. Simpson,P
Rick S. Blum,Stephen G. Simpson,P
Sean P. Meyn,Stephen G. Simpson,N
Peter Mihók,Stephen G. Simpson,P
Mitsuo Kawato,Stephen Grossberg,P
Wilhelm Hasselbring,Stephen Grossberg,N
Shlomi Dolev,Stephen Grossberg,P
Yan-Quan Feng,Stephen Grossberg,N
Costas N. Georghiades,Stephen H. Bryant,P
Jean Vanderdonckt,Stephen H. Bryant,P
Abhijit Chaudhury,Stephen H. Bryant,P
Michael J. Wirthlin,Stephen H. Bryant,N
Satoshi Tadokoro,Stephen H. Edwards,N
Michael H. Rothkopf,Stephen H. Edwards,N
Rami G. Melhem,Stephen H. Edwards,P
Craig A. Tovey,Stephen H. Unger,P
Peter Benner,Stephen H. Unger,N
Werner Wiesbeck,Stephen H. Unger,P
Michael Krauthammer,Stephen H. Unger,N
Hugh Glaser,Stephen Harris,N
Nigel Shadbolt,Stephen Harris,N
Cristina G. Fernandes,Stephen Harris,P
Kurt Hornik,Stephen Hinde,P
James S. Albus,Stephen Hinde,P
Hiroshi Yabe,Stephen Hinde,P
Larry J. Stockmeyer,Stephen J. Roberts,N
David Eppstein,Stephen J. Roberts,N
José Ferreira de Rezende,Stephen J. Roberts,P
Carlo Zaniolo,Stephen J. Roberts,P
Derek L. Eager,Stephen J. Wright,N
James B. Rawlings,Stephen J. Wright,N
Elias Procópio Duarte Jr.,Stephen J. Wright,N
Joe Mambretti,Stephen J. Wright,P
L. Paul Chew,Stephen J. Wright,P
Bu-Sung Lee,Stephen John Turner,N
Arshad Ali,Stephen John Turner,P
Daniel Bauer,Stephen John Turner,P
H. Van Dyke Parunak,Stephen K. Wismath,N
Javaan S. Chahl,Stephen K. Wismath,P
Livinus Ugochukwu Uko,Stephen K. Wismath,N
Jeffrey C. Jackson,Stephen K. Wismath,P
Sonia Fahmy,Stephen K. Wismath,P
Roberto Kawakami Harrop Galvão,Stephen L. Bloom,N
Franco Montagna,Stephen L. Bloom,P
Tamal K. Dey,Stephen L. Bloom,N
Athena Vakali,Stephen L. Casner,P
Richard T. Snodgrass,Stephen L. Casner,P
Catholijn M. Jonker,Stephen L. Casner,P
Leonid Faybusovich,Stephen L. Casner,P
Demosthenis Teneketzis,Stephen M. Goodnick,P
Massimiliano Pontil,Stephen M. Goodnick,P
Marcelo Arenas,Stephen M. Goodnick,N
Samuel P. Benz,Stephen M. Goodnick,P
Guido Gerig,Stephen M. Pizer,P
Martin Styner,Stephen M. Pizer,P
Sarang C. Joshi,Stephen M. Pizer,P
Stephen R. Aylward,Stephen M. Pizer,N
Steven W. Zucker,Stephen M. Pizer,N
Jiangchuan Liu,Stephen M. Pizer,N
Magne Jørgensen,Stephen M. Pizer,P
Gleb Naumovich,Stephen M. Pizer,N
Neil J. A. Sloane,Stephen M. Pizer,N
Wayne D. Grover,Stephen M. Pizer,N
Adalbert Kerber,Stephen M. Robinson,N
Armin Biere,Stephen M. Robinson,N
Antonio Restivo,Stephen M. Robinson,P
Alexander Barg,Stephen M. Watt,N
Zdzislaw Skupien,Stephen M. Watt,N
Amnon Meisels,Stephen M. Watt,N
Maxime Crochemore,Stephen M. Watt,P
Florentin Ipate,Stephen M. Watt,P
Giovanni L. Sicuranza,Stephen Marshall,P
Gonzalo R. Arce,Stephen Marshall,N
Moncef Gabbouj,Stephen Marshall,P
Hong Qiao,Stephen Marshall,P
Christoph Schwab,Stephen Marshall,P
Ezra Zeheb,Stephen Marshall,N
Shin-Ju Chen,Stephen Marshall,N
Matthew J. Liberatore,Stephen Marshall,P
Truong Q. Nguyen,Stephen P. Banks,N
Jitendra K. Tugnait,Stephen P. Banks,N
Marc Denecker,Stephen P. Banks,N
John M. Cioffi,Stephen P. Boyd,N
Persi Diaconis,Stephen P. Boyd,N
Peter W. Glynn,Stephen P. Boyd,P
Richard Jones,Stephen P. Boyd,P
David W. Chadwick,Stephen P. Luttrell,P
You-Lun Xiong,Stephen Pinfield,N
Juhani Iivari,Stephen Pinfield,N
Wojciech Skut,Stephen Pinfield,N
Konstantinos Paparrizos,Stephen Pinfield,N
Guido Gerig,Stephen R. Aylward,P
Toshihide Ibaraki,Stephen R. Aylward,N
T. Charles Hodgman,Stephen R. Aylward,N
Youssoufi Touré,Stephen R. Aylward,N
Francesca Vatta,Stephen R. Aylward,N
A. Jefferson Offutt,Stephen R. Schach,N
Peter Brusilovsky,Stephen R. Schach,P
Marc Moeneclaey,Stephen Robinson,N
Kwang-Cheng Chen,Stephen Robinson,N
Leonid E. Shaikhet,Stephen Robinson,P
Mariko Hagita,Stephen S. Yau,P
Stuart E. Madnick,Stephen Siang Guan Lee,P
D. Scott Wills,Stephen Siang Guan Lee,P
Dirk Vandermeulen,Stephen Siang Guan Lee,N
Guozhen Xiao,Stephen Sugden,N
Richard M. Murray,Stephen Sugden,N
R. Srikant,Stephen Sugden,N
Arthur W. Toga,Stephen T. C. Wong,P
David N. Kennedy,Stephen T. C. Wong,N
Edward Herskovits,Stephen T. C. Wong,N
Giorgio A. Ascoli,Stephen T. C. Wong,P
Gwen A. Jacobs,Stephen T. C. Wong,N
Michael L. Hines,Stephen T. C. Wong,N
Ming Zhang,Stephen T. C. Wong,N
Nigel H. Goddard,Stephen T. C. Wong,N
Ralf Schindler,Stephen T. C. Wong,N
Jan Arne Telle,Stephen T. Hedetniemi,N
Odile Favaron,Stephen T. Hedetniemi,N
Peter J. Slater,Stephen T. Hedetniemi,P
Pradip K. Srimani,Stephen T. Hedetniemi,N
Tao Jiang 0001,Stephen T. Hedetniemi,P
David C. Wilson,Stephen T. Hedetniemi,P
Wenceslas Fernandez de la Vega,Stephen T. Hedetniemi,N
Giuseppe De Giacomo,Stephen T. Hedetniemi,P
Dong-Jo Park,Stephen T. Hedetniemi,P
Leen Stougie,Stephen T. Hedetniemi,P
Lori N. K. Leonard,Stephen T. Quay,N
Paul D. Amer,Stephen T. Quay,P
Adrian Munteanu 0001,Stephen Taylor,N
Da-Zheng Feng,Stephen Taylor,N
Janine Swaak,Stephen Taylor,P
Yuliy M. Baryshnikov,Stephen V. Hanly,P
Desmond C. McLernon,Stephen V. Hanly,N
Luiz Velho,Stephen V. Hanly,P
Zhidong Teng,Stephen V. Hanly,P
Charles R. Moore,Stephen W. Keckler,P
Lizy Kurian John,Stephen W. Keckler,P
A. Roger Hammons Jr.,Stephen W. Keckler,N
Lionel M. Ni,Stephen W. Keckler,N
Peter Willett 0001,Stephen W. Keckler,N
Xiangshi Ren,Stergios Papadimitriou,P
Adrienne Muir,Steve G. Probets,N
Srikantan S. Nagarajan,Steve G. Probets,P
Grazia Lotti,Steve G. Sutton,P
Alan C. Evans,Steve G. Sutton,P
Masami Yasuda,Steve G. Sutton,N
Enrique Herrera-Viedma,Steve G. Sutton,P
Robert Jones,Steve G. Sutton,N
Stephen Taylor,Steve J. Chapin,N
Ernestina Menasalvas Ruiz,Steve J. Chapin,N
Gunhee Han,Steve J. Chapin,P
Piero A. Bonatti,Steve J. Chapin,P
C.-S. Chien,Steve J. Chapin,P
Allan Pinkus,Steve Mann,N
Il-Min Kim,Steve Mann,N
Andreas Hössinger,Steve McLaughlin 0001,N
Langford B. White,Steve McLaughlin 0001,P
Andrzej Bargiela,Steve McLaughlin 0001,P
Zhiping Lin,Steve McLaughlin 0001,N
Gregory Z. Gutin,Steve R. Gunn,P
Roger L. Hayen,Steve R. Gunn,N
Pauline Ratnasingam,Steve R. Gunn,P
Javier Andrade Garda,Steve R. Gunn,N
Jonathan P. Bowen,Steve Reeves,P
Yukio Kosugi,Steve Reeves,P
Gordon B. Davis,Steve Sawyer,N
Heejin Lee,Steve Sawyer,P
Jonathan P. Allen,Steve Sawyer,N
Jyoti Choudrie,Steve Sawyer,N
Kalle Lyytinen,Steve Sawyer,P
Rolf T. Wigand,Steve Sawyer,N
Upkar Varshney,Steve Sawyer,N
Mengchu Zhou,Steve Sawyer,P
Pasquale Foggia,Steve Sawyer,P
David E. Millard,Steve Shattil,N
Rob Austein,Steve Shattil,P
Miroslav Tuma,Steve Shattil,P
P. R. Kumar,Steve Vinoski,N
Markus Rupp,Steve Vinoski,N
JungHyun Han,Steve Vinoski,P
Pedro García,Steve Vinoski,N
Michael Johnston,Steve Whittaker,P
Quentin Jones,Steve Whittaker,P
Asuman Dogac,Steve Whittaker,N
Yong Rae Kwon,Steve Whittaker,N
Erich-Peter Klement,Steve Wilson,P
Andrea Omicini,Steve Wilson,P
Edmond Bianco,Steve Wilson,N
Hans Peters,Steven A. Hofmeyr,P
Youlong Zhuang,Steven A. Hofmeyr,P
Kevin F. McCardle,Steven A. Lippman,N
David J. Ahlgren,Steven A. Lippman,N
Susan A. Sherer,Steven Alter,N
Peter Eades,Steven Alter,N
Jung-Hoon Lee,Steven Alter,P
Jaap Heringa,Steven Alter,P
Irina Perfilieva,Steven Alter,N
Nedo Celandroni,Steven Awodey,P
Sergio Cavalieri,Steven Awodey,P
Terry Bollinger,Steven Awodey,N
