author,id_article,year
Huan Liu,journals/ida/MakawitaTL02,2002
Fazel Famili,journals/ida/Famili01,2001
John Shawe-Taylor,journals/ida/LodhiKS02,2002
Xiaohui Liu,journals/ida/KellamLMOST02,2002
Christine A. Orengo,journals/ida/KellamLMOST02,2002
Aladár Heppes,journals/pmh/Heppes02,2002
Weidong Gao 0001,journals/pmh/GaoG02,2002
Alfred Geroldinger,journals/pmh/GaoG02,2002
József Beck,journals/pmh/BeckK02,2002
Anatoly A. Zhigljavsky,journals/pmh/HuxleyZ01,2001
J. H. E. Cohn,journals/pmh/Cohn02,2002
Robert F. Tichy,journals/pmh/MullerTT01,2001
Carl Pomerance,journals/pmh/Pomerance02,2002
Florian Luca,journals/pmh/Luca02,2002
Victoria Gould,journals/pmh/FountainG02,2002
Joël Rivat,journals/pmh/Rivat02,2002
Rainer Steinwandt,journals/pmh/GeiselmannS02,2002
Jean-Louis Nicolas,journals/pmh/Nicolas02,2002
Rudolf Ahlswede,journals/pmh/AhlswedeKS01,2001
Levon H. Khachatrian,journals/pmh/AhlswedeKS01,2001
András Sárközy,journals/pmh/AhlswedeKS01,2001
Norbert Hegyvári,journals/pmh/Hegyvari02a,2002
Harald Niederreiter,journals/pmh/NiederreiterW01,2001
Imre Bárány,journals/pmh/BaranyHPT02,2002
János Pach,journals/pmh/BaranyHPT02,2002
Gábor Tardos,journals/pmh/BaranyHPT02,2002
Vsevolod F. Lev,journals/pmh/Lev01,2001
Norbert Hegyvári,journals/pmh/Hegyvari02,2002
András Sárközy,journals/pmh/Sarkozy01,2001
Sinisa Crvenkovic,journals/pmh/CrvenkovicD02,2002
Igor Dolinka,journals/pmh/CrvenkovicD02,2002
Attila Pethö,journals/pmh/PethoS02,2002
Robert F. Tichy,journals/pmh/DujellaFT02,2002
Marco Buratti,journals/csjm/BurattiGMV01,2001
Mario Gionfriddo,journals/csjm/BurattiGMV01,2001
Lorenzo Milazzo,journals/csjm/BurattiGMV01,2001
Vitaly I. Voloshin,journals/csjm/BurattiGMV01,2001
Dmitrii Lozovanu,journals/csjm/LozovanuP02,2002
Alexandr Savinov,journals/csjm/Savinov02,2002
Manfred Kudlek,journals/csjm/AlhazovKR02,2002
Iurie Rogojin,journals/csjm/AlhazovKR02,2002
Svetlana Cojocaru,journals/csjm/CojocaruU01,2001
Victor Ufnarovski,journals/csjm/CojocaruU01,2001
Dmitrii Lozovanu,journals/csjm/LozovanuVZ02,2002
Vitaly I. Voloshin,journals/csjm/LozovanuVZ02,2002
Vladimir A. Emelichev,journals/csjm/EmelichevL01,2001
Constantin Gaindric,journals/csjm/Gaindric02,2002
Carlos Martín-Vide,journals/csjm/Martin-VidePR01,2001
Gheorghe Paun,journals/csjm/Martin-VidePR01,2001
Vladimir A. Emelichev,journals/csjm/EmelichevKN02,2002
Vladimir A. Emelichev,journals/csjm/EmelichevP01,2001
Svetlana Cojocaru,journals/csjm/CojocaruCM02,2002
Alexandru Colesnicov,journals/csjm/CojocaruCM02,2002
Ludmila Malahova,journals/csjm/CojocaruCM02,2002
Dmitrii Lozovanu,journals/csjm/LozovanuC01,2001
Dmitrii Lozovanu,journals/csjm/Lozovanu02,2002
Vladimir A. Emelichev,journals/csjm/EmelichevKN02a,2002
Mario Gionfriddo,journals/csjm/GionfriddoMV02,2002
Lorenzo Milazzo,journals/csjm/GionfriddoMV02,2002
Vitaly I. Voloshin,journals/csjm/GionfriddoMV02,2002
Maurice Margenstern,journals/csjm/Margenstern02,2002
Eleonor Ciurea,journals/csjm/CiureaC01,2001
Horia-Nicolai Teodorescu,journals/csjm/TeodorescuMK01,2001
Abraham Kandel,journals/csjm/TeodorescuMK01,2001
Maurice Margenstern,journals/csjm/Margenstern01,2001
José L. Verdegay,journals/csjm/VerdegayV02,2002
Ricardo Salem Zebulum,journals/csjm/StoicaZ02,2002
Manfred Kudlek,journals/csjm/KudlekR01,2001
Iurie Rogojin,journals/csjm/KudlekR01,2001
Dmitrii Lozovanu,journals/csjm/IusiumbeliL02,2002
Nikolay A. Moldovyan,journals/csjm/KorjikMEM02,2002
Volker Nissen,journals/hmd/NissenM02,2002
Reinhard Jung,journals/hmd/Jung01,2001
Heidi Heilmann,journals/hmd/Heilmann01,2001
Andreas Meier 0001,journals/hmd/Meier01,2001
Andreas Schmietendorf,journals/hmd/SchmietendorfDLD02,2002
Reiner R. Dumke,journals/hmd/SchmietendorfDLD02,2002
Karl Popp,journals/hmd/Popp02,2002
Andreas Bertsch,journals/hmd/BertschT02,2002
Christoph Thiel,journals/hmd/BertschT02,2002
Roswitha R. Kortheuer,journals/hmd/Kortheuer01,2001
Rüdiger Zarnekow,journals/hmd/ZarnekowBE02,2002
Walter Brenner,journals/hmd/ZarnekowBE02,2002
Dieter Ehrenberg,journals/hmd/Ehrenberg01,2001
Rainer Alt,journals/hmd/PuschmannA01,2001
Rainer Alt,journals/hmd/AltPR01,2001
Michael Merz,journals/hmd/Merz02,2002
Peter Gerstl,journals/hmd/GerstlHK01,2001
Frank Herrmann,journals/hmd/Herrmann02,2002
Peter Mandl 0001,journals/hmd/BauerM01,2001
Karl Popp,journals/hmd/Popp02a,2002
Peter Gluchowski,journals/hmd/Gluchowski01,2001
Heidi Heilmann,journals/hmd/BergerHH02,2002
Oliver Günther,journals/hmd/TeltzrowG01,2001
Andreas Meier 0001,journals/hmd/WettsteinKM01,2001
Stefan Klein 0002,journals/hmd/RiemerK02,2002
Rolf M. Katzsch,journals/hmd/Katzsch01,2001
Andreas Bertsch,journals/hmd/BertschT02a,2002
Christoph Thiel,journals/hmd/BertschT02a,2002
Roland Gabriel,journals/hmd/GabrielD01,2001
Michael Mörike,journals/hmd/FroschleM01,2001
Wilhelm Dangelmaier,journals/hmd/DangelmaierLPR02,2002
Günter Karjoth,journals/hmd/BohnK01,2001
Peter Mandl 0001,journals/hmd/BauerM02,2002
Claudia Bertram-Kretzberg,journals/hmd/Bertram-KretzbergB01,2001
Andreas Birkendorf,journals/hmd/Bertram-KretzbergB01,2001
Michael Mörike,journals/hmd/Morike02,2002
Andreas Bertsch,journals/hmd/Bertsch02,2002
Stefan Klein 0002,journals/hmd/KleinGD02,2002
Heidi Heilmann,journals/hmd/Heilmann02,2002
Andreas Schmietendorf,journals/hmd/SchmietendorfD02,2002
Reiner R. Dumke,journals/hmd/SchmietendorfD02,2002
Rainer Alt,journals/hmd/CasarAG02,2002
Lutz J. Heinrich,journals/hmd/HeinrichT02,2002
Frank Teuteberg,journals/hmd/Teuteberg02,2002
Heidi Heilmann,journals/hmd/Heilmann01a,2001
Knut Hildebrand,journals/hmd/Hildebrand01,2001
Heinz Sauerburger,journals/hmd/Sauerburger02,2002
Myra Spiliopoulou,journals/hmd/MullerSL02,2002
Ralf Schaarschmidt,journals/hmd/SchaarschmidtH02,2002
Stefan Meinhardt,journals/hmd/Meinhardt01,2001
Robert Winter,journals/hmd/SchelpW02,2002
Axel C. Schwickert,journals/hmd/SchwickertW01,2001
Harry M. Sneed,journals/hmd/Sneed02,2002
Lutz J. Heinrich,journals/hmd/HeinrichP01,2001
Gustav Pomberger,journals/hmd/HeinrichP01,2001
Werner Dostal,journals/hmd/Dostal01,2001
Lutz J. Heinrich,journals/hmd/HeinrichPT01,2001
Gustav Pomberger,journals/hmd/HeinrichPT01,2001
Michael Merz,journals/hmd/Merz02a,2002
R. Govindarajan,journals/dafes/GovindarajanAG02,2002
Erik R. Altman,journals/dafes/GovindarajanAG02,2002
Guang R. Gao,journals/dafes/GovindarajanAG02,2002
Peter Y. K. Cheung,journals/dafes/WiangtongCL02,2002
Wayne Luk,journals/dafes/WiangtongCL02,2002
Soonhoi Ha,journals/dafes/ParkJH02,2002
William Fornaciari,journals/dafes/FornaciariSSZ02,2002
Donatella Sciuto,journals/dafes/FornaciariSSZ02,2002
Cristina Silvano,journals/dafes/FornaciariSSZ02,2002
Margarida F. Jacome,journals/dafes/AkturanJ02,2002
Patrick Schaumont,journals/dafes/SchaumontV02,2002
Ingrid Verbauwhede,journals/dafes/SchaumontV02,2002
Xiaobo Sharon Hu,journals/dafes/LiuH02,2002
Antonio Cau,journals/dafes/CauHDZMMS02,2002
Hussein Zedan,journals/dafes/CauHDZMMS02,2002
Rolf Ernst,journals/dafes/WolfSE02,2002
Shuvra S. Bhattacharyya,journals/dafes/BambhaKKB02,2002
Michael J. Butler,journals/dafes/Butler02,2002
Luca Benini,journals/dafes/BeniniBCSZZ02,2002
Cristina Silvano,journals/dafes/BeniniBCSZZ02,2002
Petru Eles,journals/dafes/ElesP02,2002
Zebo Peng,journals/dafes/ElesP02,2002
Petru Eles,journals/dafes/SchmitzAE02,2002
Dimitrios N. Serpanos,journals/dafes/SerpanosK01,2001
Paul E. R. Lippens,journals/dafes/NieuwlandKGSBGLL02,2002
Marco Di Natale,journals/dafes/GaiLN02,2002
Frank Vahid,journals/dafes/GivargisV02,2002
Peter Green,journals/dafes/GreenEE02,2002
Martyn Edwards,journals/dafes/GreenEE02,2002
Ed F. Deprettere,journals/dafes/HarrissWKD02,2002
Ed F. Deprettere,journals/dafes/DeprettereKW02,2002
Sonia R. Sachs,journals/dafes/LudvigMNS02,2002
Frank Vahid,journals/dafes/VillarrealSSVN02,2002
Walid A. Najjar,journals/dafes/VillarrealSSVN02,2002
Nader Bagherzadeh,journals/dafes/ChouLLB02,2002
Gang George Yin,journals/jgo/YinK02,2002
Immanuel M. Bomze,journals/jgo/Bomze02,2002
Le Thi Hoai An,journals/jgo/AnT02,2002
Pham Dinh Tao,journals/jgo/AnT02,2002
Zhijun Wu,journals/jgo/DongW02,2002
Jean-Baptiste Hiriart-Urruty,journals/jgo/Hiriart-Urruty01,2001
Muhammad Aslam Noor,journals/jgo/Noor01,2001
Marco Locatelli,journals/jgo/LocatelliS02,2002
Fabio Schoen,journals/jgo/LocatelliS02,2002
X. Chen,journals/jgo/RamiCZ02,2002
Yaroslav D. Sergeyev,journals/jgo/SergeyevFP01,2001
Domenico Famularo,journals/jgo/SergeyevFP01,2001
Paolo Pugliese,journals/jgo/SergeyevFP01,2001
James Abello,journals/jgo/AbelloBPR01,2001
Panos M. Pardalos,journals/jgo/AbelloBPR01,2001
Mauricio G. C. Resende,journals/jgo/AbelloBPR01,2001
Robert E. Mahony,journals/jgo/MahonyM02,2002
Jonathan H. Manton,journals/jgo/MahonyM02,2002
Rainer E. Burkard,journals/jgo/BurkardDT01,2001
Phan Thien Thach,journals/jgo/BurkardDT01,2001
Alexander Kaplan,journals/jgo/KaplanT02,2002
Rainer Tichatschke,journals/jgo/KaplanT02,2002
Linet Özdamar,journals/jgo/OnbascogluO01,2001
Francesco Zirilli,journals/jgo/MaponiZ01,2001
Graham R. Wood,journals/jgo/WoodAB02,2002
H. Edwin Romeijn,journals/jgo/ReaumeRS01,2001
Robert L. Smith 0002,journals/jgo/ReaumeRS01,2001
Yoshitsugu Yamamoto,journals/jgo/Yamamoto02,2002
Vicente Campos,journals/jgo/CamposGLM01,2001
Fred Glover,journals/jgo/CamposGLM01,2001
Manuel Laguna,journals/jgo/CamposGLM01,2001
Rafael Martí,journals/jgo/CamposGLM01,2001
Marcus Brazil,journals/jgo/BrazilRTWW01,2001
J. Hyam Rubinstein,journals/jgo/BrazilRTWW01,2001
Doreen A. Thomas,journals/jgo/BrazilRTWW01,2001
Jia F. Weng,journals/jgo/BrazilRTWW01,2001
Nicholas C. Wormald,journals/jgo/BrazilRTWW01,2001
Philippe Mahey,journals/jgo/MaheyBB01,2001
Alexander S. Strekalovsky,journals/jgo/KuznetsovaS01,2001
Masakazu Kojima,journals/jgo/TakedaFFK02,2002
Tibor Csendes,journals/jgo/Csendes01,2001
X. X. Huang,journals/jgo/HuangY01,2001
X. Q. Yang,journals/jgo/HuangY01,2001
Y. Liu,journals/jgo/LiuT02,2002
Hanif D. Sherali,journals/jgo/SheraliF02a,2002
Eligius M. T. Hendrix,journals/jgo/HendrixOG01,2001
Inmaculada García,journals/jgo/HendrixOG01,2001
Guoliang Xue,journals/jgo/Xue01,2001
F. K. Hwang,journals/jgo/HwangWL02,2002
Xian Liu,journals/jgo/Liu01,2001
Alexander M. Rubinov,journals/jgo/Martinez-LegazR02,2002
Ivan Singer,journals/jgo/Martinez-LegazR02,2002
Alexander M. Rubinov,journals/jgo/Rubinov02,2002
Immanuel M. Bomze,journals/jgo/BomzeK02,2002
Etienne de Klerk,journals/jgo/BomzeK02,2002
Sanjay Mehrotra,journals/jgo/StubbsM02,2002
Han-Fu Chen,journals/jgo/ChenF02,2002
Li-Zhi Liao,journals/jgo/HanLQQ01,2001
Houduo Qi,journals/jgo/HanLQQ01,2001
Liqun Qi 0001,journals/jgo/HanLQQ01,2001
Xiaohua Jia,journals/jgo/KimCCJ02,2002
Jane You,journals/jgo/MaYXLW02,2002
Yin-Feng Xu,journals/jgo/MaYXLW02,2002
James N. K. Liu,journals/jgo/MaYXLW02,2002
Jack Brimberg,journals/jgo/BrimbergHM02,2002
Pierre Hansen,journals/jgo/BrimbergHM02,2002
Nenad Mladenovic,journals/jgo/BrimbergHM02,2002
O. L. Mangasarian,journals/jgo/Mangasarian02,2002
Panos M. Pardalos,journals/jgo/HuangPS01,2001
K. I. M. McKinnon,journals/jgo/SunML01,2001
Duan Li 0002,journals/jgo/SunML01,2001
Stefano Lucidi,journals/jgo/LucidiP02,2002
Alexander M. Rubinov,journals/jgo/BagirovR01,2001
Duan Li 0002,journals/jgo/LiS01,2001
Hanif D. Sherali,journals/jgo/SheraliSL01,2001
Liqun Qi 0001,journals/jgo/QiY01,2001
S. Y. Wu,journals/jgo/Wu01,2001
Panos M. Pardalos,journals/jgo/XuHPX01,2001
E. M. Oblow,journals/jgo/Oblow01,2001
Lynn Margaret Batten,journals/jgo/BattenB02,2002
Gleb Beliakov,journals/jgo/BattenB02,2002
Konstantinos G. Arvanitis,journals/jgo/FerentinosAS02,2002
Katarína Cechlárová,journals/jgo/CechlarovaDL01,2001
Er-Wei Bai,journals/jgo/Bai02,2002
Vladimir F. Demyanov,journals/jgo/DemyanovBR02,2002
Alexander M. Rubinov,journals/jgo/DemyanovBR02,2002
Nguyen Van Thoai,journals/jgo/Thoai02,2002
James M. Calvin,journals/jgo/CalvinZ01,2001
Antanas Zilinskas,journals/jgo/CalvinZ01,2001
Jean-Paul Penot,journals/jgo/Penot01,2001
Christodoulos A. Floudas,journals/jgo/GumusF01,2001
Raphael T. Haftka,journals/jgo/CoxHBGMW01,2001
Layne T. Watson,journals/jgo/CoxHBGMW01,2001
Siegfried Schaible,journals/jgo/AnsariSY02,2002
Jen-Chih Yao,journals/jgo/AnsariSY02,2002
Harold P. Benson,journals/jgo/Benson02,2002
Lou Caccetta,journals/jgo/LeeRCT02,2002
Kok Lay Teo,journals/jgo/LeeRCT02,2002
Inmaculada García,journals/jgo/OrtigosaGJ01,2001
Emilio Carrizosa,journals/jgo/BlanqueroCC01,2001
Eduardo Conde,journals/jgo/BlanqueroCC01,2001
Carl T. Kelley,journals/jgo/GablonskyK01,2001
Lihua Xie,journals/jgo/XieZL02,2002
Cishen Zhang,journals/jgo/XieZL02,2002
Jean-Baptiste Hiriart-Urruty,journals/jgo/AzH02,2002
Li-Zhi Liao,journals/jgo/NgL002,2002
Duan Li 0002,journals/jgo/NgL002,2002
Roland W. Freund,journals/jgo/FreundJ01,2001
Florian Jarre,journals/jgo/FreundJ01,2001
Sjur Didrik Flåm,journals/jgo/EvstigneevF01,2001
Hiroshi Konno,journals/jgo/KonnoW02,2002
Hanif D. Sherali,journals/jgo/SheraliF02,2002
Uwe Helmke,journals/jgo/HelmkeHMS02,2002
John B. Moore,journals/jgo/HelmkeHMS02,2002
Nikolaos V. Sahinidis,journals/jgo/TawarmalaniAS02,2002
Laurent Granvilliers,journals/jgo/GranvilliersB01,2001
Frédéric Benhamou,journals/jgo/GranvilliersB01,2001
Ding-Zhu Du,journals/jgo/DuHJN01,2001
Frank K. Hwang,journals/jgo/DuHJN01,2001
Panos M. Pardalos,journals/jgo/HuangPS02,2002
Inmaculada García,journals/jgo/CasadoMG01,2001
Masakazu Kojima,journals/jgo/KojimaT02,2002
Levent Tunçel,journals/jgo/KojimaT02,2002
Emilio Carrizosa,journals/jgo/BlanqueroC02,2002
Takahito Kuno,journals/jgo/Kuno02,2002
Nikolaos V. Sahinidis,journals/jgo/TawarmalaniS01,2001
X. X. Huang,journals/jgo/HuangY02,2002
X. Q. Yang,journals/jgo/HuangY02,2002
Christodoulos A. Floudas,journals/jgo/EspositoF02,2002
Bhaskar DasGupta,journals/jgo/ChengDL01,2001
Nikolaos V. Sahinidis,journals/jgo/RyooS01,2001
Yin-Feng Xu,journals/jgo/MaXW01,2001
Blas Pelegrín,journals/jgo/FernandezP01,2001
Kamala Krithivasan,journals/ijcm/ArthiK02,2002
Konstantinos G. Margaritis,journals/ijcm/MichailidisM02,2002
David J. Evans 0001,journals/ijcm/EvansY02,2002
A. R. Yaakub,journals/ijcm/EvansY02,2002
Der-Chyuan Lou,journals/ijcm/LouWO02,2002
M. M. Chawla,journals/ijcm/ChawlaAE01,2001
Mansour Al-Zanaidi,journals/ijcm/ChawlaAE01,2001
David J. Evans 0001,journals/ijcm/ChawlaAE01,2001
Md Nasir Sulaiman,journals/ijcm/ShamsuddinSD01,2001
David J. Evans 0001,journals/ijcm/RejuIE01,2001
Madhumangal Pal,journals/ijcm/MondalPP02,2002
Muhammad Aslam Noor,journals/ijcm/NoorA01,2001
Md Nasir Sulaiman,journals/ijcm/OmarSME02,2002
Mohd Yazid Saman,journals/ijcm/OmarSME02,2002
David J. Evans 0001,journals/ijcm/OmarSME02,2002
Tianzi Jiang,journals/ijcm/JiangE01,2001
David J. Evans 0001,journals/ijcm/JiangE01,2001
Gundolf Haase,journals/ijcm/HaaseLRS01,2001
Ulrich Langer,journals/ijcm/HaaseLRS01,2001
Peter J. H. King,journals/ijcm/LawderK01,2001
David J. Evans 0001,journals/ijcm/Evans02,2002
Mohammedi R. Abdel-Aziz,journals/ijcm/El-SayedA01,2001
Hazem Raafat,journals/ijcm/AlmonayyesRAA01,2001
Xiaoyu Song,journals/ijcm/SongYZ01,2001
Xinming Ye,journals/ijcm/SongYZ01,2001
David J. Evans 0001,journals/ijcm/EvansH01,2001
Gheorghe Paun,journals/ijcm/PaunST01,2001
Hiroshi Tanaka,journals/ijcm/PaunST01,2001
Costas S. Iliopoulos,journals/ijcm/DaskalopuluIM02,2002
Yan Li,journals/ijcm/LiKGKL02,2002
Lishan Kang,journals/ijcm/LiKGKL02,2002
Hugo de Garis,journals/ijcm/LiKGKL02,2002
U. K. Sarkar,journals/ijcm/Sarkar01,2001
David J. Evans 0001,journals/ijcm/MohantyEP01,2001
Ruth E. Shaw,journals/ijcm/ShawGL01,2001
Lawrence E. Garey,journals/ijcm/ShawGL01,2001
Lawrence E. Garey,journals/ijcm/NemaniG02,2002
Xueliang Li 0001,journals/ijcm/ZhangLH02,2002
David J. Evans 0001,journals/ijcm/MurugesanDAE01,2001
Safaai Deris,journals/ijcm/SaadSDM02,2002
Konstantinos G. Margaritis,journals/ijcm/DigalakisM02,2002
M. M. Chawla,journals/ijcm/ChawlaAE01a,2001
Mansour Al-Zanaidi,journals/ijcm/ChawlaAE01a,2001
David J. Evans 0001,journals/ijcm/ChawlaAE01a,2001
S. Natesan,journals/ijcm/Natesan01,2001
Lishan Kang,journals/ijcm/KangLPHE01,2001
Jun He 0004,journals/ijcm/KangLPHE01,2001
David J. Evans 0001,journals/ijcm/KangLPHE01,2001
M. M. Chawla,journals/ijcm/ChawlaA01,2001
Kazuhiro Morita,journals/ijcm/SumitomoMFTA02,2002
Masao Fuketa,journals/ijcm/SumitomoMFTA02,2002
Jun-ichi Aoe,journals/ijcm/SumitomoMFTA02,2002
Md Nasir Sulaiman,journals/ijcm/ShamsuddinSD02,2002
Rajeev K. Pandey,journals/ijcm/Pandey02,2002
Reihaneh Safavi-Naini,journals/ijcm/Safavi-NainiW02,2002
Huaxiong Wang,journals/ijcm/Safavi-NainiW02,2002
Martin Baca,journals/ijcm/BacaMS02,2002
Mirka Miller,journals/ijcm/BacaMS02,2002
Slamin,journals/ijcm/BacaMS02,2002
Erkki Mäkinen,journals/ijcm/Makinen01,2001
David J. Evans 0001,journals/ijcm/Al-DabassZES02,2002
Kamala Krithivasan,journals/ijcm/KrithivasanS01,2001
Michiel H. M. Smid,journals/ijcm/SmidS02,2002
Zhi-Hao Cao,journals/ijcm/CaoE01,2001
David J. Evans 0001,journals/ijcm/CaoE01,2001
Raghavan Rama,journals/ijcm/KrishnaR01,2001
Mohan K. Kadalbajoo,journals/ijcm/KadalbajooP02a,2002
Jörg Schwerdt,journals/ijcm/SchwerdtSHJ02,2002
Michiel H. M. Smid,journals/ijcm/SchwerdtSHJ02,2002
Ravi Janardan,journals/ijcm/SchwerdtSHJ02,2002
David J. Evans 0001,journals/ijcm/EvansM02,2002
Masao Fuketa,journals/ijcm/YamakawaFMA01,2001
Kazuhiro Morita,journals/ijcm/YamakawaFMA01,2001
Jun-ichi Aoe,journals/ijcm/YamakawaFMA01,2001
David J. Evans 0001,journals/ijcm/EvansB02,2002
Maxime Crochemore,journals/ijcm/CambouropoulosCIMP02,2002
Costas S. Iliopoulos,journals/ijcm/CambouropoulosCIMP02,2002
Laurent Mouchard,journals/ijcm/CambouropoulosCIMP02,2002
Catterina Dagnino,journals/ijcm/DagninoD02,2002
Vittoria Demichelis,journals/ijcm/DagninoD02,2002
Diane M. Donovan,journals/ijcm/BeanDKS02,2002
Abdollah Khodkar,journals/ijcm/BeanDKS02,2002
Anne Penfold Street,journals/ijcm/BeanDKS02,2002
Ljiljana Brankovic,journals/ijcm/BrankovicMS02,2002
Mirka Miller,journals/ijcm/BrankovicMS02,2002
Jozef Sirán,journals/ijcm/BrankovicMS02,2002
David J. Evans 0001,journals/ijcm/Bao-LinZE02,2002
Mohan K. Kadalbajoo,journals/ijcm/KadalbajooP01,2001
Yimin Wei,journals/ijcm/WeiW01,2001
Hebing Wu,journals/ijcm/WeiW01,2001
C. R. Wan,journals/ijcm/WanE02,2002
David J. Evans 0001,journals/ijcm/WanE02,2002
Zhong-Zhi Bai,journals/ijcm/BaiE02,2002
David J. Evans 0001,journals/ijcm/BaiE02,2002
David J. Evans 0001,journals/ijcm/SalamaE01,2001
Weijia Jia,journals/ijcm/LongJZ02,2002
Liang Zhang,journals/ijcm/LongJZ02,2002
Charles B. Dunham,journals/ijcm/Dunham01,2001
Ophir Frieder,journals/ijcm/FriederHW02,2002
Frank Harary,journals/ijcm/FriederHW02,2002
Peng-Jun Wan,journals/ijcm/FriederHW02,2002
David J. Evans 0001,journals/ijcm/BulutE02,2002
Mohsen Razzaghi,journals/ijcm/RazzaghiO02,2002
David J. Evans 0001,journals/ijcm/MartinsEY01,2001
W. S. Yousif,journals/ijcm/MartinsEY01,2001
Helmut Jürgensen,journals/ijcm/JurgensenKT01,2001
Lila Kari,journals/ijcm/JurgensenKT01,2001
Gabriel Thierrin,journals/ijcm/JurgensenKT01,2001
Mohan K. Kadalbajoo,journals/ijcm/KadalbajooP02,2002
David J. Evans 0001,journals/ijcm/MurugesanDAE02,2002
Tomaz Pisanski,journals/ijcm/PisanskiZZ01,2001
Blaz Zmazek,journals/ijcm/PisanskiZZ01,2001
Janez Zerovnik,journals/ijcm/PisanskiZZ01,2001
Changjun Li,journals/ijcm/LiE02a,2002
David J. Evans 0001,journals/ijcm/LiE02a,2002
O. B. Efremides,journals/ijcm/EfremidesBE02,2002
M. P. Bekakos,journals/ijcm/EfremidesBE02,2002
David J. Evans 0001,journals/ijcm/EfremidesBE02,2002
David J. Evans 0001,journals/ijcm/EvansM01,2001
David J. Evans 0001,journals/ijcm/ChenE01,2001
Ferucio Laurentiu Tiplea,journals/ijcm/TipleaME02,2002
Erkki Mäkinen,journals/ijcm/TipleaME02,2002
Tianzi Jiang,journals/ijcm/FanJE02,2002
David J. Evans 0001,journals/ijcm/FanJE02,2002
Rezaul Alam Chowdhury,journals/ijcm/ChowdhuryK01,2001
M. M. Chawla,journals/ijcm/ChawlaAE02,2002
Mansour Al-Zanaidi,journals/ijcm/ChawlaAE02,2002
David J. Evans 0001,journals/ijcm/ChawlaAE02,2002
Abba B. Gumel,journals/ijcm/Gumel02,2002
N. Ramanujam,journals/ijcm/ValarmathiR02,2002
Changjun Li,journals/ijcm/LiLE01,2001
David J. Evans 0001,journals/ijcm/LiLE01,2001
Miltiades Adamopoulos,journals/ijcm/GoulianasAKFT02,2002
Li Wang,journals/ijcm/Wang01,2001
Changjun Li,journals/ijcm/LiE02,2002
David J. Evans 0001,journals/ijcm/LiE02,2002
P. R. Parthasarathy,journals/ijcm/ParthasarathySL02,2002
Wolfgang Stadje,journals/ijcm/ParthasarathySL02,2002
Md Nasir Sulaiman,journals/ijcm/BakarSOS02,2002
Hyunseung Choo,journals/ijcm/RodionovCYC01,2001
Hee Yong Youn,journals/ijcm/RodionovCYC01,2001
Changjun Li,journals/ijcm/LiE02b,2002
David J. Evans 0001,journals/ijcm/LiE02b,2002
Tianzi Jiang,journals/ijcm/JiangE01a,2001
David J. Evans 0001,journals/ijcm/JiangE01a,2001
Konstantinos G. Margaritis,journals/ijcm/MichailidisM01,2001
Emanuele Galligani,journals/ijcm/Galligani02,2002
David J. Evans 0001,journals/ijcm/Evans02a,2002
Mohd Yazid Saman,journals/ijcm/SamanE01,2001
David J. Evans 0001,journals/ijcm/SamanE01,2001
Madhumangal Pal,journals/ijcm/BeraPP02,2002
Tianzi Jiang,journals/ijcm/Jiang01,2001
Ioannis K. Argyros,journals/ijcm/Argyros01,2001
Xinming Ye,journals/ijcm/YeZSL01,2001
Xiaoyu Song,journals/ijcm/YeZSL01,2001
Thierry Lecroq,journals/ijcm/LefebvreL02,2002
Abdul-Majid Wazwaz,journals/ijcm/Wazwaz02,2002
M. M. Chawla,journals/ijcm/ChawlaK02,2002
David J. Evans 0001,journals/ijcm/MohantyED01,2001
A. A. Soliman,journals/ijcm/SolimanR01,2001
Nguyen Huu Cong,journals/ijcm/CongM01,2001
Manabu Sakai,journals/ijcm/HabibS02,2002
Narsingh Deo,journals/ijcm/AbdallaD02,2002
David J. Evans 0001,journals/ijcm/EvansG02,2002
Marjan Gusev,journals/ijcm/EvansG02,2002
M. M. Chawla,journals/ijcm/ChawlaAE02a,2002
Mansour Al-Zanaidi,journals/ijcm/ChawlaAE02a,2002
David J. Evans 0001,journals/ijcm/ChawlaAE02a,2002
Konstantinos G. Margaritis,journals/ijcm/DigalakisM01,2001
Bertrand M. T. Lin,journals/ijcm/LinHY01,2001
David J. Evans 0001,journals/ijcm/Evans01,2001
Jingling Xue,journals/ijcm/XueL02,2002
Patrick M. Lenders,journals/ijcm/XueL02,2002
Wansoo T. Rhee,journals/ijcm/Rhee01,2001
Edmond Bianco,journals/biaa/Bianco02b,2002
Edmond Bianco,journals/biaa/Bianco01,2001
Edmond Bianco,journals/biaa/Bianco02,2002
Jean-Louis Imbert,journals/biaa/Imbert01,2001
Jean-Michel Knippel,journals/biaa/Knippel02,2002
Jean-Michel Knippel,journals/biaa/Knippel02a,2002
Edmond Bianco,journals/biaa/Bianco01c,2001
Jean-Michel Knippel,journals/biaa/ChabotK01,2001
Jean-Louis Imbert,journals/biaa/Imbert01a,2001
Edmond Bianco,journals/biaa/Bianco02d,2002
Edmond Bianco,journals/biaa/Bianco01b,2001
Edmond Bianco,journals/biaa/Bianco01a,2001
Edmond Bianco,journals/biaa/Bianco02c,2002
Edmond Bianco,journals/biaa/Bianco02a,2002
Harold A. Scheraga,journals/jcc/ScheragaPLLCRWA02,2002
Adam Liwo,journals/jcc/ScheragaPLLCRWA02,2002
Cezary Czaplewski,journals/jcc/ScheragaPLLCRWA02,2002
