author,sum_art
Diane E. Oliver,1
Christian Iseli,1
Aron Marchler-Bauer,2
Stephen H. Bryant,2
Kelly P. Williams,1
Jian Lu,3
Anne E. Kwitek,1
Richard J. Mural,1
Jinghui Zhang,1
Paolo Zaccaria,1
Patricia Rodriguez-Tomé,1
Florence Corpet,1
Jérôme Gouzy,3
Henning Hermjakob,2
Daniel Kahn,3
Beate Marx,1
Dennis A. Benson,1
David J. Lipman,1
James Ostell,1
Peter Sterk,1
Peter Stoehr,2
Mary Ann Tuli,2
Jean-Pierre Changeux,1
Olga V. Kel-Margoulis,1
Alexander E. Kel,1
Ingmar Reuter,1
Antje Krause,1
Eivind Coward,1
Yoshio Tateno,1
Peter De Rijk,1
Rupert De Wachter,2
Julie Dawn Thompson,1
Olivier Poch,1
Victor V. Solovyev,1
Julio Collado-Vides,3
Hiroshi Arakawa,1
Heladia Salgado,1
Sharmila Banerjee-Basu,1
Jürgen Sühnel,2
Øyvind Edvardsen,2
George Johnson,1
Yanda Li,3
Takaaki Nishioka,1
Kai-Tai Song,1
Maarten Steinbuch,2
Andrzej Banaszuk,1
Alfredo Pironti 0002,3
Stephen J. Elliott,1
Roland P. Malhamé,1
Michel Perrier,2
Jia-Yush Yen,1
Chun-Liang Lin,4
Hong Liu,1
S. O. Reza Moheimani,4
Wayne J. Book,1
Marc Bodson,3
Hong Seong Park,1
Yong Ho Kim,1
Kostas Tsakalis,2
Ching-An Lin,2
Gary J. Balas,1
Daniel Simon,1
Pablo A. Parrilo,2
Ricardo S. Sánchez Peña,4
Manolis A. Christodoulou,1
Richard J. Adams,1
Toshiro Higuchi,2
Emmanuel G. Collins Jr.,1
Anna G. Stefanopoulou,3
Michael D. Brown,1
Roger M. Goodall,1
Hamid R. Berenji,1
Edgar N. Sánchez,4
Peter H. Meckl,1
Keum-Shik Hong,1
Wu-Chung Su,1
Asok Ray,3
Weng Khuen Ho,1
Luca Ferrarini,1
Nandit Soparkar,1
S. K. Tso,4
Stephen Yurkovich,1
Septimiu E. Salcudean,5
Peter D. Lawrence,1
Paul M. J. Van den Hof,5
Marilena Vendittelli,1
Peter I. Corke,9
Stjepan Bogdan,1
David W. L. Wang,1
Scott C. Douglas,2
Biao Huang,5
Michel de Mathelin,3
Bernard Widrow,4
Eiichi Ono,1
Torbjörn Wigren,1
Rory A. Cooper,1
Michael P. Polis,1
Stefano Chiaverini,4
Stanley Loh,1
Jennifer Rowley,6
Alan MacLennan,1
Rita Marcella,5
A. E. Cawkell,1
Tony Cawkell,8
Maurice B. Line,7
Barbara B. Moran,1
Graeme Baxter,2
Nick Moore,2
Reijo Savolainen,2
Brian C. O'Connor,1
Brian Vickery,1
Carol Collier Kuhlthau,1
Paul Nieuwenhuysen,1
Peter A. Bath,1
Anne Morris,3
Rolando Cavazos-Cadena,2
Philippe Nain,4
Jørgen Tind,1
Henk Norde,4
Marco Castellani,1
Evgueni Gordienko,1
Katsuhisa Ohno,1
Peter Chu,2
J. Adolfo Minjárez-Sosa,1
Esperanza A. Lebrón,2
Thomas Hanne,1
Armen S. Asratian,2
Nikolai N. Kuzjurin,1
Ulrich Rieder,1
Carlos Tomei,2
Jürgen Zimmermann 0001,1
Norbert Schmitz,1
Rüdiger Schultz,1
Wilfried Grecksch,1
Christiane Tammer,1
Keith Decker,1
Enric Plaza,2
Panos K. Chrysanthis,2
Naohiro Ishii,1
Hans Schuster,2
Jorge Lobo 0001,2
Luca Cabibbo,2
Clarence A. Ellis,2
Jacques Wainer,1
Maurizio Talamo,4
Opher Etzion,1
David P. Day,1
Henda C. Swart,2
Dinesh G. Sarvate,3
Allan D. Mills,1
Ruqun Shen,1
Fred S. Roberts,5
Zhou Bo,2
Gholamreza B. Khosrovshahi,3
Josef Lauri,1
William Kocay,2
Kevin McDougal,1
Ralph Gordon Stanton,1
Sergio De Agostino,2
Peter R. Wild,2
Wan-Di Wei,1
J. A. Dias da Silva,1
Mingchu Li,2
Charles E. Roberts,1
David S. Gunderson,3
David A. Pike,1
Omer Berkman,1
V. Vijayalakshmi,1
H. L. Abbott,1
Donovan R. Hare,1
András Gács,1
Ljiljana Brankovic,2
Peter Horák,2
John Ginsburg,1
J. Luis A. Yebra,2
L. H. Harper,1
Edward A. Bertram,2
Weidong Gao 0001,3
James A. Sellers,2
Maria Kwasnik,3
Louis V. Quintas,1
Jerzy Szymanski,1
Feng Sun,1
Robert B. Gardner,1
A. K. Agarwal,1
Alfredo Milani,2
G. R. Vijayakumar,1
Haruko Okamura,1
Diane M. Donovan,2
Chiang Lin,1
Oswaldo Araujo,3
Min-Jen Jou,1
Iku Nemoto,1
Stephen Grossberg,4
Nobuhiko Ikeda,1
Mohamad H. Hassoun,2
Stefan Schaal,5
John W. Clark,1
Tomas Hrycej,1
Pierre Lavoie,1
Tomohiro Shibata,4
Nabil H. Farhat,4
John A. Flanagan,1
Pierre Courrieu,2
Olaf Sporns,3
Naonori Ueda,1
Eric L. Schwartz,1
Daniel Bullock,3
C. (Lieke) E. Peper,1
Peter J. Beek,1
Thomas J. Anastasio,1
Francesco Vivarelli,1
Kotaro Hirasawa,3
Sung-Ho Kim,1
Jinglu Hu,3
Junichi Murata,2
Chunzhi Jin,2
Stephen A. Billings,6
Amar Mitiche,1
David A. Sprecher,1
Sorin Draghici,3
Kwok-Wo Wong,2
Eve Marder,1
Shigeru Shinomoto,1
Pallapa Venkataram,5
Richard Stuart Neville,1
Marius Usher,1
Teuvo Kohonen,1
Panu Somervuo,1
Nir Levy,1
Ryohei Nakano,1
Stephen Marsland,3
Jonathan Shapiro,2
Ulrich Nehmzow,3
Roger W. Brockett,1
Jean-Jacques E. Slotine,1
Gert Cauwenberghs,1
Andreas G. Andreou,1
B. Yegnanarayana,2
Ruye Wang,1
Naohiro Toda,1
Jonathan D. Cohen,1
Kwabena Boahen,1
Mark E. Oxley,1
Yves Burnod,1
Trevor G. Clarkson,1
Jakob Krarup,4
Chun-Hung Chen,4
Bernard C. Jiang,1
Ibrahim Zeid,2
Surendra M. Gupta,2
A. Galip Ulsoy,2
Ali Allahverdi,2
Yoram Koren,2
Alejandro Ramirez-Serrano,1
Beno Benhabib,2
Marco Zaffalon,2
Gerry Kelleher,3
Robert H. Sturges Jr.,1
Emanuel Falkenauer,2
Marie-Christine Costa,2
Kesheng Wang,1
Jiyin Liu,3
Manjunath Kamath,1
Dong Li,1
André Langevin,2
Michael F. Goodchild,5
Qiming Zhou,2
David M. Mark,1
Peter W. Eklund,1
Hamid R. Arabnia,1
Gerard B. M. Heuvelink,2
Natalia V. Andrienko,1
Gennady L. Andrienko,1
Helmut Ratschek,2
Andrew U. Frank,2
Anthony Gar-On Yeh,1
Jerry H. Ratcliffe,1
Robert Haining,1
Martien Molenaar,1
Hui Li,1
Fulong Wu,1
Vir V. Phoha,3
John Placer,1
Yoshiteru Nakamori,3
Ali Zilouchian,2
Chong-Won Lee,4
Yonghong Tan,1
Achiel R. Van Cauwenberghe,1
Charles C. Nguyen,1
Hanqi Zhuang,3
Tomohide Naniwa,1
Raymond W. Yeung,7
Philip R. Moore,2
Joris De Schutter,4
C. A. Middelburg,2
Vincenzo Grassi,1
Joseph A. Goguen,3
Grant Malcolm,1
Guoliang Zheng,3
Hans Zantema,5
François Laroussinie,1
Inge Bethke,1
Henrik Hulgaard,4
Henrik Reif Andersen,4
David Rappaport,3
Christian Prins,1
Michael Segal 0001,4
Vincent Vajnovszki,2
Jean-Marie Proth,3
Pekka Kilpeläinen,1
Wolfgang Thomas,2
Jon G. Riecke,2
Glynn Winskel,1
William C. Rounds,1
Guo-Qiang Zhang 0001,1
Leah Epstein,6
Benny Chor,1
Mikael Goldmann,2
Howard Straubing,1
Richard Chang,2
Kathleen Romanik,1
Iliano Cervesato,1
Martin Hofmann 0001,3
Adi Shamir,2
Kamal Lodaya,1
Dexter Kozen,4
Arend Rensink,2
Ian Mackie,1
Richard Beigel,2
Rosario Gennaro,4
Pankaj Rohatgi,2
Jerzy Tiuryn,5
Pawel Urzyczyn,2
Heinz Kredel,1
Albert Rubio,1
Venkatesh Radhakrishnan,1
Robert Nieuwenhuis,2
Uday S. Reddy,2
Yuri Breitbart,1
Henry F. Korth,1
Gang Chen,3
Gudmund Skovbjerg Frandsen,2
Roni Khardon,1
Klaus-Uwe Höffgen,1
Georges Gonthier,1
Kim B. Bruce,2
Didier Rémy,1
Anna Bernasconi 0001,3
Carsten Damm,2
Pierre Wolper,2
Harald Hempel,4
Mireille Clerbout,1
Yves Roos,1
Harry G. Mairson,1
Roberto Grossi,1
Yoshihito Toyama,1
Hugo Krawczyk,6
Tal Rabin,3
Clelia de Felice,1
François Fages,3
Paul Ruet,1
Eike Best,2
Raymond R. Devillers,2
Naoki Kobayashi 0001,3
Ahmed Helmy,10
Sujata Banerjee,3
David Tipper,1
Andrew T. Ogielski,1
Vern Paxson,5
Derek McAuley,1
Mark Crovella,3
Walter Willinger,3
Nick McKeown,5
Ganesh Gopalakrishnan,3
Steven M. Bellovin,3
Mehmet Karaul,1
Thomas E. Anderson,2
Stefan Savage,2
Wu-chang Feng,2
Tomasz Imielinski,2
Balaji Prabhakar,7
Greg Minshall,1
Greg O'Shea,3
Paramvir Bahl,3
Robert G. Cole,1
John Kubiatowicz,3
Glenn Judd,2
Mischa Schwartz,1
Thomas D. C. Little,2
John Wroclawski,1
Karen R. Sollins,1
David Starobinski,2
Jean-Jacques Fuchs,1
Peter Willett 0001,3
Yaakov Bar-Shalom,3
Kostas Berberidis,1
James A. Bucklew,4
Olivier Cappé,5
Bijan Sayyarrodsari,1
Jonathan P. How,1
Chong-Yung Chi,4
Antonio Cantoni,2
Mounir Ghogho,3
Olivier Besson,6
Henk J. A. M. Heijmans,4
Panagiotis Merakos,1
Thanos Stouraitis,3
Chunling Du,3
Giovanni Jacovitti,1
Aysin Ertüzün,1
Reinaldo M. Palhares,1
Pedro Luis Dias Peres,2
Akihiko Sugiyama,2
Soo-Chang Pei,11
Constantin Papaodysseus,3
Antonia Papandreou-Suppappola,2
Gloria Faye Boudreaux-Bartels,3
Chaouki Diab,1
Saul B. Gelfand,2
Benjamin Friedlander,1
Abbas Yongaçoglu,1
Jean Pierre Delmas,5
Michael J. Grimble,2
Dinh-Tuan Pham,3
Jean-François Cardoso,1
Tinku Acharya,2
Andrew T. Walden,3
Takao Hinamoto,3
Michael Peleg,1
Andrzej Tarczynski,2
Gerald D. Cain,2
Ewa Hermanowicz,2
A. C. Kot,4
Douglas Cochran,2
Fulvio Gini,3
Fabrizio Lombardini,1
José Carlos M. Bermudez,2
Neil J. Bershad,5
Martin Kristensson,1
Björn E. Ottersten,6
Philippe Forster,1
Xiang Yu,1
Yuan-Pei Lin,4
See-May Phoong,4
Masaaki Ikehara,1
Yong Ching Lim,2
A. Lee Swindlehurst,3
Kiyotoshi Matsuoka,1
Alfonso Farina,6
Philippe Loubaton,7
Erchin Serpedin,5
Salvador Olmos,2
Pablo Laguna,2
Wen-Hsien Fang,1
Lalitha Venkataramanan,1
Alex B. Gershman,6
Steven M. Kay,3
Paul M. Baggenstoss,2
Woo-Jin Song,1
Yuri I. Abramovich,1
Nicholas K. Spencer,1
Alexei Y. Gorokhov,1
Fa-Long Luo,1
Jun Yang,2
Arye Nehorai,5
Kristine L. Bell,4
Harry L. Van Trees,3
Min-Hung Yeh,1
Ju-Hong Lee,2
Ricardo Merched,2
Carlos E. Davila,2
Elio D. Di Claudio,2
Nikos D. Sidiropoulos,3
Urban Forssell,2
Karim Drouiche,1
Vinko Erceg,2
Eran Fishler,2
Hagit Messer,4
Xiqi Gao,3
Gilbert Strang,4
Wen-Shyong Hsieh,1
Ernesto Conte,3
Jaime Seguel,1
James P. Reilly,3
Dirk T. M. Slock,3
Alfred Mertins,3
Tanja Karp,2
Les E. Atlas,1
Eweda Eweda,1
Yukihiko Yamashita,3
Jenq-Tay Yuan,1
Xi Zhang 0010,1
Toshinori Yoshikawa,1
A. Salim Kayhan,1
Vikram M. Gadre,1
Isao Yamada,1
Jean-Yves Tourneret,5
Panos Koukoulas,2
Orhan Arikan,1
Xiaohua Li,4
Shahrokh Valaee,2
Eric Moreau,2
Jong-Nam Kim,4
Tsung-Hsien Liu,1
Yiu-Tong Chan,1
Donald L. Duttweiler,1
Steven Kay,1
Subhrakanti Dey,2
Petr Tichavský,2
Kainam Thomas Wong,1
Tony Gustafsson,4
Ulf A. Lindgren,1
Henrik Sahlin,1
Francescomaria Marino,2
François Chapeau-Blondeau,1
Sudhakar Kalluri,1
Edward J. Powers,1
Soura Dasgupta,5
Shyang Chang,1
William A. Sethares,2
Peter N. Heller,1
Sen-Chueh Peng,1
Maciej Niedzwiecki,2
Roberto López-Valcarce,5
Phil Howlett,1
Magdy A. Bayoumi,2
Patrick Duvaut,1
Ivan W. Selesnick,2
Pak-Chung Ching,2
Jun Ma,1
Anamitra Makur,3
Mats Bengtsson,2
Gianfranco Cariolaro,2
Tomaso Erseghe,2
Peter Kraniauskas,1
Ahmed I. Zayed,1
Giacinto Gelli,2
David Brady,1
Pierre-Olivier Amblard,4
Huaijin Gu,1
Yuanqing Li,1
François Desbouvries,1
Athanassios Manikas,1
Pierre Comon,1
Paul C. Wei,1
Peter K. Willett,2
Athanasios P. Liavas,3
Chad M. Spooner,1
Paulo Jorge S. G. Ferreira,1
Pascal Chevalier,3
Yegui Xiao,1
Jeffrey L. Krolik,1
João Manuel Freitas Xavier,1
Victor A. N. Barroso,1
Peter Händel,1
Philip Schniter,3
Peter Strobach,1
Phillip L. Ainsleigh,1
Albert Benveniste,2
Jianjian Song,1
L. Todd McWhorter,1
Ming Gu,1
Eric Moulines,2
Rudolf Rabenstein,1
Jason Goldberg,2
Ravi N. Banavar,1
Yuehua Wu,2
Kwok-Wai Tam,2
Darryl Veitch,2
Patrice Abry,1
John R. Barry,2
Chung-Shi Tseng,7
Mamadou Mboup,1
Nadine Martin,2
Ioan Tabus,8
Ehud Weinstein,2
Johann F. Böhme,3
Lixin Shen,2
Hwee Huat Tan,1
Michael Seibert,1
Shie Qian,2
Lieven De Lathauwer,2
Jim Graham,1
Mohamed Ibnkahla,1
Jean-Pierre Le Cadre,1
Ljubisa Stankovic,1
Hanoch Ur,2
Mark D. Gross,1
Richard Cox,1
Oliver Lemon,1
Brandon Bennett,5
Enrico Franconi,1
Luca Spalazzi,1
Faruk Polat,4
Marcello Frixione,2
Salvatore Gaglio,2
Vincent Tam,1
Marian Petre,2
Patrick Olivier,1
Hakman A. Wan,1
Andrew Hunter,1
Amitabha Mukerjee,1
Luc Neuberg,1
Jixin Ma,1
Nelson Mendonça Mattos,2
Lutz M. Wegner,1
Stefan Böttcher,1
Ingo Schmitt,1
Ralf Schaarschmidt,2
Jens Lufter,1
Harald Schöning,1
Andreas Heuer 0001,3
Hans Uszkoreit,1
Volker Linnemann,3
Udo W. Lipeck,1
Thomas Andreae,2
Eckhard Steffen,1
Ajai Kapoor,5
Kristina Vuskovic,8
Benoit Larose,2
William McCuaig,1
K. B. Reid,1
Mark E. Watkins,1
Andrey A. Dobrynin,2
C. Paul Bonnington,5
Matthias Kriesell,9
Daniel P. Sanders,6
S. Marshall,1
Penny E. Haxell,5
Michael Stiebitz,1
Oleg V. Borodin,5
Dmitry Fon-Der-Flaass,3
Felix Lazebnik,2
Andrew J. Woldar,1
Haitze J. Broersma,1
Maria Axenovich,2
Nathaniel Dean,1
Nora Hartsfield,1
Wolfgang Mader 0001,4
Daniel Ullman,1
Shailesh K. Tipnis,2
Martin Charles Golumbic,4
C. H. C. Little,1
Roland Häggkvist,1
Thomas Böhme 0001,4
Huib Trommel,1
Henk Jan Veldman,2
Mark N. Ellingham,1
Ladislav Stacho,1
Luis M. de Campos,8
Tao Wang,2
Xudong Luo,2
Marco Valtorta,2
Eyke Hüllermeier,3
Claudi Alsina,4
María José del Jesús,2
Jonathan Lawry,3
Shumeet Baluja,1
Raul Trejo,3
Juan F. Huete,2
F. H. Frank Leung,2
John G. Stell,3
Geraldine Fitzpatrick,2
Simon M. Kaplan,1
Barry A. T. Brown,3
Steve Whittaker,4
Heinrich Schwarz,1
Mark A. Spasser,1
Apostolos Meliones,1
Carl Gutwin,1
Preben Mogensen 0002,1
Dan Shapiro,1
Helmut Krueger,1
David F. Redmiles,3
Christian Heath,3
Gloria Mark,2
Prasun Dewan,1
Toni Robertson,1
Hilda Tellioglu,1
Ina Wagner,2
Paul Luff,1
Diana Hicks,1
Jan van den Ende,1
Anuska Ferligoj,2
Vladimir Batagelj,2
Devon D. Brewer,1
John M. Roberts Jr.,1
Patrick Doreian,1
Robin Widdison,3
Jos Dumortier,1
Diane Rowland,1
William J. Dally,5
Stefanos Kaxiras,2
Margaret Martonosi,2
Douglas W. Clark,1
Catriel Beeri,1
Marc Andries,1
Jan Paredaens,2
Fereidoon Sadri,2
Viswanath Poosala,1
Jan Chomicki,6
David Toman,1
Honesty C. Young,3
Paolo Ciaccia,1
Raymond T. Ng,3
Jef Wijsen,2
Maria Luisa Sapino,1
Edward Y. Chang,2
Mengchi Liu,3
Martin Müller 0001,1
Raphael Rom,1
Clémentin Tayou Djamégni,1
John A. Ellis,1
Werner Schachinger,1
David W. Krumme,1
Michael D. Gordon,2
Robert K. Lindsay,1
Kevin S. McCurley,1
David M. Kristol,2
Amar Gupta,3
Aviel D. Rubin,3
Roy T. Fielding,2
Richard N. Taylor,1
David D. Clark,1
Junghoo Cho,1
Andreas Paepcke,2
Anthony Finkelstein,4
Celia Hoyles,2
Jean-Marie Laborde,1
Michael Eisenberg,1
Al Cuoco,1
E. Paul Goldenberg,1
Magne Haveraaen,4
Eric de Sturler,2
Philippe Véron,1
Jean-Claude Léon,1
Joseph E. Flaherty,1
Charbel Farhat,1
James H. Garrett Jr.,1
Kincho H. Law,4
Ian F. C. Smith,6
Philip W. Sharp,1
Alessandra Papini,2
Winfried Auzinger,1
Marco Vianello,2
Bernd Fischer 0001,1
P. J. van der Houwen,1
Ben P. Sommeijer,1
Laura Gori,2
Chen Greif,1
James M. Varah,1
Jean Claude Miellou,2
Pierre Spitéri,2
Francesca Mazzia,2
André Draux,1
Stefan Vandewalle,1
D. E. Roberts,1
Elisabetta Santi,1
Laurent O. Jay,1
Giovanni Monegato,2
A. Salam,1
Peter R. Graves-Morris,2
Knut Petras,1
Claude Brezinski,2
Jeremy Levesley,1
Miloud Sadkane,2
Tobin A. Driscoll,1
Bengt Fornberg,1
Jocelyne Erhel,1
Murli M. Gupta,1
Costanza Conti,1
Rossana Morandi,1
Manuel Calvo,1
Wayne H. Enright,1
Michela Redivo-Zaglia,1
Gustaf Söderlind,1
P. Oswald,2
Luis Rández,1
Hans Strauss,1
Bernd Radig,1
Seth Hutchinson,5
Eduardo Mario Nebot,4
Michael A. Peshkin,3
J. Edward Colgate,3
Wen-Hong Zhu,2
Enrico Pagello,3
Arthur C. Sanderson,3
Nikolaos Papanikolopoulos,3
Young Man Cho,1
MengChu Zhou,3
Clément Gosselin,3
Yoshihiko Nakamura,5
Ole Jakob Sørdalen,1
Kevin M. Lynch,6
Gaurav S. Sukhatme,9
Qiang Huang,1
Shuuji Kajita,2
Hirohiko Arai,3
Jean-Paul Laumond,1
James E. Bobrow,2
Steven B. Skaar,1
Stefano Rizzi,1
Pramod P. Khargonekar,1
John O. Moody,1
Davide Brugali,5
Mohamed E. Fayad,5
Jeffrey B. Sidney,1
Tsutomu Mita,1
Benedetto Allotta,1
Svante Gunnarsson,2
Henrik I. Christensen,3
José Manuel Colom,1
Peter B. Luh,1
Peter K. Allen,2
Douglas H. Norrie,9
Florent Lamiraux,3
Nikos Tsourveloudis,2
Claudio Melchiorri,3
Attawith Sudsang,1
Johann Borenstein,2
Louis L. Whitcomb,1
Juan D. Tardós,3
Kensuke Harada,3
Mahmoud Tarokh,1
Robert H. Sturges,1
Hwee Choo Liaw,1
Fabrice Chauvet,1
Rajiv V. Dubey,1
Yeong-Dae Kim,3
Thomas O. Boucher,2
Vijay R. Kumar,1
Yun-Hui Liu,2
Zexiang Li,2
Kevin A. O'Neil,1
Dong Sun 0001,5
James K. Mills,7
Liu Hsu,1
Bing Li,1
Edward R. Scheinerman,1
John T. Feddema,1
Andrew Kusiak,2
George A. Bekey,3
Dominique Meizel,4
Chong Jin Ong,2
Shi-Chung Chang,1
Jaydev P. Desai,3
Bo Wahlberg,1
Heiko Mosemann,1
Moshe Shoham,1
Gerhard K. Kraetzschmar,3
Terrance L. Huntsberger,3
R. Kumar,1
Wei-Min Shen,1
Peter M. Will,1
Rodney G. Roberts,2
Guilin Yang,4
I-Ming Chen,5
Jorge Angeles,1
Glenn K. Manacher,1
Terrance A. Mankus,1
Giuseppe Lancia,4
Paolo Serafini,1
Yang Xiang 0004,2
Antoon W. J. Kolen,1
Ananth V. Iyer,1
Christian Fremuth-Paeger,4
Richard L. Francis,1
Arie Tamir,6
Zbigniew Lonc,6
Emmanuel Lazard,1
Yash P. Aneja,2
R. Chandrasekaran,1
Marcus Brazil,2
Doreen A. Thomas,3
Jia F. Weng,2
Geoffrey Pritchard,1
Mark C. Wilson,2
Lawrence Bodin,1
Steven J. Winters,1
Celso C. Ribeiro,7
Leslie A. Hall,1
J. Hyam Rubinstein,2
Joseph G. Peters,1
Richard D. McBride,1
John W. Mamer,1
Falk Nicolai,1
Thomas Szymczak,1
Maarten Oosten,1
Hovhannes A. Harutyunyan,2
Ehab S. Elmallah,1
Mohammad Mahdian,3
R. Kevin Wood,1
Lou Caccetta,2
Josep Fàbrega,1
Richard B. Tan,2
Gennaro Improta,3
Kevin Cleary,1
Matthew T. Freedman,4
Seong Ki Mun,1
Daniel Graupe,1
Kai Liu,1
Nicolaos A. Mouravliansky,1
Andy Marsh,1
Nikolaos K. Uzunoglu,1
George Nagy,1
James N. Turner,2
Kecheng Liu,9
Keijo Ruohonen,2
José García,1
Prem Kalra,1
Raouf N. Gorgui-Naguib,3
M. Howard Williams,3
David H. Marwick,3
Serafim N. Efstratiadis,1
Francesco Vincelli,1
Evangelia Micheli-Tzanakou,1
Richard A. Foulds,1
George-Peter K. Economou,2
Dimitris K. Lymberopoulos,2
Huanying Gu,2
Shen-Chuan Tai,2
Xuan Kong,2
Florence H. Sheehan,3
Hamid Soltanian-Zadeh,2
Christopher L. Barrett,1
E. Loli Piccolomini,2
Fabiana Zama,2
Ali Sever,1
Iván Area,1
Eduardo Godoy,1
C. Y. Chan,4
Y. Wang,2
Haiyan Wang,2
Musheng Wei,1
Abdul-Majid Wazwaz,19
Kirstie L. Bellman,2
Christopher Landauer,2
S. M. Shahruz,2
Nir Cohen,1
Ravi P. Agarwal,8
Xin Liu,1
Laxmi Gewali,1
Bing Liu,4
Peter Dorato,2
Yakov Ben-Haim,1
H. G. Khajah,1
Wolfram Koepf,1
Manoj Kumar,2
Yongdeok Kim,3
Sungyun Lee,3
Takehiro Inohara,2
Lawrence E. Garey,6
V. Lakshmikantham,2
Daniel N. Rockmore,1
Gottfried Tinhofer,2
Jun Ji,1
H. M. Srivastava,3
Mohammad Jamshidi,3
S. Natesan,3
N. Ramanujam,7
Joseph W.-H. So,2
M. H. Hamdan,2
Aldo Tagliani,11
Cha'o-Kuang Chen,5
Edward Angel,1
Wei Lin,1
Guangwei Yuan,1
Longjun Shen,1
Juan I. Ramos 0001,6
Masanori Sugisaka,1
Y. H. Chen,1
Ken Hayami,1
Mohan K. Kadalbajoo,5
Krishnan Balachandran,3
Alemdar Hasanov,3
Jinqiao Duan,2
Andrew Adamatzky,1
Adedeji B. Badiru,3
Tony Narayaninsamy,2
Cristian S. Calude,4
Monica Dumitrescu,1
Pablo González-Vera,4
Erik Hendriksen,1
Olav Njåstad,2
Bünyamin Yildiz,2
Ju-Jang Lee,1
A. A. Soliman,5
Sven Ehrich,1
A. M. Abd-Alla,3
A. N. Abd-alla,1
Chieh-Li Chen,2
Marcel G. de Bruin,1
Bradley M. Bell,1
Ferenc Szidarovszky,1
Olgierd A. Palusinski,1
Mahmoud El-Alem,1
M. M. A. El-Sheikh,1
Paul Helman,1
Robert Veroff,4
Mustafa Bayram,1
Liping Liu,1
Yeol Je Cho,2
M. C. Pardo,1
André Ronveaux,1
Miroslav Morhác,1
Z. Wang,3
Seiichi Nakamori,1
Moshe Dror,2
Patricia J. Y. Wong,1
T. E. Simos,1
Muhammet Köksal,3
Jiye Han,2
Andrew M. Pitts,2
David E. Rydeheard,1
David H. Pitt,1
Florentin Ipate,3
Mike Holcombe,6
Alberto Pettorossi,1
Maurizio Proietti,1
Brendan P. Mahony,1
Jon Whittle,1
Eric Badouel,1
Robert Pollack,1
Stein Krogdahl,1
Olav Lysne,1
Michael J. Butler,3
Graeme Smith,2
Edmund Robinson,1
Steven Vickers,2
Robin Milner,1
Paul Miller,2
Stevan Harnad,3
Les Carr,3
Robert E. Kahn,1
Sandra Payette,1
Herbert Van de Sompel,5
Marcos André Gonçalves,4
Robert K. France,2
Brewster Kahle,1
Terence R. Smith,1
Daniel E. Atkins,1
Alex Pang,3
William Y. Arms,3
Gregory R. Crane,2
Lee Iverson,1
Ian H. Witten,7
David Bainbridge 0001,6
Sally Jo Cunningham,2
Paul Shabajee,1
Dagobert Soergel,1
Stephen Pinfield,2
Priscilla Caplan,1
William H. Mischo,1
Steve Hitchcock,1
Fathallah Nouboud,2
Jos B. T. M. Roerdink,1
Gerhard X. Ritter,2
Costas S. Tzafestas,1
Petros Maragos,2
Subhasis Chaudhuri,3
Wojciech Chojnacki,1
Michael J. Brooks,1
Roberto Hirata Jr.,2
Alfons H. Salden,1
Jean-Pierre Leduc,1
Benjamin B. Kimia,1
June-Ho Yi,1
Martin Bishop,1
Arnaud Chatonnet,1
Xavier Cousin,1
Igor Goryanin,1
T. Charles Hodgman,1
Jaroslav Stark,1
Oswaldo Trelles,2
Sorin Istrail,1
Bernard Jacq,1
Thomas D. Wu,1
Farrokh Rashid-Farrokhi,1
Giuliano Benelli,3
Stephen Boyd,1
Someshwar C. Gupta,1
Christopher Rose,2
Maurizio Casoni,3
Gianni Immovilli,2
Vijitha Weerackody,1
Alexandros Potamianos,3
Li-Chun Wang,1
Ming Xi Tang,4
Natasha Alechina,1
Yeo Keun Kim,1
Joaquin Sitte,1
Edmund K. Burke,2
Ilyas Cicekli,1
Wolfgang Nejdl,1
Peggy Israel Doerschuk,1
P. Patrick van der Smagt,2
Frank D. Anger,2
Rita V. Rodríguez,1
Caroline C. Hayes,2
Frans Voorbraak,1
Ralf Salomon,1
Christopher G. Atkeson,3
Sethu Vijayakumar,3
Bradley J. Rhodes,1
Xudong Yu,1
Peter J. Bentley,1
Vincent Dugat,1
Nathan Linial,7
Hans Cuypers,1
Ernst Willem Lambeck,1
Bruce L. Bauslaugh,1
Takao Ueda,1
Annegret Wagler,1
Jürgen Reinhold,2
Deborah S. Franzblau,1
Peter J. Owens,1
Géza Tóth,4
Hal A. Kierstead,1
Richard P. Anstee,3
Lajos Rónyai,1
Attila Sali,2
Sean McGuinness,1
Pou-Lin Wu,1
Ngo Dac Tan,1
David R. Guichard,1
Sarah K. Merz,1
K. Brooks Reid,1
Ahmed Ainouche,1
K. M. Koh,1
Edy Tri Baskoro,1
J. F. Weng,2
Hiroshi Nakano,1
Louis Caccetta,1
Rui-Zhong Jia,1
Yaakov S. Kupitz,1
Ru-Ji Wang,1
Tetsuya Abe,1
Severino V. Gervacio,1
Guy Fitzgerald,6
Pat Finnegan,2
David E. Avison,7
Philip Powell,7
Eric T. G. Wang,2
George M. Giaglis,1
James Backhouse,1
Steven J. Simon,1
Anthony M. Townsend,3
Anthony R. Hendrickson,2
Jacky Swan,3
Lars Mathiassen,6
Gro Bjerknes,1
Gordon Rugg,8
Joe Peppard,1
James F. Blinn,4
Ming Ouhyoung,1
Hideki Koike,2
Tom Molet,1
