source,target,prediction
Kurt Geihs,John A. Bateman,N
Wolfgang Burr,Y. Zhang,N
László Pap,Zhaohui Sun,N
Robert S. Womersley,Toader Jucan,N
Stefan Schulz 0001,Rémy Mullot,N
Jovisa D. Zunic,Takayuki Ito,N
Colin Cooper,Sang Ho Lee,N
Xian Liu,Lalita Jategaonkar Jagadeesan,N
Hiroshi Oyama,Chiou-Shann Fuh,N
Jong-Hyeok Lee,Sambhunath Biswas,N
Lei Li,Milena M. Head,N
Christine Guillemot,Norman E. Fenton,N
Richard G. Mathieu,Peter Kirschenhofer,N
Paolo Palazzari,Massimo D'Apuzzo,N
Hiroshi Takeda,Ravi Kalakota,N
Luis Castedo,Gerhard Brewka,N
Venkatesh Radhakrishnan,Andreas Geppert,N
Eric C. C. Tsang,André Beaudoin,N
Tohru Kikuno,L. P. S. Singh,N
Sadaki Hirose,Yuichi Ohta,N
Yosi Ben-Asher,Juan Bicarregui,N
Axel Pinz,Jong Park,N
August Bequai,Shlomo Maital,N
Wagner Meira Jr.,James P. Kelly,N
James W. Davis,Ronen Segev,N
Juan C. Cubero,Rauf Izmailov,N
Ales Drápal,Volker Sorge,N
Konrad Reif,Per Ödling,N
Jane You,Massimo Caccia,N
Alessandro Mei,Johann A. Makowsky,N
Luciano Boquete,Shigeru Katagiri,N
Giuseppe Paletta,Ioan Tabus,N
Pierre Péladeau,David M. Nicol,N
Fumio Kanehiro,Mario Cannataro 0001,N
Rachida Dssouli,Uri Yechiali,N
Francis Jack Smith,Chung-Ta King,N
Charbel Farhat,Steven B. Skaar,N
Felipe Cucker,Hamed Sari-Sarraf,N
Giuseppe Ateniese,Michael Fisher 0001,N
Giuseppe Pirillo,Giovanni Jacovitti,N
Dietmar Janetzko,Paolo Cignoni,N
Balaram Sinharoy,Joyce H. D. M. Westerink,N
Adas Gelzinis,Mildred L. G. Shaw,N
Damjan Zazula,Rhan Ha,N
Dieter Wall,Tan F. Wong,N
William A. Ainsworth,A. J. Pires,N
Xiaoming Hu,Olga Pons,N
Dimitris Papadias,Edmund H. Durfee,N
Péter Hajnal,Paolo Ferragina,N
Nadim Obeid,Javier Esparza,N
Alain J. Mayer,Bengt J. Nilsson,N
O. B. Efremides,Horia F. Pop,N
David Nicholas,Seong-Dae Kim,N
André Galligo,Peter W. Glynn,N
Fokko du Cloux,Antonio Bucciarelli,N
Gregory D. Hager,Michael Y. Hu,N
James A. Reeds,Joseph B. Keller,N
Ioannis P. Vlahavas,Zhimei Jiang,N
Mohammed Javeed Zaki,Roland Glowinski,N
Hitoshi Kiya,Kalahasthi C. Indukumar,N
Iain B. Collings,Luca Bergamaschi,N
Philippe Aubry,Karen Kukich,N
Weng Cho Chew,Vikram M. Gadre,N
E. C. Tan,Eric Stindel,N
Georgios Paliouras,Magdy A. Bayoumi,N
José M. B. Dias,Hideyuki Imai,N
Alex Lascarides,Shu-Guang Cao,N
Simeon Ball,André Girard,N
Samuel H. Russ,Martin Bichler,N
Bang Ye Wu,Ling Liu 0001,N
Howard Barringer,William D. O'Neill,N
Leif Kobbelt,Jie Sun 0001,N
Sandra Martelli,Hassane Alla,N
Beno Benhabib,Joost Engelfriet,N
Henk G. Stassen,Jyh-Hong Ding,N
Kenji Suzuki,Frank Shou-Cheng Tseng,N
Armando Fox,András Sebö,N
Vijay Raghavan 0002,Yeol Je Cho,N
Milan Sonka,Kerstin Dautenhahn,N
Brian D. Noble,Luis Rández,N
Rob Nederpelt,Steven Chamberland,N
Xiu Ye,Limsoon Wong,N
Brian H. Marcus,Jan Noyes,N
Frantisek Franek,David J. Gilmore,N
Martti T. Hallikainen,François Michaud,N
Wan Kyun Chung,Margaret L. Brandeau,N
Niels da Vitoria Lobo,Luc Steels,N
Sang-goo Lee,Anthony Tzes,N
Kazuhiro Morita,Sebastian Seibert,N
Ravi Sankar,Subrata Banerjee,N
Kunihiko Fukushima,Hirohisa Hirukawa,N
Flaviu Cristian,Roy S. Smith,N
Kien A. Hua,Vikram Chalana,N
Paul M. Baggenstoss,Le Thi Hoai An,N
Søren B. Lassen,Chris P. Ponting,N
E. Burton Swanson,José-Miguel Benedí,N
Achilleas Sinefakopoulos,Kui W. Mok,N
Giovanni Soda,Sophia Ananiadou,N
Hong Yan 0001,Junji Nomura,N
Agostino G. Bruzzone,Sachin S. Sapatnekar,N
Shiyuan Yang,Daniel Q. Naiman,N
Tao Zhu,Asim J. Al-Khalili,N
Kim Allan Andersen,Francesco Curatelli,N
J. Will M. Bertrand,H. Ramesh,N
Gary Geunbae Lee,Michael Meißner,N
Joseph P. Macker,Harold S. Stone,N
Christian Michaux,Jaekyun Moon,N
Hinrich Schütze,Hiroshi Yokoi,N
Ioannis G. Tollis,Enver Yücesan,N
José M. Peña 0001,Carlos Eduardo Ferreira,N
Nguyen Huu Cong,Michel Kinnaert,N
Shuly Wintner,Takakazu Ishimatsu,N
Per-Erik Danielsson,Hayato Kaetsu,N
Ai-Mei Chang,Jean-Pierre Nadal,N
Hideki Kokame,Wende Chen,N
Fabrice Heitz,Vassilios S. Verykios,N
Chan-Ik Park,Henry Tirri,N
Yun Peng,Yvan Bédard,N
William R. Pulleyblank,Stefanos A. Zenios,N
Gianfranco Fornaro,Hervé Brönnimann,N
Chris W. Johnson 0001,Helmut Prodinger,N
Richard E. Parent,Sarang C. Joshi,N
Ze-Nian Li,Gregory H. Wakefield,N
Minesh B. Amin,Leonardo Maria Reyneri,N
Saul Greenberg,Yuesheng Xu,N
Igor Kononenko,Winfried K. Grassmann,N
Taewhan Kim,Sangchul Won,N
Michail Salampasis,Carlo Galimberti,N
Gordon T. Wilfong,Norio Higuchi,N
Donald E. Brown,Filippo Mignosi,N
Khalid A. Al-Mashouq,Chew Lim Tan,N
Kwong-Sak Leung,Lothar Thiele,N
David C. Blair,Rainer Lienhart,N
Ming-Feng Chang,Bart De Schutter,N
Anthony J. Robinson,Serge Castan,N
Timothy Mark Pinkston,Kenji Matsushita,N
George I. Davida,Shuly Wintner,N
Vivek Chickermane,Ioannis K. Argyros,N
Allen Van Gelder,Aluizio F. R. Araújo,N
Bengt Fornberg,Charles Werner,N
Charles Cresson Wood,Javier Aracil,N
Dan I. Moldovan,Andreas Drexl,N
Carlos Romero,Firoz Kaderali,N
Eric Fleury,Trevor J. M. Bench-Capon,N
David J. Weir,Kent L. Norman,N
L. Paul Chew,Paul Tseng,N
Mark A. Musen,Andreas S. Spanias,N
Kate A. Smith,Yannick Deville,N
Graziano Pesole,Gurdip Singh,N
David I. Lewin,Gert Goossens,N
Gregory Baratoff,Akio Tanaka,N
Ralf Keller,James Noble 0001,N
Bracha Shapira,Jerzy Jaworski,N
Guo-Jin Wang,Andrea Sanna,N
Ming-Syan Chen,John Frederick Fink,N
Laurent Cuvelier,S. Lakshmivarahan,N
Stan Matwin,Robert J. Stone,N
Fumiaki Tomita,Lemin Li,N
Thomas F. Melham,Michael G. Skarpetis,N
Arne Kjær,V. Balakrishnan,N
Michel Rigo,Edward H. Kaplan,N
Daniel Salber,Efim B. Kinber,N
R. Bruce Kellogg,Shaler Stidham Jr.,N
Peter Comba,Maya Gokhale,N
Hazem M. Abbas,Karel Culik II,N
Rainer Steinwandt,Andrzej M. Goscinski,N
Rohit Parikh,Robert Craigen,N
Chung-Ho Chen,Brian W. Clare,N
Foo-Tim Chau,Alexander S. Kechris,N
Minkee Park,Stuart W. Margolis,N
Roy B. Clariana,Toshi Takamori,N
John Washbrook,Sidney S. Fels,N
Alberto Porta,Jonathan J. Hull,N
Michael E. Hasselmo,Lawrence J. Rosenblum,N
Laura Giarré,Andreas Schilling 0001,N
Utpal Roy,Richard G. McDaniel,N
Elpida T. Keravnou,John F. Doherty,N
Lawrence L. Schkade,S. Lakshmivarahan,N
Dennis L. Bricker,Detlef Wotschke,N
Carl McCrosky,Henk G. Sol,N
C. A. Johnson,Nacer K. M'Sirdi,N
Terrance A. Mankus,Dragoslav D. Siljak,N
Paul Tarau,David Simchi-Levi,N
Jerzy Stefanowski,Chris Pounder,N
Paul Helman,Fumihito Arai,N
Parampalli Udaya,Swarup Medasani,N
David A. Gustafson,Loet Leydesdorff,N
Shin'ichi Yuta,Marc Swerts,N
Motoyuki Sato,Peter Gorm Larsen,N
Lew Gordeev,Richard D. Lawrence,N
L. Ridgway Scott,Jörn Müller-Quade,N
Tomaz Pisanski,Jean-Paul Berrut,N
Rémi Monasson,Bob O'Malley,N
Carson C. Woo,Jerry N. Luftman,N
Hans Daduna,Antonio J. Rubio,N
Carol Collier Kuhlthau,Miki Hermann,N
Sujoy Ghose,Norio Akamatsu,N
Huang-Jen Chiu,Yen-Chun Lin,N
Prabir K. Pal,Marco Muselli,N
Tetsuo Kinoshita,Paul Compton,N
Tok Wang Ling,Stephen E. Chick,N
Jayanta Mukherjee 0001,Arie Segev,N
Michael E. Brandt,João C. N. Clímaco,N
Jin Li 0001,J. Lee,N
Milind Dawande,William Grimson,N
Hyung-Jin Kang,Konstantinos Kalpakis,N
Edie M. Rasmussen,Alexander D. Ioffe,N
Ian M. Hodkinson,Gaétan Hains,N
Thomas Ziegert,Christine Doran,N
Klaus Winkelmann,Elias Thijsse,N
Paul Johannesson,Pierre Rouchon,N
Paola Bonizzoni,Judith Gebauer,N
Walter W. Kirchherr,Svetlana A. Kravchenko,N
Keith E. Muller,Shiu Kit Tso,N
James I. Garrels,Rami P. Grossberg,N
Yunsun Nam,Steve Whittaker,N
Corinne Jörgensen,Robert Almgren,N
Tien-Tsin Wong,Weibo Gong,N
Jerry N. Luftman,Weiping Zhu 0001,N
Jung-Hoon Lee,Karl Branting,N
Mark A. Beadles,Wolfgang W. Bein,N
Jun Wang 0002,Paolo Remagnino,N
Wei-Pai Tang,Sungyun Lee,N
Qi Li,Ann Q. Gates,N
Mukund Padmanabhan,Simon M. Kaplan,N
Catherine C. Marshall,Jane Cullum,N
Peter Brass,Luca Bogoni,N
Mong-Li Lee,John F. Kolen,N
William M. Evanco,Toyohisa Kaneko,N
Jia Li 0001,Michael E. Hasselmo,N
Leonid A. Bassalygo,Michele Malgeri,N
John Tromp,Jorge Arturo Cobb,N
Kyoji Hirata,Johan Håstad,N
Franco Fummi,Stefano Varricchio,N
Joseph Kee-Yin Ng,Ewart R. Carson,N
Andreas Steininger,Emmanouel A. Varvarigos,N
James C. Wetherbe,Boris G. Mirkin,N
K. Rajan,Xin Li,N
Yan Shi,Thomas Streicher,N
Sibsankar Haldar,Deo Prakash Vidyarthi,N
S. K. Mishra,Moshe Zviran,N
Jérôme Louveaux,P. Patrick van der Smagt,N
Huw Jones,Gregorio Malajovich,N
Vicente Serradell,Tarek S. Abdelrahman,N
Terry Windeatt,Mehryar Mohri,N
Christine M. Mitchell,Tomohiro Takagi,N
Michael Wagner 0004,Rainer Schuler,N
Rudolf Ahlswede,Hans-Jörg Kreowski,N
D. T. Pham,Gang Tao,N
Francesco Lo Presti,Don H. Johnson,N
Jerome A. Rolia,Nikos Paragios,N
Christoph Schwab,Stefano Russo,N
Lawrence B. Wolff,Paulo S. C. Alencar,N
Konstantinos G. Margaritis,John D. Johnson,N
William C. Y. Lee,Wolfgang Polak,N
David J. Livingstone,Jennie C. Hansen,N
Dragica Vasileska,Eiji Okamoto,N
John Daugman,John G. Taylor,N
Robert R. Bitmead,Julio Collado-Vides,N
Paul Larson,Gunter Malle,N
Demetres D. Kouvatsos,Amit Singhal,N
Veselko Gustin,Robert A. Agnew,N
Krzysztof Pawlikowski,Du Q. Huynh,N
Wansoo T. Rhee,Svetoslav Markov,N
Nicos Christofides,In-So Kweon,N
Lawrence A. West Jr.,Trac D. Tran,N
Mani B. Srivastava,D. N. Jayasimha,N
Starr Roxanne Hiltz,Brian Armstrong,N
Pål K. Frenger,Donald C. Wunsch II,N
Edmund F. Robertson,Jim Cunningham,N
Michael J. Magazine,Michael S. Waterman,N
Venkata N. Padmanabhan,Stefano Malan,N
Bin-Da Liu,Karl-Dirk Kammeyer,N
Gordon D. Plotkin,Jon O'Brien,N
Martin Stynes,Tomás Lang,N
Sang Wu Kim,Wolf-Dietrich Ihlenfeldt,N
Rolf Adams,Ralph A. Evans,N
Munther A. Dahleh,Cheng Chen,N
Jerry H. Ratcliffe,Berthold Hoffmann,N
Soraj Hongladarom,Rachel Harrison,N
Carl L. Gardner,J. D. Balakrishnan,N
Hideyuki Nakashima,Michele Flammini,N
Aparna Basu,Daniel Zelterman,N
Sylvain Gravier,Simon J. Thorpe,N
Michel Mainguenaud,Gail C. Murphy,N
Michael J. Wozny,Ho Soo Lee,N
Masamichi Shimura,Samuel P. Benz,N
Adam Postula,Andrew Kusiak,N
Penelope M. Sanderson,Dan Wing,N
Régis Sabbadin,Peter J. Werkhoven,N
Ulrich Oberst,Howard M. Heys,N
Rajiv V. Dubey,Ron Meir,N
Cornelis Vuik,Steven McCanne,N
Michel Gevers,Sridha Sridharan,N
Andrzej Banaszuk,K. I. M. McKinnon,N
Francesco Svelto,David K. Lowenthal,N
Zoubin Ghahramani,Michael Hammond,N
Oliver Stein,Stephan Olariu,N
Maher Ali,Luciano da Fontoura Costa,N
Jeanette P. Schmidt,Philip A. Wilsey,N
Nizar Touzi,Michael Anthony Steel,N
Matti A. Hiltunen,Vasilios A. Siris,N
Maciej Szymanski,Mitchell D. Trott,N
Brijesh Verma,Nicolas D. Georganas,N
Moreno Falaschi,Ivan De Falco,N
Alberto Negro,Paulo Veríssimo,N
Steven G. Finn,Christophe Kolski,N
Jozef Sirán,Antanas Zilinskas,N
Zheru Chi,Eugene Shragowitz,N
Stefan Wrobel,Jeremy M. Dover,N
Oliver Kullmann,Kemal Oflazer,N
Lothar Gierl,Vangelis Karkaletsis,N
Subhash C. Kwatra,Jürgen Hesser,N
Andreas Uhl,Vivek K. Goyal,N
Javier Larrosa,Mark Cannon,N
David Gefen,Todd R. Johnson,N
Bev Littlewood,Ulrich Kohlenbach,N
Kenji Satou,William McCune,N
Wolfgang Maass 0001,Ileana Streinu,N
Gérard G. Medioni,Haim Mendelson,N
Stephen A. Cook,Philippe Dumas,N
John Derrick,Claire Hanen,N
Kenneth A. Hawick,Jeff A. Johnson,N
Subhash C. Kak,Stefan Schulz 0001,N
Miroslav Morhác,Victor Y. Pan,N
Paul M. Griffin,Charles J. Alpert,N
Zhiming Liu 0001,Rodney A. Kennedy,N
Klaus I. Pedersen,Hyunseung Choo,N
Andrew P. Sage,Kunwoo Lee,N
Li Lin,Mark A. Gluck,N
Robin Milner,Martin F. Arlitt,N
Robert L. Stevenson,Martin Odersky,N
José Carlos M. Bermudez,Lee Sigelman,N
Zygmunt J. Haas,Milos D. Ercegovac,N
Subhash C. Kak,Luís Damas,N
Giorgos Zacharia,Peiya Liu,N
Kensuke Sekihara,Guojun Li,N
Fred S. Roberts,David F. Redmiles,N
Robert E. Kraut,Catherine S. Greenhill,N
Pavel Pudlák,B. V. K. Vijaya Kumar,N
M. Michael Gromiha,Achille Pattavina,N
Balqies Sadoun,Selim G. Akl,N
Balázs Csébfalvi,Abhijit Sengupta,N
Alan Chalmers,Michela Redivo-Zaglia,N
Joseph M. Jones,Andrew Chi-Chih Yao,N
Paul Meyer,Chyi Hwang,N
Sebastián Ceria,Hemant K. Jain,N
Niraj K. Jha,Leslie A. Rusch,N
Ray H. Kemp,Jack Sklansky,N
Jun Ji,Charalampos Karagiannidis,N
Sang Uk Lee,David A. Maltz,N
Victor Reiner,Rakesh M. Verma,N
Seok Joo Koh,Mark R. Greenstreet,N
Marc Abrams,Xiaoping Yun,N
Nigel Shadbolt,Willy Govaerts,N
Omer F. Rana,Michael S. Brandstein,N
Michael Lomonosov,Bamshad Mobasher,N
John Long,Daniel J. Amit,N
Jing Huang 0007,Pou-Lin Wu,N
Shuly Wintner,George N. Rouskas,N
Víctor Santibáñez,Rainer Steinwandt,N
Hanqiu Sun,Emilio Paolucci,N
Zdzislaw Skupien,Sadao Kawamura,N
Frédéric Achard,Stefano Russo,N
Ernesto Damiani,Ta-Sung Lee,N
Marie Cottrell,Marvin A. Sirbu,N
Carolyn B. Seaman,David Barber,N
Miguel Angel Salichs,Jan W. M. Bergmans,N
Giuseppe Visaggio,Arun Iyengar,N
Theodore H. Clark,Charanjit S. Jutla,N
Michael R. Osborne,Didier Keymeulen,N
Antoon W. J. Kolen,Guang R. Gao,N
Joachim Meyer,Erik Agrell,N
Jacques M. Bahi,Jun Cao,N
Frank Van Reeth,Antoine Lobstein,N
Mahmut T. Kandemir,Jacco van Ossenbruggen,N
Min-Shin Chen,Volker Mehrmann,N
Steven R. Weller,Norbert Ritter,N
Kenneth Kreutz-Delgado,Rattikorn Hewett,N
Elizabeth A. Buie,I. D. Coope,N
Vipin Chaudhary,Robert Schaback,N
Antonio Tornambè,Dyi-Rong Duh,N
Inman Harvey,Richard Hughey,N
Shigeru Katagiri,James Bohn,N
Emmanuel Fernández-Gaucherand,Warren P. Johnson,N
Deepak Gupta,Peter W. Eklund,N
Glen Zorn,Tzung-Shi Chen,N
Sandy Napel,Barbara O. Rothbaum,N
Tirza Hirst,Mohamed E. Fayad,N
István Lukovits,Antonio Pasini,N
Uri Blumenthal,Alfonso Farina,N
Marco Vianello,Jeffrey C. Mogul,N
T. Aaron Gulliver,Decheng Ding,N
James F. Kurose,Ying Sun,N
John H. Merlin,J. Robert Boston,N
Anatol Slissenko,Tat-Seng Chua,N
Jan Krajícek,Tak Wah Lam,N
Olivier Ridoux,Shoji Tominaga,N
Thomas I. Seidman,Alois Potton,N
Füsun Özgüner,Alan M. Frieze,N
Arun K. Majumdar,Sameer Singh,N
Christoph Bussler,Hideki Kokame,N
Jonathan P. McCammond,Scott F. Smith 0001,N
Robert Morelos-Zaragoza,Georg Schnitger,N
Robert H. Sloan,Jonathan D. H. Smith,N
Jian Liu,B. Kartikeyan,N
Eric R. Verheul,Charles A. Micchelli,N
Dongxu Qi,Miroslav R. Matausek,N
Robert Weismantel,Peter D. Lawrence,N
Mohsen Razzaghi,Elizabeth C. Botha,N
Andrea Abrardo,James Y. L. Thong,N
Ehab S. Al-Shaer,Angelos D. Keromytis,N
Larry Wilson,David J. Livingstone,N
Irvin Lustig,Xin Wang,N
Max Dauchet,Donovan R. Hare,N
Roger M. Goodall,Surya B. Yadav,N
G. Thomas,Bernhard Westfechtel,N
Sulin Ba,John C. Miles,N
Ramaswamy Ramanujam,Kai Hwang 0001,N
Yasuhiro Yamamoto,Emmanuel Skordalakis,N
Annick Panaye,Francisco Barahona,N
Peter Van Roy,Sheila Sundaram,N
Sergio Bittanti,David B. Paradice,N
Mehryar Mohri,Lowell W. Beineke,N
Diane Crawford,Stephen A. Billings,N
Vladimir Yakhnis,Alessandro Mei,N
Fabio Fagnani,Michael H. Böhlen,N
Da-Wei Gu,Wil Dekkers,N
Douglas C. Engelbart,Steven E. Brenner,N
Vijay Kumar 0001,Charu C. Aggarwal,N
Philippe Balbiani,Jeff B. Paris,N
Salvatore Gaglio,Sze-Bi Hsu,N
Tarek S. Abdelrahman,Leonard J. Schulman,N
Ian Parberry,Mitchell L. Neilsen,N
Emo Welzl,Victor Etxebarria,N
Cornelis Roos,Alberto Carini,N
Prabir K. Pal,Hamid R. Berenji,N
Erik McDermott,Stanley Loh,N
Sebastian G. Elbaum,Nalini K. Ratha,N
Robert A. Agnew,Steve R. Gunn,N
Jagath C. Rajapakse,Volker Weispfenning,N
Marco Vianello,Chang-Fuu Chen,N
Reinhard C. Laubenbacher,Khaled A. S. Abdel-Ghaffar,N
Hidefumi Kobatake,Miriam Di Ianni,N
Mirko Navara,Jun Liu,N
Valentin B. Shehtman,Simone Martini 0001,N
Fulvio Gini,Michel Gourgand,N
Mark Moir,Qingtang Jiang,N
Byung Suk Lee,Juhani Karhumäki,N
Yao-Wen Chang,Yijie Han,N
William J. Lenhart,Maria-Gabriella Di Benedetto,N
Geoff A. W. West,Frank Stephan 0001,N
Thomas Szymczak,Ralf Möller 0002,N
Claude Lemaréchal,Evangelos Triantaphyllou,N
Jian Li 0001,Anne Brüggemann-Klein,N
Nick Littlestone,Stamatis Vassiliadis,N
Paolo Toth,Guojun Li,N
Wen-Hong Zhu,Mike Sharples,N
Allen S. Parrish,Wei-Yun Yau,N
R. C. Sekar,Iliano Cervesato,N
Shahrokh Saeednia,Laurence B. Milstein,N
Stefanos Kaxiras,Roger D. Boyle,N
Jeffrey A. Fessler,Øyvind Ytrehus,N
Barbara F. La Scala,Tero Laihonen,N
Charles K. Nicholas,Hyung Suck Cho,N
Shigeo Takahashi,Gábor Lukács,N
Knut Petras,Renate Motschnig-Pitrik,N
John Y. Hung,Nathalie Caspard,N
Calvin Lin,Boris Ryabko,N
Richmond H. Thomason,Lee Spector,N
Stanley Y. W. Su,Peter Ingwersen,N
Shalom Tsur,Nilesh N. Karnik,N
Christos Kaklamanis,Frank Leymann,N
Paul C. Kainen,Eric S. K. Yu,N
Michael Rodeh,Dan Diaper,N
Takeshi Koshiba,M. Reha Civanlar,N
Bard Bloom,Alexander Leonessa,N
Alex Orailoglu,Chris R. Jesshope,N
Jon Atle Gulla,Shigenobu Kobayashi,N
Svante Janson,Olivier Corby,N
Jürgen Götze,Janusz Konrad,N
Leonid Oliker,S. Kim,N
Nicola Leone,Ivan De Falco,N
Marwan A. Jabri,Martin Neil,N
Richard C. Rose,Michael Scheffler,N
Sue A. Conger,John R. Svirbely,N
Carl Kesselman,Jean-Paul A. Barthès,N
Gwénaël Richomme,José Carlos Rosales,N
Jean-François Boisvieux,Farokh Marvasti,N
Donald R. Smith,Jonathan S. Turner,N
Dariu Gavrila,Pasquale Lucibello,N
Albert Nijenhuis,Iven M. Y. Mareels,N
Marilyn Domas White,Paolo Tonella,N
Shmuel Gal,Nicholas Mark Gotts,N
Sean Bechhofer,Francesc Aràndiga,N
Yanlin Guo,Erich Lutz,N
Bruce L. Bush,Hyeong-Ah Choi,N
Rudolf Mathon,Brendan P. Mahony,N
Timothy F. Cootes,Anatoli Degtyarev,N
Attawith Sudsang,David J. Evans 0001,N
Tom Barclay,Nilanjan Sarkar,N
Mario Coppo,François Soumis,N
Paola Favati,Mao-Chao Lin,N
Jean-Yves Le Boudec,Robert Beals,N
Nicolas Peltier,Hiroaki Ishii,N
Daniel Mossé,Ronald F. Boisvert,N
Cosma Rohilla Shalizi,Eric Moulines,N
Michael Lewis 0001,Cornelis Vuik,N
Linus Michaeli,Bernd Hamann,N
Jerry den Hartog,Steven K. Reinhardt,N
Christoph M. Hoffmann,Michel J. Menou,N
Charles L. Brooks III,Minder Chen,N
Luc Longpré,Michel Gendreau,N
Andrew Tolmie,Enzo Mumolo,N
Gerhard Starke,Daesik Hong,N
Ingrid Zukerman,Jianxing Yin,N
Stephen P. DeWeerth,C. S. George Lee,N
Susana C. Esquivel,Zvi Drezner,N
Yu-Liang Wu,József Dombi,N
Yonghong Tan,David M. Gay,N
Gündüz Ulusoy,Phil Hanlon,N
Quintin I. Cutts,Mihalis Yannakakis,N
Nalini K. Ratha,Steve Hurley,N
Farid M. Ablayev,Alexey G. Murzin,N
Maria João Ramos,James V. Burke,N
Mirco Nanni,Nachum Dershowitz,N
Antônio de Pádua Braga,Thierry Jéron,N
Giovanni Lo Faro,Theodore Johnson,N
Barbara Tversky,Yash P. Gupta,N
Witold Pedrycz,Jon Atli Benediktsson,N
Patrick Bergougnoux,Thomas A. Darden,N
David A. Naumann,William C. Waterhouse,N
Paul Thagard,Olivier Bournez,N
Stephen Pollard,Ralf Korn,N
Alfredo Germani,Andrei Kotlov,N
Enrique S. Quintana-Ortí,Huei-Jan Shyr,N
Alexander B. Bordetsky,G. Bard Ermentrout,N
M. Bozyigit,Costas Tsatsoulis,N
John R. Barry,Samir Chopra,N
Kenneth R. Koedinger,Edwige E. Pissaloux,N
Steven Feiner,Satoshi Matsuda,N
Larry L. Schumaker,Tatiana Tambouratzis,N
Markus Lappe,T. Anthony Marsland,N
Lihua Xie,Homayoun Seraji,N
Pavol Hell,Chien-In Henry Chen,N
Mihai Datcu,Michael S. Lew,N
Mieczyslaw Borowiecki,Khee Meng Koh,N
Michel C. Desmarais,Paul W. Goldberg,N
Peter Buchholz 0001,Miranda Mowbray,N
Pyda Srisuresh,Petra Schubert,N
Liyuan Li,Eric Rémila,N
Leung Tsang,Jack D. Cowan,N
Peter C. Fishburn,Daniel J. Amit,N
Mauricio G. C. Resende,Irene Neilson,N
Sungyun Lee,Abby Ghobadian,N
Jeanette Hellgren Kotaleski,Dietmar Cieslik,N
Tommi S. Jaakkola,David A. Stanford,N
Yair Wand,Flávio Keidi Miyazawa,N
Kazuhiko Iwasaki,Louis O. Hertzberger,N
Idaku Ishii,Mark H. Overmars,N
Vincent Vajnovszki,Kazuyuki Aihara,N
Cees Roos,Mathias Bauer,N
J. Keith Townsend,Pierluigi Poggiolini,N
John McHugh,Dorota M. Huizinga,N
Aaron Marcus,Brian Knight,N
Thomas R. Ioerger,Yiming Yang,N
Hideo Miyahara,Walter D. Morris Jr.,N
Michaël Rusinowitch,Shira L. Broschat,N
Philip Heidelberger,François Bry,N
Vladimir F. Demyanov,James Beck,N
Owen Rambow,Klaus Höllig,N
Daniela Calvetti,Nikos Grammalidis,N
Uwe Nestmann,Zhixiang Chen,N
Zhili Sun,Neeraj K. Sharma,N
William F. Smyth,Jacob Scharcanski,N
Artur Czumaj,Victor C. Chen,N
Diane M. Donovan,David W. Mauro,N
Min-Yen Kan,Opas Chutatape,N
Mireille Clerbout,Harry Buhrman,N
Hari Kalva,Ken Higuchi,N
Jianchao Wang,Keith R. Thulborn,N
Patrick Shen-Pei Wang,Maurizio Dècina,N
Seung Joon Lee,L. Todd McWhorter,N
Peter J. Bentley,Wonryull Koh,N
Fabio Paternò,Clemens H. Cap,N
Michael Sipser,Susan T. Dumais,N
Mirta B. Gordon,Gang Xu,N
Roberto Mantaci,Ileana Streinu,N
Laurie Radford,Poras T. Balsara,N
Jessie B. Kennedy,Leon A. Kappelman,N
Jussi Rintanen,Hsin-Min Wang,N
James A. Ritcey,Mehul A. Shah,N
Jack Sklansky,Xiaoxin Qiu,N
Craig Standing,Tieniu Tan,N
Mark D. Plumbley,John H. Vande Vate,N
Chung-Len Lee,David E. Douglas,N
Sung-Bong Yang,Giuseppe Riva,N
H. Siegfried Stiehl,Jian-Guo Zhang,N
Elias N. Houstis,Charles E. Perkins,N
Bart L. MacCarthy,Christoph Quix,N
Tamal Bose,Lennart Ljung,N
Esko Turunen,András Bezdek,N
Uri Shaked,Christos Bouras,N
Rym Mili,Maurizio A. Bonuccelli,N
Gregory E. Bottomley,Gerard N. Stenbakken,N
Jean-Camille Birget,J. A. Dente,N
S. R. Mohan,Paul Wrede,N
Rainer Leupers,Jan Mandel,N
Arjan J. C. van Gemund,H. Sebastian Seung,N
Anton A. Stoorvogel,Holger Wendland,N
Marie-Claude Boudreau,Christian H. Bischof,N
Thomas Lengauer,Andrew Kehler,N
Bao-Gang Hu,James R. Warren,N
Frank Werner 0001,Tomoki Nakamigawa,N
Paul Frenger,Doris L. Carver,N
Ee-Peng Lim,José Iovino,N
Hongbin Li,Fathallah Nouboud,N
Volker Mehrmann,Jonathan C. L. Liu,N
Robert Cooley,Peter Chu,N
Gianfranco L. Pierobon,Tülay Adali,N
Dit-Yan Yeung,Anjan Sarkar,N
Chae Y. Lee,Arjen van Ooyen,N
Yuji Oie,Madhu Sudan,N
Xingxing Yu,Volker Haarslev,N
Andrew Tomkins,Lutz Tobiska,N
Carl G. Looney,Shaul Markovitch,N
Ming-Bo Lin,Richard E. Ladner,N
Pranava K. Jha,Stefan Carlsson,N
Terrance L. Huntsberger,Brigitte Servatius,N
John J. Cannon,Roy T. Fielding,N
Krzysztof Zielinski,Victor Peel,N
Leonard M. Adleman,Olgierd A. Palusinski,N
