source,target
Paolo Bouquet,Frank D. Anger
Paolo Bouquet,Hans W. Guesgen
Marie desJardins,James P. Delgrande
Marie desJardins,Jon Doyle
Marie desJardins,Francesca Rossi
Marie desJardins,Torsten Schaub
Marie desJardins,Carla P. Gomes
Marie desJardins,Toby Walsh
Marie desJardins,Eric Horvitz
Marie desJardins,Nancy Ide
Marie desJardins,Christopher A. Welty
Marie desJardins,Frank D. Anger
Marie desJardins,Hans W. Guesgen
James P. Delgrande,Jon Doyle
James P. Delgrande,Francesca Rossi
James P. Delgrande,Carla P. Gomes
James P. Delgrande,Toby Walsh
James P. Delgrande,Eric Horvitz
James P. Delgrande,Nancy Ide
James P. Delgrande,Christopher A. Welty
James P. Delgrande,Frank D. Anger
James P. Delgrande,Hans W. Guesgen
Jon Doyle,Francesca Rossi
Jon Doyle,Torsten Schaub
Jon Doyle,Carla P. Gomes
Jon Doyle,Toby Walsh
Jon Doyle,Eric Horvitz
Jon Doyle,Nancy Ide
Jon Doyle,Christopher A. Welty
Jon Doyle,Frank D. Anger
Jon Doyle,Hans W. Guesgen
Francesca Rossi,Torsten Schaub
Francesca Rossi,Carla P. Gomes
Francesca Rossi,Toby Walsh
Francesca Rossi,Eric Horvitz
Francesca Rossi,Nancy Ide
Francesca Rossi,Christopher A. Welty
Francesca Rossi,Frank D. Anger
Francesca Rossi,Hans W. Guesgen
Torsten Schaub,Carla P. Gomes
Torsten Schaub,Toby Walsh
Torsten Schaub,Eric Horvitz
Torsten Schaub,Nancy Ide
Torsten Schaub,Christopher A. Welty
Torsten Schaub,Frank D. Anger
Torsten Schaub,Hans W. Guesgen
Carla P. Gomes,Toby Walsh
Carla P. Gomes,Nancy Ide
Carla P. Gomes,Christopher A. Welty
Carla P. Gomes,Frank D. Anger
Carla P. Gomes,Hans W. Guesgen
Toby Walsh,Eric Horvitz
Toby Walsh,Nancy Ide
Toby Walsh,Christopher A. Welty
Toby Walsh,Frank D. Anger
Toby Walsh,Hans W. Guesgen
Eric Horvitz,Nancy Ide
Eric Horvitz,Christopher A. Welty
Eric Horvitz,Frank D. Anger
Eric Horvitz,Hans W. Guesgen
Nancy Ide,Christopher A. Welty
Nancy Ide,Frank D. Anger
Nancy Ide,Hans W. Guesgen
Christopher A. Welty,Frank D. Anger
Christopher A. Welty,Hans W. Guesgen
Carla P. Gomes,Alessandro Saffiotti
Carla P. Gomes,Costas Tsatsoulis
Alessandro Saffiotti,Costas Tsatsoulis
Alessandro Saffiotti,Toby Walsh
Costas Tsatsoulis,Toby Walsh
Avelino J. Gonzalez,Massood Towhidnejad
Robert S. Engelmore,Haym Hirsh
Steve A. Chien,Haym Hirsh
Edwina L. Rissland,David W. Aha
Maria Fox,Derek Long
James F. Allen,George Ferguson
Charles Rich,Candace L. Sidner
Jussi Karlgren,Kenneth D. Forbus
Jussi Karlgren,Kagan Tumer
Jussi Karlgren,Peter Stone
Jussi Karlgren,Gaurav S. Sukhatme
Jussi Karlgren,Tucker R. Balch
Jussi Karlgren,Bernd Fischer 0002
Jussi Karlgren,Sanda M. Harabagiu
Jussi Karlgren,Hans W. Guesgen
Jussi Karlgren,Randall Davis
Jussi Karlgren,James A. Landay
Kenneth D. Forbus,Kagan Tumer
Kenneth D. Forbus,Peter Stone
Kenneth D. Forbus,Gaurav S. Sukhatme
Kenneth D. Forbus,Tucker R. Balch
Kenneth D. Forbus,Bernd Fischer 0002
Kenneth D. Forbus,Sanda M. Harabagiu
Kenneth D. Forbus,Hans W. Guesgen
Kenneth D. Forbus,Randall Davis
Kenneth D. Forbus,James A. Landay
Kagan Tumer,Peter Stone
Kagan Tumer,Gaurav S. Sukhatme
Kagan Tumer,Tucker R. Balch
Kagan Tumer,Bernd Fischer 0002
Kagan Tumer,Sanda M. Harabagiu
Kagan Tumer,Hans W. Guesgen
Kagan Tumer,Randall Davis
Kagan Tumer,James A. Landay
Peter Stone,Gaurav S. Sukhatme
Peter Stone,Tucker R. Balch
Peter Stone,Bernd Fischer 0002
Peter Stone,Sanda M. Harabagiu
Peter Stone,Hans W. Guesgen
Peter Stone,Randall Davis
Peter Stone,James A. Landay
Gaurav S. Sukhatme,Tucker R. Balch
Gaurav S. Sukhatme,Bernd Fischer 0002
Gaurav S. Sukhatme,Sanda M. Harabagiu
Gaurav S. Sukhatme,Hans W. Guesgen
Gaurav S. Sukhatme,Randall Davis
Gaurav S. Sukhatme,James A. Landay
Tucker R. Balch,Bernd Fischer 0002
Tucker R. Balch,Sanda M. Harabagiu
Tucker R. Balch,Hans W. Guesgen
Tucker R. Balch,Randall Davis
Tucker R. Balch,James A. Landay
Bernd Fischer 0002,Sanda M. Harabagiu
Bernd Fischer 0002,Hans W. Guesgen
Bernd Fischer 0002,Randall Davis
Bernd Fischer 0002,James A. Landay
Sanda M. Harabagiu,Hans W. Guesgen
Sanda M. Harabagiu,Randall Davis
Sanda M. Harabagiu,James A. Landay
Hans W. Guesgen,Randall Davis
Hans W. Guesgen,James A. Landay
Randall Davis,James A. Landay
David Andre,Illah R. Nourbakhsh
Mark A. Musen,Jude W. Shavlik
Patrick Doherty,Jonas Kvarnström
Yves Lespérance,Gerd Wagner
Yves Lespérance,William P. Birmingham
Yves Lespérance,Kurt D. Bollacker
Yves Lespérance,David W. Aha
Yves Lespérance,Timothy W. Finin
Yves Lespérance,Carla P. Gomes
Yves Lespérance,Holger H. Hoos
Yves Lespérance,Alan C. Schultz
Yves Lespérance,Miroslav Kubat
Yves Lespérance,Tom M. Mitchell
Yves Lespérance,Jörg Denzinger
Yves Lespérance,Karen L. Myers
Yves Lespérance,Claudio Bettini
Yves Lespérance,Angelo Montanari
Gerd Wagner,William P. Birmingham
Gerd Wagner,Kurt D. Bollacker
Gerd Wagner,David W. Aha
Gerd Wagner,Timothy W. Finin
Gerd Wagner,Carla P. Gomes
Gerd Wagner,Holger H. Hoos
Gerd Wagner,Alan C. Schultz
Gerd Wagner,Miroslav Kubat
Gerd Wagner,Tom M. Mitchell
Gerd Wagner,Jörg Denzinger
Gerd Wagner,Karen L. Myers
Gerd Wagner,Claudio Bettini
Gerd Wagner,Angelo Montanari
William P. Birmingham,Kurt D. Bollacker
William P. Birmingham,David W. Aha
William P. Birmingham,Timothy W. Finin
William P. Birmingham,Carla P. Gomes
William P. Birmingham,Holger H. Hoos
William P. Birmingham,Alan C. Schultz
William P. Birmingham,Miroslav Kubat
William P. Birmingham,Tom M. Mitchell
William P. Birmingham,Jörg Denzinger
William P. Birmingham,Karen L. Myers
William P. Birmingham,Claudio Bettini
William P. Birmingham,Angelo Montanari
Kurt D. Bollacker,David W. Aha
Kurt D. Bollacker,Timothy W. Finin
Kurt D. Bollacker,Carla P. Gomes
Kurt D. Bollacker,Holger H. Hoos
Kurt D. Bollacker,Alan C. Schultz
Kurt D. Bollacker,Miroslav Kubat
Kurt D. Bollacker,Tom M. Mitchell
Kurt D. Bollacker,Jörg Denzinger
Kurt D. Bollacker,Karen L. Myers
Kurt D. Bollacker,Claudio Bettini
Kurt D. Bollacker,Angelo Montanari
David W. Aha,Timothy W. Finin
David W. Aha,Carla P. Gomes
David W. Aha,Holger H. Hoos
David W. Aha,Alan C. Schultz
David W. Aha,Miroslav Kubat
David W. Aha,Tom M. Mitchell
David W. Aha,Jörg Denzinger
David W. Aha,Karen L. Myers
David W. Aha,Claudio Bettini
David W. Aha,Angelo Montanari
Timothy W. Finin,Carla P. Gomes
Timothy W. Finin,Holger H. Hoos
Timothy W. Finin,Alan C. Schultz
Timothy W. Finin,Miroslav Kubat
Timothy W. Finin,Tom M. Mitchell
Timothy W. Finin,Jörg Denzinger
Timothy W. Finin,Karen L. Myers
Timothy W. Finin,Claudio Bettini
Timothy W. Finin,Angelo Montanari
Carla P. Gomes,Holger H. Hoos
Carla P. Gomes,Alan C. Schultz
Carla P. Gomes,Miroslav Kubat
Carla P. Gomes,Tom M. Mitchell
Carla P. Gomes,Jörg Denzinger
Carla P. Gomes,Karen L. Myers
Carla P. Gomes,Claudio Bettini
Carla P. Gomes,Angelo Montanari
Holger H. Hoos,Alan C. Schultz
Holger H. Hoos,Miroslav Kubat
Holger H. Hoos,Tom M. Mitchell
Holger H. Hoos,Jörg Denzinger
Holger H. Hoos,Karen L. Myers
Holger H. Hoos,Claudio Bettini
Holger H. Hoos,Angelo Montanari
Alan C. Schultz,Miroslav Kubat
Alan C. Schultz,Tom M. Mitchell
Alan C. Schultz,Jörg Denzinger
Alan C. Schultz,Karen L. Myers
Alan C. Schultz,Claudio Bettini
Alan C. Schultz,Angelo Montanari
Miroslav Kubat,Tom M. Mitchell
Miroslav Kubat,Jörg Denzinger
Miroslav Kubat,Karen L. Myers
Miroslav Kubat,Claudio Bettini
Miroslav Kubat,Angelo Montanari
Tom M. Mitchell,Jörg Denzinger
Tom M. Mitchell,Karen L. Myers
Tom M. Mitchell,Claudio Bettini
Tom M. Mitchell,Angelo Montanari
Jörg Denzinger,Karen L. Myers
Jörg Denzinger,Claudio Bettini
Jörg Denzinger,Angelo Montanari
Karen L. Myers,Claudio Bettini
Karen L. Myers,Angelo Montanari
Fiora Pirri,Geoffrey E. Hinton
Fiora Pirri,Hector J. Levesque
Geoffrey E. Hinton,Hector J. Levesque
Laurie E. Damianos,Lynette Hirschman
Bruce A. Maxwell,Lisa Meeden
Steve A. Chien,John Riedl
Manuela M. Veloso,Peter Stone
Manuela M. Veloso,Hiroaki Kitano
Manuela M. Veloso,Minoru Asada
Tucker R. Balch,Hiroaki Kitano
Tucker R. Balch,Minoru Asada
Peter Stone,Hiroaki Kitano
Peter Stone,Minoru Asada
Hiroaki Kitano,Minoru Asada
Stefan Wermter,Ron Sun
David E. Wilkins,Marie desJardins
Arthur C. Graesser,Kurt VanLehn
Arthur C. Graesser,Carolyn Penstein Rosé
Arthur C. Graesser,Pamela W. Jordan
Kurt VanLehn,Carolyn Penstein Rosé
Kurt VanLehn,Pamela W. Jordan
Carolyn Penstein Rosé,Pamela W. Jordan
Carolyn Penstein Rosé,Mathias Bauer
Carolyn Penstein Rosé,Charles Rich
Carolyn Penstein Rosé,Ian Horswill
Carolyn Penstein Rosé,Alan C. Schultz
Carolyn Penstein Rosé,Alonso H. Vera
Carolyn Penstein Rosé,Kerstin Dautenhahn
Mathias Bauer,Charles Rich
Mathias Bauer,Ian Horswill
Mathias Bauer,Alan C. Schultz
Mathias Bauer,Alonso H. Vera
Mathias Bauer,Kerstin Dautenhahn
Charles Rich,Ian Horswill
Charles Rich,Alan C. Schultz
Charles Rich,Alonso H. Vera
Charles Rich,Kerstin Dautenhahn
Ian Horswill,Alan C. Schultz
Ian Horswill,Alonso H. Vera
Ian Horswill,Kerstin Dautenhahn
Alan C. Schultz,Alonso H. Vera
Alan C. Schultz,Kerstin Dautenhahn
Alonso H. Vera,Kerstin Dautenhahn
Craig A. Knoblock,Milind Tambe
Robin R. Murphy,John Blitch
François Michaud,David A. Gustafson
Klaus-Dieter Althoff,Ralph Bergmann
Klaus-Dieter Althoff,Karl Branting
Ralph Bergmann,Karl Branting
Hiroaki Kitano,Satoshi Tadokoro
Debabrata Dey,Sumit Sarkar
Clement T. Yu,Naphtali Rishe
Weiyi Meng,Naphtali Rishe
Vassilios Petridis,Vassilis G. Kaburlasos
Ying Chen,Richard R. Brooks
Ying Chen,S. Sitharama Iyengar
Ying Chen,Nageswara S. V. Rao
Ying Chen,Jacob Barhen
Richard R. Brooks,Nageswara S. V. Rao
Richard R. Brooks,Jacob Barhen
S. Sitharama Iyengar,Nageswara S. V. Rao
Nageswara S. V. Rao,Jacob Barhen
David B. Lomet,Gerhard Weikum
Huan Liu 0001,Hongjun Lu
Jian-Kang Wu,A. Desai Narasimhalu
Debabrata Dey,Prabuddha De
Sumit Sarkar,Prabuddha De
Jason Tsong-Li Wang,Bruce A. Shapiro
Jason Tsong-Li Wang,Isidore Rigoutsos
Dennis E. Shasha,Bruce A. Shapiro
Dennis E. Shasha,Isidore Rigoutsos
Bruce A. Shapiro,Isidore Rigoutsos
Bruce A. Shapiro,Kaizhong Zhang
Isidore Rigoutsos,Kaizhong Zhang
Vassilis J. Tsotras,Alex Delis
Dimitrios Gunopulos,Alex Delis
John F. Roddick,Myra Spiliopoulou
Malcolm I. Heywood,Chris R. Chatwin
Aidong Zhang,Marian H. Nodine
Aidong Zhang,Bharat K. Bhargava
Marian H. Nodine,Bharat K. Bhargava
Leana Golubchik,Satish K. Tripathi
Leana Golubchik,Vassilis J. Tsotras
Satish K. Tripathi,Vassilis J. Tsotras
Giansalvatore Mecca,Anthony J. Bonner
Hee Beng Kuan Tan,Tok Wang Ling
Hee Beng Kuan Tan,Cheng Hian Goh
Tok Wang Ling,Cheng Hian Goh
Pauray S. M. Tsai,Arbee L. P. Chen
Bongki Moon,H. V. Jagadish
Bongki Moon,Christos Faloutsos
Bongki Moon,Joel H. Saltz
H. V. Jagadish,Christos Faloutsos
H. V. Jagadish,Joel H. Saltz
Christos Faloutsos,Joel H. Saltz
Pallab Dasgupta,Sujoy Ghose
Pallab Dasgupta,Wolfgang Bibel
P. P. Chakrabarti,Sujoy Ghose
P. P. Chakrabarti,Wolfgang Bibel
Sujoy Ghose,Wolfgang Bibel
Weining Zhang,Jing Wu
Weining Zhang,Clement T. Yu
Weining Zhang,Hiroshi Nakajima
Weining Zhang,Naphtali Rishe
Jing Wu,Clement T. Yu
Jing Wu,Hiroshi Nakajima
Jing Wu,Naphtali Rishe
Clement T. Yu,Hiroshi Nakajima
Hiroshi Nakajima,Naphtali Rishe
Joeri Engelfriet,Dieter Fensel
Joeri Engelfriet,Frank van Harmelen
Joeri Engelfriet,Yde Venema
Dieter Fensel,Yde Venema
Frank van Harmelen,Yde Venema
Nevzat Hurkan Balkir,Gultekin Özsoyoglu
Nevzat Hurkan Balkir,Z. Meral Özsoyoglu
Gultekin Özsoyoglu,Z. Meral Özsoyoglu
Karen Trovato,Leo Dorst
Luca Console,Paolo Terenziani
Luca Console,Daniele Theseider Dupré
Paolo Terenziani,Daniele Theseider Dupré
Edward Y. Chang,Hector Garcia-Molina
Edward Y. Chang,Gio Wiederhold
Hector Garcia-Molina,Gio Wiederhold
Sally I. McClean,Mary Shapcott
Bryan W. Scotney,Mary Shapcott
Phan Minh Dung,Paolo Mancarella
Jianzhong Li,Jaideep Srivastava
Avigdor Gal,John Mylopoulos
Michael V. Mannino,Vijay S. Mookerjee
Martin Erwig,Markus Schneider 0001
Derek L. Eager,John Zahorjan
Mary K. Vernon,John Zahorjan
Krithi Ramamritham,Donald F. Towsley
John A. Stankovic,Donald F. Towsley
Tim Menzies,Robert F. Cohen
Gulrukh Ahanger,Thomas D. C. Little
Jiming Liu 0001,David A. Maluf
Jiming Liu 0001,Michel C. Desmarais
David A. Maluf,Michel C. Desmarais
Witold Litwin,Tore Risch
Maurizio Tucci,Genoveffa Tortora
Kyuseok Shim,Rakesh Agrawal 0001
Cyrus Shahabi,Surajit Chaudhuri
Shahram Ghandeharizadeh,Surajit Chaudhuri
Diane J. Litman,Peter F. Patel-Schneider
Diane J. Litman,James M. Crawford
Peter F. Patel-Schneider,James M. Crawford
Eenjun Hwang,B. Prabhakaran
Eenjun Hwang,V. S. Subrahmanian
B. Prabhakaran,V. S. Subrahmanian
Akhilesh Bajaj,Sudha Ram
Euripides G. M. Petrakis,Christos Faloutsos
Joel L. Wolf,John Turek
Mark S. Squillante,John Turek
Mark S. Squillante,Philip S. Yu
John Turek,Philip S. Yu
Simone Santini,Ramesh C. Jain
Amarnath Gupta,Ramesh C. Jain
Bryon K. Ehlmann,Gregory A. Riccardi
Bryon K. Ehlmann,Naphtali Rishe
Gregory A. Riccardi,Naphtali Rishe
Susanne Boll,Wolfgang Klas
Shi-Kuo Chang,Taieb Znati
Barry Smyth,Mark T. Keane
Mark T. Keane,Padraig Cunningham
Ram D. Gopal,Ram Ramesh
Ram D. Gopal,Stanley Zionts
Martin Ester,Hans-Peter Kriegel
Martin Ester,Jörg Sander 0001
Hans-Peter Kriegel,Jörg Sander 0001
Shashi Shekhar,Sivakumar Ravada
Raymond T. Ng,Jiawei Han 0001
Dieter Fensel,Enrico Motta
Edith Cohen,Rajeev Motwani
Edith Cohen,Jeffrey D. Ullman
Veda C. Storey,Debabrata Dey
Paul Ammann,Sushil Jajodia
Guido Proietti,Christos Faloutsos
Peter Triantafillou,Stavros Christodoulakis
Nabil R. Adam,Sujata Banerjee
Vijayalakshmi Atluri,Sujata Banerjee
Silvana Castano,Valeria De Antonellis
Silvana Castano,Sabrina De Capitani di Vimercati
Valeria De Antonellis,Sabrina De Capitani di Vimercati
Giansalvatore Mecca,Alberto O. Mendelzon
Wai Lam,Alberto Maria Segre
Sang Hyuk Son,Ravi Mukkamala
Sang Hyuk Son,Rasikan David
Ravi Mukkamala,Rasikan David
Walid G. Aref,Ibrahim Kamel
Walid G. Aref,Shahram Ghandeharizadeh
Ibrahim Kamel,Shahram Ghandeharizadeh
Anindya Datta,Sang Hyuk Son
Tomasz Imielinski,Leonid Khachiyan
Ron Kohavi,Foster J. Provost
Juhnyoung Lee,Edith Schonberg
David Madigan,William DuMouchel
Huan Liu 0001,Chew Lim Tan
Peter Spirtes,Clark Glymour
Eddie C. Shek,Richard R. Muntz
Eddie C. Shek,Edmond Mesrobian
Richard R. Muntz,Edmond Mesrobian
Ron Kohavi,Brij M. Masand
Ron Kohavi,Myra Spiliopoulou
Ron Kohavi,Jaideep Srivastava
Huan Liu 0001,Hiroshi Motoda
David Barber,Wim Wiegerinck
Carlos Domingo,Ricard Gavaldà
Carlos Domingo,Osamu Watanabe 0001
Ricard Gavaldà,Osamu Watanabe 0001
Abdur Chowdhury,Peng-Jun Wan
Vladimir Shurbanov,Dimiter R. Avresky
Vladimir Shurbanov,Pankaj Mehra
Dimiter R. Avresky,Pankaj Mehra
Michael Mitzenmacher,Rajmohan Rajaraman
Cheng-Zhong Xu 0001,Le Yi Wang
Jie Wu 0001,Yuanyuan Yang
Hong Shen 0001,Piyush Maheshwari
David A. Bader,Tandy J. Warnow
Rolf Kraemer,Hartmut König
Jonathan P. Bowen,Jifeng He
Tzung-Shi Chen,Chih-Yung Chang
Vincent Loechner,Philippe Clauss
Toomas P. Plaks,Graham M. Megson
Jonathan C. Hardwick,Denis A. Nicole
Chih-Yung Chang,Jang-Ping Sheu
L. Wang,Ted C. Yang
Jean Frédéric Myoupo,David Semé
David Semé,Ivan Stojmenovic
Keith D. Cooper,Devika Subramanian
Devika Subramanian,Linda Torczon
Patrick Schaumont,Marc Engels
Patrick Schaumont,Rudy Lauwereins
Patrick Schaumont,Hugo De Man
Marc Engels,Rudy Lauwereins
Rudy Lauwereins,Hugo De Man
Paul A. Gray,Vaidy S. Sunderam
A. P. Wim Böhm,Jeffrey Hammes
A. P. Wim Böhm,Bruce A. Draper
Jeffrey Hammes,Bruce A. Draper
Jeffrey Hammes,Walid A. Najjar
Bruce A. Draper,Walid A. Najjar
Jürgen Becker,Manfred Glesner
Lluís Màrquez,Lluís Padró
Francisco Bueno,Ana García-Serrano
Borut Zalik,Franc Novak
José D. Piñeiro,José L. Sánchez 0001
José L. Sánchez 0001,J. I. Estévez
José L. Sánchez 0001,José F. Sigut
José L. Sánchez 0001,Lorenzo Moreno
Alice M. Agogino,Piero P. Bonissone
Alice M. Agogino,George J. Vachtsevanos
Piero P. Bonissone,George J. Vachtsevanos
Feniosky Peña-Mora,Sanjeev Vadhavkar
Thiruvengadam Radhakrishnan,Rajjan Shinghal
Chris A. McMahon,J. H. Sims Williams
Ian C. Parmee,Ian F. C. Smith
Ajoy Kumar Datta,Franck Petit
Franck Petit,Vincent Villain
Gordon Rugg,Peter McGeorge
Edward Tunstel,Homayoun Seraji
Andrew Basden,Edward Ball
Heidar A. Malki,Guanrong Chen
Richard J. Cox,Anthony Debons
Richard J. Cox,Donald W. King
Richard J. Cox,David Robins
Richard J. Cox,Christinger Tomer
Anthony Debons,Donald W. King
Anthony Debons,David Robins
Anthony Debons,Christinger Tomer
Donald W. King,David Robins
Donald W. King,Christinger Tomer
David Robins,Christinger Tomer
Alexandru Mateescu,Victor Mitrana
Anne Brüggemann-Klein,Derick Wood
Cezar Câmpeanu,Andrei Paun
Andrei Paun,Sheng Yu
Grzegorz Rozenberg,Takashi Yokomori
Hans Zantema,Hans L. Bodlaender
Denis Trystram,Gerhard J. Woeginger
Wen Gao 0001,Bin Liu
Jerry den Hartog,Erik P. de Vink
C. R. Ramakrishnan,I. V. Ramakrishnan
Karel Culik II,Juhani Karhumäki
Karel Culik II,Jarkko Kari
Juhani Karhumäki,Jarkko Kari
Xiaotie Deng,Guizhen Liu
Guojun Li,Guizhen Liu
P. S. Thiagarajan,Roland H. C. Yap
Cezar Câmpeanu,Sándor Vágvölgyi
Kai Salomaa,Sándor Vágvölgyi
Siu-Wing Cheng,Tamal K. Dey
Chantana Chantrapornchai,Sissades Tongsima
Cristian Calude,Hajime Ishihara
Koichi Yamazaki,Tetsuro Nishino
Charles X. Ling,Nick Cercone
Wei Xu,Donald S. Fussell
Peter Borovanský,Christophe Ringeissen
Claude Kirchner,Christophe Ringeissen
Hélène Kirchner,Christophe Ringeissen
Ulrich Hasenkamp,Georg Disterer
Wolfgang König,Peter Mertens
Walter Brenner,Rüdiger Zarnekow
Otto K. Ferstl,Elmar J. Sinz
Dieter Ehrenberg,August-Wilhelm Scheer
Dieter Ehrenberg,Matthias Schumann
Dieter Ehrenberg,Udo Winand
August-Wilhelm Scheer,Matthias Schumann
August-Wilhelm Scheer,Udo Winand
Matthias Schumann,Udo Winand
Bernd Freisleben,Manfred Grauer
Bernd Freisleben,Udo Kelter
Manfred Grauer,Udo Kelter
Martin Hitz,Gerti Kappel
Martin Hitz,Werner Retschitzegger
Peter Mertens,Walter Eversheim
Clemens H. Cap,Andreas Heuer 0001
Elmar J. Sinz,Peter Mertens
Armin Heinzl,Wolfgang König
Rüdiger Westermann,Christopher R. Johnson 0001
Rüdiger Westermann,Thomas Ertl
Christopher R. Johnson 0001,Thomas Ertl
André Guéziec,Gabriel Taubin
André Guéziec,Francis Lazarus
Gabriel Taubin,Francis Lazarus
Hanspeter Pfister,Markus H. Gross
Hans Hagen,David S. Ebert
Harald Garcke,Martin Rumpf
Harald Garcke,Jarke J. van Wijk
Martin Rumpf,Jarke J. van Wijk
Takayuki Itoh,Koji Koyamada
Yizhou Yu,Jitendra Malik
Craig M. Wittenbrink,Alex Pang
Larry F. Hodges,William Ribarsky
James T. Klosowski,Cláudio T. Silva
Shigeru Muraki,Koji Tsuda
Gordon L. Kindlmann,Charles D. Hansen
Taosong He,Zhengrong Liang
David S. Ebert,Christopher D. Shaw
Henk J. A. M. Heijmans,Rein van den Boomgaard
Isaac Cohen,Isabelle Herlin
I-Ming Pao,Shawmin Lei
Ming-Ting Sun,Shawmin Lei
Mrinal K. Mandal,Sethuraman Panchanathan
Olivier D. Faugeras,Pietro Perona
Olivier D. Faugeras,Guillermo Sapiro
Pietro Perona,Guillermo Sapiro
Ruth Kurniawati,Guangyou Xu
Raouf Hamzaoui,Dietmar Saupe
Luis Álvarez,Rachid Deriche
Luis Álvarez,Joachim Weickert
Rachid Deriche,Joachim Weickert
Jenny Benois-Pineau,Henri Nicolas
Yu-Len Huang,Ruey-Feng Chang
Wen-Liang Hwang,Chun-Shien Lu
Wen-Liang Hwang,Pau-Choo Chung
Chun-Shien Lu,Pau-Choo Chung
Uday R. Kulkarni,Ajay S. Vinze
Michael Anthony Bauer,Gene F. Hoffnagle
Michael Anthony Bauer,Gabriel M. Silberman
Gene F. Hoffnagle,Gabriel M. Silberman
Eswaran Subrahmanian,Suresh Konda
Eswaran Subrahmanian,Arthur Westerberg
Suresh Konda,Arthur Westerberg
James F. Courtney,David B. Paradice
Ram Ramesh,H. Raghav Rao
James F. Courtney,G. Lawrence Sanders
Kecheng Liu,Keith H. Bennett
Fabio Casati,Silvana Castano
Silvana Castano,Maria Grazia Fugini
Fritz Krückeberg,Ute Brauer
Matthias Jarke,Heinrich C. Mayr
Thomas Hofmeister,Ingo Wegener
Arndt Bode,Hermann Engesser
Heinrich C. Mayr,Arndt Bode
Heinrich C. Mayr,Klaus R. Dittrich
Arndt Bode,Klaus R. Dittrich
Joseph Bergin,Charles Kelemen
Joseph Bergin,Stephen J. Hartley
Charles Kelemen,Stephen J. Hartley
Martha E. Pollack,Eve A. Riskin
Judith L. Gersting,Frank H. Young
Sara B. Kiesler,Lee S. Sproull
Janice E. Cuny,William Aspray
Mark A. Holliday,Deepak Kumar
Mark A. Holliday,Jim Davies
Deepak Kumar,Jim Davies
Tony Clear,Frank H. Young
Mary J. Granger,Henry MacKay Walker
Doris L. Carver,Mary Lou Soffa
Michael R. Wick,Andrew T. Phillips
Robert S. Womersley,Ian H. Sloan
Ulrich Reif,Peter Schröder
Paolo Costantini,Tim N. T. Goodman
Tim N. T. Goodman,Carla Manni
Tom Lyche,Ragnar Winther
Alfredo Bermúdez,Patrick Joly
Mari Paz Calvo,Arieh Iserles
Charles A. Micchelli,Gilbert Strang
Charles A. Micchelli,Ding-Xuan Zhou
Gilbert Strang,Ding-Xuan Zhou
Richard G. Baraniuk,Ronald A. DeVore
Richard T. Snodgrass,M. Tamer Özsu
Gérard Weisbuch,Jean-Pierre Nadal
Guillaume Deffuant,Jean-Pierre Nadal
Frederic Green,Steven Homer
Frederic Green,Cristopher Moore
Steven Homer,Cristopher Moore
Robert Lockhart,Michael J. Steiner
Robert Lockhart,Karl Gerlach
Michael J. Steiner,Karl Gerlach
John R. Wilson,Sarah Nichols
Pietro Carlo Cacciabue,Erik Hollnagel
Makoto Takahashi,Masaharu Kitamura
Gilles Dowek,Thérèse Hardin
Gilles Dowek,Claude Kirchner
Thérèse Hardin,Claude Kirchner
Stefano Berardi,Chantal Berline
Michal Walicki,Magne Haveraaen
Michal Walicki,Sigurd Meldal
Magne Haveraaen,Sigurd Meldal
Max I. Kanovich,Jacqueline Vauzeilles
Reiko Heckel,Fernando Orejas
Manfred Droste,Dietrich Kuske
Mauro Ferrari,Camillo Fiorentini
Mauro Ferrari,Pierangelo Miglioli
Camillo Fiorentini,Pierangelo Miglioli
Steven Awodey,Lars Birkedal
Steven Awodey,Dana S. Scott
Lars Birkedal,Dana S. Scott
Richard Blute,J. Robin B. Cockett
Richard Blute,R. A. G. Seely
J. Robin B. Cockett,R. A. G. Seely
Michael Mendler,Eugenio Moggi
Samson Abramsky,Philip J. Scott
Paolo Boldi,Felice Cardone
Paolo Boldi,Manfred Droste
Felice Cardone,Manfred Droste
Javier Larrosa,Gabriel Valiente
Steffen Schulze-Kremer,Matthew Clark
Steffen Schulze-Kremer,Hans Lehrach
Matthew Clark,Hans Lehrach
Sean R. Eddy,Lincoln Stein
Jörg Nonnenmacher,Ernst Biersack
Srikanth V. Krishnamurthy,Michele Zorzi
Anthony S. Acampora,Michele Zorzi
Nick G. Duffield,Pawan Goyal
Nick G. Duffield,Albert G. Greenberg
Nick G. Duffield,Partho Pratim Mishra
Nick G. Duffield,K. K. Ramakrishnan
Pawan Goyal,Albert G. Greenberg
Pawan Goyal,Partho Pratim Mishra
Pawan Goyal,K. K. Ramakrishnan
Albert G. Greenberg,Partho Pratim Mishra
Partho Pratim Mishra,K. K. Ramakrishnan
Ramachandran Ramjee,Kannan Varadhan
Kannan Varadhan,Thomas F. La Porta
Balaji Prabhakar,Abbas El Gamal
Piet Van Mieghem,Gerard Hooghiemstra
François Baccelli,Christophe Diot
Baruch Awerbuch,Yuval Shavitt
Mario Gerla,Emilio Leonardi
Mario Gerla,Fabio Neri
Brahim Bensaou,Danny H. K. Tsang
Leonidas Georgiadis,Leandros Tassiulas
Jack Brassil,Henning Schulzrinne
Timothy Griffin,F. Bruce Shepherd
Timothy Griffin,Gordon T. Wilfong
